RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,47,19,28,22.34,11,3,8,24.0,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,1,0
2,42,17,25,21.36,12,3,9,23.25,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,1,0
3,43,19,24,21.02,12,3,9,23.58,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,1,0
4,44,19,25,21.84,12,3,9,24.25,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,1,0
5,40,16,24,21.78,10,3,7,23.5,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,1,0
6,47,17,30,23.04,8,2,6,26.5,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,1,0
7,45,17,28,23.27,8,2,6,23.62,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,1,0
8,52,16,36,23.35,8,2,6,23.12,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,1,0
9,49,18,31,22.37,9,3,6,23.33,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,1,0
10,43,16,27,22.63,12,3,9,23.75,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,1,0
11,42,17,25,22.43,8,2,6,22.62,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,1,0
12,50,17,33,23.56,9,3,6,23.33,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,1,0
13,47,17,30,21.72,12,3,9,21.33,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,1,0
14,47,16,31,22.81,11,3,8,21.55,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,1,0
15,49,18,31,23.49,12,3,9,22.33,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,1,0
16,49,17,32,22.94,12,3,9,22.0,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,1,0
17,45,17,28,22.82,12,3,9,22.17,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,1,0
18,45,17,28,22.51,9,3,6,22.89,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,1,0
19,41,17,24,21.71,9,3,6,23.33,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,1,0
20,46,17,29,23.11,8,2,6,23.38,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,1,0
