RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput (bits),DL_goodput (bits),UL_throughput (bits),UL_goodput (bits),TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,48,23,25,23.96,13,7,6,26.54,0,0,0,0,14,2000000,51,5,1200,2000000,4.4500000000000004e-05,5000000,1,0
2,49,22,27,24.27,14,8,6,26.29,0,0,0,0,14,2000000,51,5,1200,2000000,4.4500000000000004e-05,5000000,1,0
3,50,24,26,24.04,14,8,6,26.57,0,0,0,0,14,2000000,51,5,1200,2000000,4.4500000000000004e-05,5000000,1,0
4,50,23,27,23.84,12,6,6,26.33,0,0,0,0,14,2000000,51,5,1200,2000000,4.4500000000000004e-05,5000000,1,0
5,49,22,27,24.18,11,5,6,26.09,0,0,0,0,14,2000000,51,5,1200,2000000,4.4500000000000004e-05,5000000,1,0
6,54,23,31,24.7,11,5,6,26.45,0,0,0,0,14,2000000,51,5,1200,2000000,4.4500000000000004e-05,5000000,1,0
7,53,22,31,24.55,11,5,6,26.27,0,0,0,0,14,2000000,51,5,1200,2000000,4.4500000000000004e-05,5000000,1,0
8,49,22,27,24.31,12,5,7,26.33,0,0,0,0,14,2000000,51,5,1200,2000000,4.4500000000000004e-05,5000000,1,0
9,45,21,24,24.07,12,6,6,26.33,0,0,0,0,14,2000000,51,5,1200,2000000,4.4500000000000004e-05,5000000,1,0
10,49,24,25,23.9,12,6,6,25.83,0,0,0,0,14,2000000,51,5,1200,2000000,4.4500000000000004e-05,5000000,1,0
11,47,24,23,24.19,11,5,6,26.27,0,0,0,0,14,2000000,51,5,1200,2000000,4.4500000000000004e-05,5000000,1,0
12,46,22,24,24.35,9,6,3,26.11,0,0,0,0,14,2000000,51,5,1200,2000000,4.4500000000000004e-05,5000000,1,0
13,45,23,22,24.02,10,7,3,26.2,0,0,0,0,14,2000000,51,5,1200,2000000,4.4500000000000004e-05,5000000,1,0
14,44,22,22,23.84,7,7,0,26.14,0,0,0,0,14,2000000,51,5,1200,2000000,4.4500000000000004e-05,5000000,1,0
15,45,23,22,23.84,7,7,0,26.14,0,0,0,0,14,2000000,51,5,1200,2000000,4.4500000000000004e-05,5000000,1,0
16,43,22,21,24.02,7,7,0,26.43,0,0,0,0,14,2000000,51,5,1200,2000000,4.4500000000000004e-05,5000000,1,0
17,47,23,24,23.79,7,7,0,25.57,0,0,0,0,14,2000000,51,5,1200,2000000,4.4500000000000004e-05,5000000,1,0
18,49,22,27,24.14,7,7,0,26.43,0,0,0,0,14,2000000,51,5,1200,2000000,4.4500000000000004e-05,5000000,1,0
19,46,24,22,24.09,10,7,3,26.2,0,0,0,0,14,2000000,51,5,1200,2000000,4.4500000000000004e-05,5000000,1,0
20,48,24,24,24.54,9,6,3,26.56,0,0,0,0,14,2000000,51,5,1200,2000000,4.4500000000000004e-05,5000000,1,0
