RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,309,240,69,20.47,184,143,41,19.87,42248,31928,45728,34312,2,5000000,51,10,2500,5000000,2.51e-05,20000000,1,0
2,309,243,66,20.43,186,143,43,19.52,44224,33120,45352,33272,2,5000000,51,10,2500,5000000,2.51e-05,20000000,1,0
3,299,223,76,20.73,184,142,42,19.58,40936,28816,45472,33416,2,5000000,51,10,2500,5000000,2.51e-05,20000000,1,0
4,310,240,70,20.37,185,142,43,19.7,41480,31568,45080,33424,2,5000000,51,10,2500,5000000,2.51e-05,20000000,1,0
5,304,231,73,20.19,187,144,43,19.39,39048,28784,44472,33512,2,5000000,51,10,2500,5000000,2.51e-05,20000000,1,0
6,313,239,74,20.29,191,144,47,19.27,42224,31568,43936,33112,2,5000000,51,10,2500,5000000,2.51e-05,20000000,1,0
7,314,241,73,20.34,189,146,43,19.39,40728,30328,44576,34248,2,5000000,51,10,2500,5000000,2.51e-05,20000000,1,0
8,314,243,71,20.09,188,142,46,19.49,41288,31072,43232,33008,2,5000000,51,10,2500,5000000,2.51e-05,20000000,1,0
9,313,241,72,20.33,189,142,47,19.38,41200,30400,43840,32760,2,5000000,51,10,2500,5000000,2.51e-05,20000000,1,0
10,309,236,73,19.85,190,141,49,19.76,40696,29624,44640,32896,2,5000000,51,10,2500,5000000,2.51e-05,20000000,1,0
11,307,231,76,20.0,184,139,45,19.47,41224,29256,42504,32320,2,5000000,51,10,2500,5000000,2.51e-05,20000000,1,0
12,311,243,68,20.37,194,144,50,19.84,44408,33416,44952,33736,2,5000000,51,10,2500,5000000,2.51e-05,20000000,1,0
13,313,238,75,20.14,195,145,50,19.94,41248,30832,45312,33808,2,5000000,51,10,2500,5000000,2.51e-05,20000000,1,0
14,307,237,70,20.09,196,144,52,19.52,39344,29912,46432,33304,2,5000000,51,10,2500,5000000,2.51e-05,20000000,1,0
15,315,245,70,20.04,194,141,53,19.98,42800,33336,46328,33080,2,5000000,51,10,2500,5000000,2.51e-05,20000000,1,0
16,307,246,61,20.32,183,137,46,19.54,44344,35568,43224,31704,2,5000000,51,10,2500,5000000,2.51e-05,20000000,1,0
17,316,244,72,20.0,182,142,40,19.47,40648,31120,44200,33232,2,5000000,51,10,2500,5000000,2.51e-05,20000000,1,0
18,313,248,65,19.78,181,147,34,19.01,41952,32752,42208,34240,2,5000000,51,10,2500,5000000,2.51e-05,20000000,1,0
19,308,239,69,20.16,187,144,43,19.35,41416,31272,45176,33096,2,5000000,51,10,2500,5000000,2.51e-05,20000000,1,0
20,308,244,64,19.87,177,145,32,19.01,42032,32040,43128,34232,2,5000000,51,10,2500,5000000,2.51e-05,20000000,1,0
