RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput (bits),DL_goodput (bits),UL_throughput (bits),UL_goodput (bits),TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,48,16,32,23.0,11,3,8,26.27,0,0,0,0,14,2000000,51,5,2560,2000000,2.4000000000000004e-05,1000000,1,0
2,51,17,34,22.65,8,2,6,26.5,0,0,0,0,14,2000000,51,5,2560,2000000,2.4000000000000004e-05,1000000,1,0
3,44,16,28,23.09,11,3,8,26.64,0,0,0,0,14,2000000,51,5,2560,2000000,2.4000000000000004e-05,1000000,1,0
4,49,17,32,23.08,11,3,8,26.64,0,0,0,0,14,2000000,51,5,2560,2000000,2.4000000000000004e-05,1000000,1,0
5,43,15,28,23.33,11,3,8,24.45,0,0,0,0,14,2000000,51,5,2560,2000000,2.4000000000000004e-05,1000000,1,0
6,47,16,31,22.62,11,3,8,25.91,0,0,0,0,14,2000000,51,5,2560,2000000,2.4000000000000004e-05,1000000,1,0
7,44,14,30,23.32,7,2,5,25.86,0,0,0,0,14,2000000,51,5,2560,2000000,2.4000000000000004e-05,1000000,1,0
8,39,14,25,23.41,7,2,5,23.29,0,0,0,0,14,2000000,51,5,2560,2000000,2.4000000000000004e-05,1000000,1,0
9,44,14,30,23.77,7,2,5,26.43,0,0,0,0,14,2000000,51,5,2560,2000000,2.4000000000000004e-05,1000000,1,0
10,40,14,26,23.25,10,3,7,26.4,0,0,0,0,14,2000000,51,5,2560,2000000,2.4000000000000004e-05,1000000,1,0
11,44,15,29,23.59,10,3,7,24.0,0,0,0,0,14,2000000,51,5,2560,2000000,2.4000000000000004e-05,1000000,1,0
12,50,14,36,23.56,10,3,7,23.8,0,0,0,0,14,2000000,51,5,2560,2000000,2.4000000000000004e-05,1000000,1,0
13,41,14,27,23.0,10,3,7,23.6,0,0,0,0,14,2000000,51,5,2560,2000000,2.4000000000000004e-05,1000000,1,0
14,48,16,32,24.06,10,3,7,23.8,0,0,0,0,14,2000000,51,5,2560,2000000,2.4000000000000004e-05,1000000,1,0
15,41,16,25,23.24,9,3,6,26.33,0,0,0,0,14,2000000,51,5,2560,2000000,2.4000000000000004e-05,1000000,1,0
16,50,17,33,23.52,7,2,5,25.57,0,0,0,0,14,2000000,51,5,2560,2000000,2.4000000000000004e-05,1000000,1,0
17,46,16,30,23.65,7,2,5,26.71,0,0,0,0,14,2000000,51,5,2560,2000000,2.4000000000000004e-05,1000000,1,0
18,45,15,30,23.0,7,2,5,26.43,0,0,0,0,14,2000000,51,5,2560,2000000,2.4000000000000004e-05,1000000,1,0
19,44,16,28,23.41,7,2,5,26.71,0,0,0,0,14,2000000,51,5,2560,2000000,2.4000000000000004e-05,1000000,1,0
20,45,15,30,22.96,7,2,5,25.29,0,0,0,0,14,2000000,51,5,2560,2000000,2.4000000000000004e-05,1000000,1,0
