RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,268,142,126,16.16,165,86,79,15.22,29648,15336,24208,12608,2,2000000,51,10,5000,2000000,1.1599999999999999e-05,10000000,1,0
2,289,152,137,15.06,146,87,59,13.44,26632,14208,20392,12200,2,2000000,51,10,5000,2000000,1.1599999999999999e-05,10000000,1,0
3,289,155,134,15.75,151,85,66,15.15,26840,13440,22616,12904,2,2000000,51,10,5000,2000000,1.1599999999999999e-05,10000000,1,0
4,289,145,144,14.95,157,89,68,14.51,27368,12912,23176,12776,2,2000000,51,10,5000,2000000,1.1599999999999999e-05,10000000,1,0
5,279,153,126,15.43,163,85,78,15.33,25632,13376,26264,12088,2,2000000,51,10,5000,2000000,1.1599999999999999e-05,10000000,1,0
6,294,160,134,15.49,159,84,75,15.3,29184,14888,25280,12296,2,2000000,51,10,5000,2000000,1.1599999999999999e-05,10000000,1,0
7,283,163,120,16.01,155,84,71,15.54,29392,15288,24336,13064,2,2000000,51,10,5000,2000000,1.1599999999999999e-05,10000000,1,0
8,278,154,124,15.71,146,85,61,14.92,25824,13432,24968,13416,2,2000000,51,10,5000,2000000,1.1599999999999999e-05,10000000,1,0
9,282,159,123,14.8,150,86,64,14.15,24336,14128,23064,13248,2,2000000,51,10,5000,2000000,1.1599999999999999e-05,10000000,1,0
10,281,165,116,15.73,166,87,79,15.34,33856,19304,25624,13384,2,2000000,51,10,5000,2000000,1.1599999999999999e-05,10000000,1,0
11,269,148,121,15.76,160,85,75,14.91,25640,13792,25320,13024,2,2000000,51,10,5000,2000000,1.1599999999999999e-05,10000000,1,0
12,293,161,132,14.85,164,88,76,14.85,27264,14080,24520,13200,2,2000000,51,10,5000,2000000,1.1599999999999999e-05,10000000,1,0
13,298,170,128,14.92,163,90,73,14.57,31824,18104,24584,12768,2,2000000,51,10,5000,2000000,1.1599999999999999e-05,10000000,1,0
14,287,154,133,14.82,163,84,79,15.07,27256,14776,25288,12216,2,2000000,51,10,5000,2000000,1.1599999999999999e-05,10000000,1,0
15,289,159,130,15.28,159,87,72,14.91,31296,16096,23640,12808,2,2000000,51,10,5000,2000000,1.1599999999999999e-05,10000000,1,0
16,289,150,139,15.28,166,83,83,14.73,31040,15056,23528,12232,2,2000000,51,10,5000,2000000,1.1599999999999999e-05,10000000,1,0
17,275,148,127,15.4,157,84,73,14.54,25800,12912,21848,12048,2,2000000,51,10,5000,2000000,1.1599999999999999e-05,10000000,1,0
18,290,157,133,14.43,162,83,79,15.47,26768,14136,23760,12272,2,2000000,51,10,5000,2000000,1.1599999999999999e-05,10000000,1,0
19,297,156,141,14.64,167,88,79,14.57,25328,13128,21952,12232,2,2000000,51,10,5000,2000000,1.1599999999999999e-05,10000000,1,0
20,293,160,133,15.55,163,82,81,15.54,29608,15904,24080,12248,2,2000000,51,10,5000,2000000,1.1599999999999999e-05,10000000,1,0
