RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput (bits),DL_goodput (bits),UL_throughput (bits),UL_goodput (bits),TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,155,96,59,24.83,49,28,21,26.8,110328,67960,44688,23976,4,1000000,51,5,1875,1000000,3.47e-05,20000000,1,0
2,158,97,61,24.03,44,29,15,25.77,98104,61160,37792,23624,4,1000000,51,5,1875,1000000,3.47e-05,20000000,1,0
3,158,99,59,24.16,46,30,16,26.13,103040,62832,39104,24416,4,1000000,51,5,1875,1000000,3.47e-05,20000000,1,0
4,157,96,61,24.41,45,30,15,26.29,97584,59624,39880,24856,4,1000000,51,5,1875,1000000,3.47e-05,20000000,1,0
5,156,105,51,24.33,46,28,18,26.39,100088,68632,39432,22736,4,1000000,51,5,1875,1000000,3.47e-05,20000000,1,0
6,157,102,55,24.64,50,29,21,26.64,116040,68464,44704,24888,4,1000000,51,5,1875,1000000,3.47e-05,20000000,1,0
7,153,102,51,23.85,47,29,18,25.81,135256,79240,39064,23096,4,1000000,51,5,1875,1000000,3.47e-05,20000000,1,0
8,153,101,52,24.41,44,28,16,26.41,136208,78032,36440,22728,4,1000000,51,5,1875,1000000,3.47e-05,20000000,1,0
9,157,101,56,24.72,48,28,20,26.71,106808,67128,41152,23616,4,1000000,51,5,1875,1000000,3.47e-05,20000000,1,0
10,156,103,53,24.55,51,30,21,26.53,104736,67832,42624,24904,4,1000000,51,5,1875,1000000,3.47e-05,20000000,1,0
11,156,99,57,24.47,46,30,16,26.48,100728,61264,36056,24512,4,1000000,51,5,1875,1000000,3.47e-05,20000000,1,0
12,158,101,57,25.15,41,29,12,27.0,107560,63608,32888,23680,4,1000000,51,5,1875,1000000,3.47e-05,20000000,1,0
13,155,97,58,24.32,45,30,15,26.47,103888,63272,36096,23776,4,1000000,51,5,1875,1000000,3.47e-05,20000000,1,0
14,156,103,53,24.24,52,30,22,26.04,104736,66720,43512,24128,4,1000000,51,5,1875,1000000,3.47e-05,20000000,1,0
15,157,98,59,24.39,51,29,22,26.57,107384,63800,41320,22440,4,1000000,51,5,1875,1000000,3.47e-05,20000000,1,0
16,158,102,56,23.99,43,28,15,25.84,99688,63312,35488,22600,4,1000000,51,5,1875,1000000,3.47e-05,20000000,1,0
17,155,102,53,23.99,50,29,21,26.08,108384,72128,40176,22848,4,1000000,51,5,1875,1000000,3.47e-05,20000000,1,0
18,158,98,60,23.83,45,28,17,25.89,94000,60656,37560,22640,4,1000000,51,5,1875,1000000,3.47e-05,20000000,1,0
19,158,101,57,23.56,47,29,18,25.47,93104,60416,39816,23800,4,1000000,51,5,1875,1000000,3.47e-05,20000000,1,0
20,156,102,54,24.04,47,29,18,25.89,98624,64832,43432,24536,4,1000000,51,5,1875,1000000,3.47e-05,20000000,1,0
