RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,95,70,25,24.43,23,20,3,26.39,164704,117496,46168,39712,7,10000000,51,5,750,10000000,8.479999999999999e-05,5000000,1,0
2,97,65,32,24.4,23,20,3,26.13,167784,106456,44856,38400,7,10000000,51,5,750,10000000,8.479999999999999e-05,5000000,1,0
3,97,68,29,24.24,21,20,1,26.52,165344,113408,41224,39072,7,10000000,51,5,750,10000000,8.479999999999999e-05,5000000,1,0
4,90,68,22,24.49,21,20,1,26.62,157752,115568,40224,38680,7,10000000,51,5,750,10000000,8.479999999999999e-05,5000000,1,0
5,95,71,24,24.68,26,20,6,26.85,164464,121024,46864,37408,7,10000000,51,5,750,10000000,8.479999999999999e-05,5000000,1,0
6,93,69,24,24.66,25,19,6,26.68,159504,116424,49320,36408,7,10000000,51,5,750,10000000,8.479999999999999e-05,5000000,1,0
7,94,70,24,23.87,25,19,6,25.8,156984,115088,48168,35640,7,10000000,51,5,750,10000000,8.479999999999999e-05,5000000,1,0
8,92,70,22,23.8,24,18,6,25.67,158032,116680,46168,33256,7,10000000,51,5,750,10000000,8.479999999999999e-05,5000000,1,0
9,93,69,24,24.23,25,18,7,26.36,157984,116976,49384,34320,7,10000000,51,5,750,10000000,8.479999999999999e-05,5000000,1,0
10,95,69,26,24.39,29,20,9,26.17,162272,117360,56552,37184,7,10000000,51,5,750,10000000,8.479999999999999e-05,5000000,1,0
11,95,69,26,24.47,27,20,7,26.56,159488,117880,51608,38176,7,10000000,51,5,750,10000000,8.479999999999999e-05,5000000,1,0
12,92,68,24,23.89,26,19,7,25.92,155256,112776,50416,35736,7,10000000,51,5,750,10000000,8.479999999999999e-05,5000000,1,0
13,93,67,26,24.16,25,20,5,26.44,158064,112232,49640,38880,7,10000000,51,5,750,10000000,8.479999999999999e-05,5000000,1,0
14,88,68,20,23.97,25,19,6,26.04,146888,112184,49576,36664,7,10000000,51,5,750,10000000,8.479999999999999e-05,5000000,1,0
15,93,69,24,23.92,24,19,5,26.0,152736,113888,47712,37304,7,10000000,51,5,750,10000000,8.479999999999999e-05,5000000,1,0
16,84,66,18,23.93,24,18,6,25.75,144664,110576,45440,34352,7,10000000,51,5,750,10000000,8.479999999999999e-05,5000000,1,0
17,89,69,20,23.52,25,19,6,25.4,146576,113224,48256,36112,7,10000000,51,5,750,10000000,8.479999999999999e-05,5000000,1,0
18,93,70,23,24.35,23,19,4,26.3,164248,118944,46584,37976,7,10000000,51,5,750,10000000,8.479999999999999e-05,5000000,1,0
19,92,68,24,24.63,23,19,4,26.57,164880,117936,45688,38712,7,10000000,51,5,750,10000000,8.479999999999999e-05,5000000,1,0
20,94,68,26,24.38,20,19,1,26.3,163664,115408,40928,38904,7,10000000,51,5,750,10000000,8.479999999999999e-05,5000000,1,0
