RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,312,299,13,13.35,109,101,8,13.36,116552,106960,51168,44792,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1,0
2,312,297,15,13.29,108,103,5,12.78,115048,105152,49032,46568,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1,0
3,310,296,14,13.34,107,103,4,12.66,117392,109160,48176,47272,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1,0
4,310,298,12,13.03,106,102,4,12.2,116632,109704,45480,45112,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1,0
5,309,297,12,13.51,107,103,4,12.57,119416,112472,46544,46416,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1,0
6,305,289,16,13.47,108,102,6,12.07,116408,106032,43736,43312,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1,0
7,312,293,19,13.66,107,101,6,12.92,122232,106640,48640,46384,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1,0
8,310,298,12,13.3,107,100,7,13.07,117056,108592,47960,44736,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1,0
9,312,289,23,13.62,110,100,10,13.71,119256,102664,52808,45264,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1,0
10,307,285,22,13.58,111,100,11,13.11,116560,99096,50176,43456,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1,0
11,307,286,21,13.54,110,98,12,13.43,113944,100576,51304,42800,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1,0
12,305,285,20,13.66,111,98,13,13.92,113664,101568,52280,41768,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1,0
13,309,294,15,13.47,110,98,12,14.08,113032,102240,53200,42656,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1,0
14,306,283,23,13.84,112,100,12,13.38,117984,98936,50144,41600,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1,0
15,307,296,11,13.37,110,98,12,13.76,115072,105752,52720,43184,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1,0
16,304,291,13,13.54,112,100,12,13.81,114000,104528,52800,44112,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1,0
17,309,295,14,13.22,113,101,12,13.58,112672,102720,54320,44784,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1,0
18,307,291,16,13.34,111,101,10,13.28,113128,102552,51328,43680,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1,0
19,311,296,15,13.39,109,99,10,13.59,115584,105552,52336,44352,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1,0
20,310,295,15,13.4,106,99,7,13.42,114472,105280,50048,44760,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1,0
