RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,177,101,76,19.88,48,29,19,19.62,233984,116176,55064,33512,7,0,51,10,1280,0,9.23e-05,2000000,1,0
2,179,106,73,19.75,42,27,15,18.21,239872,120408,45232,30168,7,0,51,10,1280,0,9.23e-05,2000000,1,0
3,170,103,67,19.92,42,27,15,16.62,239144,119792,47224,27488,7,0,51,10,1280,0,9.23e-05,2000000,1,0
4,164,106,58,19.62,44,29,15,16.91,223440,122040,44264,28968,7,0,51,10,1280,0,9.23e-05,2000000,1,0
5,177,103,74,19.45,48,27,21,18.58,227816,112400,49672,29536,7,0,51,10,1280,0,9.23e-05,2000000,1,0
6,179,102,77,19.68,55,27,28,19.31,237648,114448,57512,27888,7,0,51,10,1280,0,9.23e-05,2000000,1,0
7,176,101,75,20.18,50,28,22,18.7,248488,115960,53632,29960,7,0,51,10,1280,0,9.23e-05,2000000,1,0
8,170,99,71,19.83,56,28,28,18.14,233400,110712,57424,27744,7,0,51,10,1280,0,9.23e-05,2000000,1,0
9,182,102,80,19.92,58,27,31,18.67,253088,115128,56072,26328,7,0,51,10,1280,0,9.23e-05,2000000,1,0
10,172,100,72,19.42,57,25,32,19.67,241928,110792,61368,26960,7,0,51,10,1280,0,9.23e-05,2000000,1,0
11,184,105,79,19.54,56,25,31,19.82,257648,115040,61232,27560,7,0,51,10,1280,0,9.23e-05,2000000,1,0
12,177,99,78,19.83,56,27,29,19.68,246520,111584,55176,29192,7,0,51,10,1280,0,9.23e-05,2000000,1,0
13,171,103,68,19.17,51,26,25,19.61,231344,112416,52536,28112,7,0,51,10,1280,0,9.23e-05,2000000,1,0
14,184,104,80,20.01,55,26,29,19.22,255744,115968,58440,30016,7,0,51,10,1280,0,9.23e-05,2000000,1,0
15,168,101,67,19.35,52,25,27,18.71,224088,114152,52040,26872,7,0,51,10,1280,0,9.23e-05,2000000,1,0
16,183,108,75,19.39,48,23,25,19.67,242616,120080,61496,29456,7,0,51,10,1280,0,9.23e-05,2000000,1,0
17,184,105,79,19.58,54,27,27,19.19,236992,118024,56032,32256,7,0,51,10,1280,0,9.23e-05,2000000,1,0
18,177,104,73,19.18,53,27,26,18.85,226616,115328,55160,32736,7,0,51,10,1280,0,9.23e-05,2000000,1,0
19,174,105,69,19.91,51,28,23,19.53,238520,123600,53928,32752,7,0,51,10,1280,0,9.23e-05,2000000,1,0
20,169,103,66,19.11,50,26,24,19.84,218824,111040,57464,32072,7,0,51,10,1280,0,9.23e-05,2000000,1,0
