RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,315,266,49,22.84,182,142,40,23.53,47056,38992,55192,42560,2,0,51,10,960,0,8.49e-05,1000000,1,0
2,318,263,55,22.94,179,143,36,23.17,47808,38688,54096,41904,2,0,51,10,960,0,8.49e-05,1000000,1,0
3,320,265,55,23.06,187,147,40,23.52,48408,39280,56048,43464,2,0,51,10,960,0,8.49e-05,1000000,1,0
4,316,263,53,22.96,188,143,45,23.38,46856,38512,56168,41640,2,0,51,10,960,0,8.49e-05,1000000,1,0
5,314,263,51,22.71,183,148,35,23.01,46080,38264,53856,43328,2,0,51,10,960,0,8.49e-05,1000000,1,0
6,317,261,56,22.94,177,145,32,23.11,48032,39160,52600,42784,2,0,51,10,960,0,8.49e-05,1000000,1,0
7,319,257,62,23.2,180,141,39,23.44,47352,37584,53736,41576,2,0,51,10,960,0,8.49e-05,1000000,1,0
8,317,265,52,23.32,183,142,41,23.56,48688,40480,55328,42088,2,0,51,10,960,0,8.49e-05,1000000,1,0
9,315,260,55,22.65,181,145,36,22.98,45696,37616,54192,42520,2,0,51,10,960,0,8.49e-05,1000000,1,0
10,315,265,50,23.02,187,143,44,23.76,47416,40312,56512,42648,2,0,51,10,960,0,8.49e-05,1000000,1,0
11,320,272,48,23.13,180,141,39,23.51,50896,43504,54056,41512,2,0,51,10,960,0,8.49e-05,1000000,1,0
12,319,271,48,23.12,188,146,42,23.41,47824,40736,56536,43008,2,0,51,10,960,0,8.49e-05,1000000,1,0
13,316,270,46,23.19,188,144,44,24.04,48728,41064,58000,43752,2,0,51,10,960,0,8.49e-05,1000000,1,0
14,318,275,43,22.67,186,146,40,23.4,47144,40408,55952,43344,2,0,51,10,960,0,8.49e-05,1000000,1,0
15,318,278,40,22.73,186,142,44,23.59,49128,42448,56664,42552,2,0,51,10,960,0,8.49e-05,1000000,1,0
16,319,281,38,22.55,186,144,42,23.2,48120,42088,55848,42472,2,0,51,10,960,0,8.49e-05,1000000,1,0
17,320,271,49,22.53,182,141,41,23.36,48120,40640,55368,41992,2,0,51,10,960,0,8.49e-05,1000000,1,0
18,320,275,45,22.85,192,141,51,23.72,47824,40624,57528,41408,2,0,51,10,960,0,8.49e-05,1000000,1,0
19,319,270,49,22.96,192,141,51,23.79,47632,40048,57120,41544,2,0,51,10,960,0,8.49e-05,1000000,1,0
20,316,271,45,23.21,186,142,44,23.6,49296,41856,56240,41824,2,0,51,10,960,0,8.49e-05,1000000,1,0
