RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,155,124,31,20.22,85,67,18,21.52,21944,17016,23472,17704,2,10000000,51,5,1500,10000000,6.22e-05,10000000,1,0
2,153,122,31,19.48,91,70,21,20.21,19992,15256,23456,17408,2,10000000,51,5,1500,10000000,6.22e-05,10000000,1,0
3,153,123,30,20.1,89,65,24,22.16,21368,16328,24616,17416,2,10000000,51,5,1500,10000000,6.22e-05,10000000,1,0
4,155,122,33,19.74,93,69,24,20.94,19640,15024,24424,18008,2,10000000,51,5,1500,10000000,6.22e-05,10000000,1,0
5,153,119,34,19.82,87,66,21,20.71,18904,14592,22648,17168,2,10000000,51,5,1500,10000000,6.22e-05,10000000,1,0
6,155,126,29,19.29,88,66,22,20.49,20448,16536,22872,16976,2,10000000,51,5,1500,10000000,6.22e-05,10000000,1,0
7,155,124,31,19.95,88,65,23,21.18,20896,16656,23240,17168,2,10000000,51,5,1500,10000000,6.22e-05,10000000,1,0
8,155,121,34,19.71,90,66,24,21.07,20312,15888,23624,17232,2,10000000,51,5,1500,10000000,6.22e-05,10000000,1,0
9,154,127,27,20.25,89,65,24,21.49,22096,18400,23416,16728,2,10000000,51,5,1500,10000000,6.22e-05,10000000,1,0
10,154,122,32,19.84,88,66,22,20.65,20696,15544,22800,16528,2,10000000,51,5,1500,10000000,6.22e-05,10000000,1,0
11,156,124,32,19.24,87,68,19,20.26,20056,15128,22536,17232,2,10000000,51,5,1500,10000000,6.22e-05,10000000,1,0
12,155,127,28,19.88,91,68,23,20.92,19936,16136,23960,17264,2,10000000,51,5,1500,10000000,6.22e-05,10000000,1,0
13,154,123,31,19.97,86,63,23,21.26,22928,16064,22952,15880,2,10000000,51,5,1500,10000000,6.22e-05,10000000,1,0
14,154,125,29,19.47,84,65,19,20.61,20744,15608,21960,16720,2,10000000,51,5,1500,10000000,6.22e-05,10000000,1,0
15,156,127,29,19.28,83,64,19,20.41,19976,15464,20880,15992,2,10000000,51,5,1500,10000000,6.22e-05,10000000,1,0
16,156,126,30,20.23,84,63,21,21.39,21880,17080,22208,16528,2,10000000,51,5,1500,10000000,6.22e-05,10000000,1,0
17,155,123,32,19.81,86,65,21,21.05,20640,15560,22448,16632,2,10000000,51,5,1500,10000000,6.22e-05,10000000,1,0
18,154,123,31,19.89,85,66,19,21.04,20824,15888,22592,17176,2,10000000,51,5,1500,10000000,6.22e-05,10000000,1,0
19,152,121,31,20.49,84,63,21,21.14,21168,16192,22376,16040,2,10000000,51,5,1500,10000000,6.22e-05,10000000,1,0
20,154,119,35,19.84,83,67,16,20.46,20408,15152,21408,17192,2,10000000,51,5,1500,10000000,6.22e-05,10000000,1,0
