RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput (bits),DL_goodput (bits),UL_throughput (bits),UL_goodput (bits),TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,160,132,28,22.48,87,62,25,23.78,22272,18440,25584,18168,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,1,0
2,160,134,26,21.72,88,64,24,23.32,21600,18328,24696,18200,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,1,0
3,160,133,27,21.77,90,66,24,23.14,22168,18320,25464,19184,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,1,0
4,160,136,24,22.38,88,65,23,23.4,25880,19936,25520,19184,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,1,0
5,160,139,21,22.28,90,65,25,23.54,23208,20000,26160,19040,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,1,0
6,158,137,21,21.94,92,66,26,23.17,25224,20792,26112,18832,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,1,0
7,160,140,20,21.46,85,68,17,22.56,22368,19824,23840,19456,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,1,0
8,160,142,18,22.04,83,66,17,23.63,23856,21176,24832,19808,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,1,0
9,160,142,18,21.87,85,66,19,23.18,21616,19648,24752,19216,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,1,0
10,160,137,23,21.74,86,68,18,22.64,22824,19056,24768,19712,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,1,0
11,159,133,26,22.29,84,67,17,23.11,23992,19104,24752,19712,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,1,0
12,160,132,28,22.59,91,65,26,23.86,24608,19128,26704,19256,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,1,0
13,160,134,26,22.23,92,63,29,23.82,22256,18984,27144,18328,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,1,0
14,160,139,21,22.29,92,64,28,23.9,22896,20000,27480,18856,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,1,0
15,158,134,24,21.98,87,65,22,23.23,22944,18904,25096,18720,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,1,0
16,160,135,25,22.27,88,63,25,23.53,23912,20576,24640,18624,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,1,0
17,160,128,32,22.09,89,63,26,24.04,22136,18136,26744,19128,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,1,0
18,160,132,28,21.79,89,63,26,23.04,22280,18824,24256,18192,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,1,0
19,160,134,26,22.07,92,64,28,23.61,22712,19288,25648,18448,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,1,0
20,160,130,30,22.38,90,60,30,23.92,22840,18144,25560,17320,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,1,0
