RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,282,194,88,14.6,162,102,60,14.06,36160,23400,27920,16064,2,2000000,51,10,3000,2000000,6.879999999999999e-05,20000000,1,0
2,270,187,83,15.66,164,98,66,14.68,28032,18688,26056,14960,2,2000000,51,10,3000,2000000,6.879999999999999e-05,20000000,1,0
3,272,192,80,15.48,162,101,61,13.98,31568,19928,26992,16224,2,2000000,51,10,3000,2000000,6.879999999999999e-05,20000000,1,0
4,274,184,90,14.75,171,97,74,15.61,30008,18472,29360,15760,2,2000000,51,10,3000,2000000,6.879999999999999e-05,20000000,1,0
5,271,180,91,14.97,168,97,71,14.62,25528,16584,27288,14976,2,2000000,51,10,3000,2000000,6.879999999999999e-05,20000000,1,0
6,270,182,88,15.36,153,98,55,14.14,29568,18104,26232,15800,2,2000000,51,10,3000,2000000,6.879999999999999e-05,20000000,1,0
7,274,176,98,14.79,156,99,57,14.19,28536,17232,26736,15512,2,2000000,51,10,3000,2000000,6.879999999999999e-05,20000000,1,0
8,272,183,89,15.33,164,102,62,14.32,28712,18504,27328,15896,2,2000000,51,10,3000,2000000,6.879999999999999e-05,20000000,1,0
9,281,177,104,15.52,155,101,54,13.98,30120,17680,25512,15872,2,2000000,51,10,3000,2000000,6.879999999999999e-05,20000000,1,0
10,271,172,99,15.5,162,101,61,14.3,27584,17216,26288,15896,2,2000000,51,10,3000,2000000,6.879999999999999e-05,20000000,1,0
11,275,176,99,14.81,166,106,60,14.21,28232,17232,27536,16664,2,2000000,51,10,3000,2000000,6.879999999999999e-05,20000000,1,0
12,277,175,102,15.02,161,98,63,14.09,27576,17528,24960,14536,2,2000000,51,10,3000,2000000,6.879999999999999e-05,20000000,1,0
13,283,191,92,15.44,166,100,66,14.86,29640,19992,27760,16536,2,2000000,51,10,3000,2000000,6.879999999999999e-05,20000000,1,0
14,281,180,101,15.31,167,102,65,14.17,30040,17968,26256,15864,2,2000000,51,10,3000,2000000,6.879999999999999e-05,20000000,1,0
15,278,187,91,15.6,167,96,71,14.7,30456,19760,27704,14336,2,2000000,51,10,3000,2000000,6.879999999999999e-05,20000000,1,0
16,277,183,94,14.71,167,101,66,14.69,27840,17728,28512,16168,2,2000000,51,10,3000,2000000,6.879999999999999e-05,20000000,1,0
17,285,197,88,15.11,166,102,64,14.56,34064,23136,30248,16744,2,2000000,51,10,3000,2000000,6.879999999999999e-05,20000000,1,0
18,286,196,90,14.57,159,101,58,14.48,37976,22880,27832,16728,2,2000000,51,10,3000,2000000,6.879999999999999e-05,20000000,1,0
19,277,198,79,15.38,163,97,66,15.22,34112,22152,29448,16232,2,2000000,51,10,3000,2000000,6.879999999999999e-05,20000000,1,0
20,268,182,86,15.67,165,99,66,14.9,30392,19128,28072,15712,2,2000000,51,10,3000,2000000,6.879999999999999e-05,20000000,1,0
