RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,92,43,49,23.93,16,7,9,26.25,0,0,0,0,14,10000000,51,10,1280,10000000,3.7300000000000005e-05,1000000,1,0
2,89,41,48,24.1,21,9,12,25.05,0,0,0,0,14,10000000,51,10,1280,10000000,3.7300000000000005e-05,1000000,1,0
3,87,44,43,23.91,23,8,15,25.22,0,0,0,0,14,10000000,51,10,1280,10000000,3.7300000000000005e-05,1000000,1,0
4,90,44,46,24.06,23,8,15,25.26,0,0,0,0,14,10000000,51,10,1280,10000000,3.7300000000000005e-05,1000000,1,0
5,86,43,43,23.78,22,8,14,24.68,0,0,0,0,14,10000000,51,10,1280,10000000,3.7300000000000005e-05,1000000,1,0
6,100,44,56,24.36,25,7,18,24.88,0,0,0,0,14,10000000,51,10,1280,10000000,3.7300000000000005e-05,1000000,1,0
7,102,44,58,24.25,23,8,15,24.04,0,0,0,0,14,10000000,51,10,1280,10000000,3.7300000000000005e-05,1000000,1,0
8,90,38,52,24.09,25,8,17,24.12,0,0,0,0,14,10000000,51,10,1280,10000000,3.7300000000000005e-05,1000000,1,0
9,98,42,56,23.73,20,8,12,23.75,0,0,0,0,14,10000000,51,10,1280,10000000,3.7300000000000005e-05,1000000,1,0
10,102,42,60,23.98,22,8,14,24.77,0,0,0,0,14,10000000,51,10,1280,10000000,3.7300000000000005e-05,1000000,1,0
11,97,41,56,24.12,20,8,12,24.75,0,0,0,0,14,10000000,51,10,1280,10000000,3.7300000000000005e-05,1000000,1,0
12,96,42,54,24.04,19,7,12,24.63,0,0,0,0,14,10000000,51,10,1280,10000000,3.7300000000000005e-05,1000000,1,0
13,91,41,50,24.07,23,8,15,25.13,0,0,0,0,14,10000000,51,10,1280,10000000,3.7300000000000005e-05,1000000,1,0
14,93,41,52,23.89,19,8,11,25.05,0,0,0,0,14,10000000,51,10,1280,10000000,3.7300000000000005e-05,1000000,1,0
15,96,41,55,24.38,20,8,12,25.25,0,0,0,0,14,10000000,51,10,1280,10000000,3.7300000000000005e-05,1000000,1,0
16,96,41,55,23.98,19,8,11,24.84,0,0,0,0,14,10000000,51,10,1280,10000000,3.7300000000000005e-05,1000000,1,0
17,97,40,57,24.44,23,9,14,25.0,0,0,0,0,14,10000000,51,10,1280,10000000,3.7300000000000005e-05,1000000,1,0
18,90,41,49,23.99,21,9,12,25.05,0,0,0,0,14,10000000,51,10,1280,10000000,3.7300000000000005e-05,1000000,1,0
19,96,41,55,24.0,20,8,12,24.65,0,0,0,0,14,10000000,51,10,1280,10000000,3.7300000000000005e-05,1000000,1,0
20,88,42,46,24.53,21,9,12,25.24,0,0,0,0,14,10000000,51,10,1280,10000000,3.7300000000000005e-05,1000000,1,0
