RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,112,92,20,1.38,45,19,26,0.27,8856,5200,1520,640,4,10000000,51,5,4000,10000000,6.04e-05,1000000,1,0
2,112,92,20,1.39,45,20,25,0.16,9000,4984,1480,616,4,10000000,51,5,4000,10000000,6.04e-05,1000000,1,0
3,114,90,24,1.36,41,19,22,0.2,8256,4576,1496,624,4,10000000,51,5,4000,10000000,6.04e-05,1000000,1,0
4,112,90,22,1.5,45,21,24,0.27,8544,4736,1760,752,4,10000000,51,5,4000,10000000,6.04e-05,1000000,1,0
5,110,92,18,1.42,45,22,23,0.4,8112,4680,1424,656,4,10000000,51,5,4000,10000000,6.04e-05,1000000,1,0
6,118,89,29,1.32,51,21,30,0.2,8520,4600,1824,696,4,10000000,51,5,4000,10000000,6.04e-05,1000000,1,0
7,107,91,16,1.4,44,20,24,0.07,8544,5224,1360,592,4,10000000,51,5,4000,10000000,6.04e-05,1000000,1,0
8,110,92,18,1.41,46,20,26,0.28,7296,4544,1560,680,4,10000000,51,5,4000,10000000,6.04e-05,1000000,1,0
9,108,90,18,1.54,49,21,28,0.16,7632,4480,1584,640,4,10000000,51,5,4000,10000000,6.04e-05,1000000,1,0
10,106,92,14,1.38,45,21,24,0.2,7264,4656,1728,696,4,10000000,51,5,4000,10000000,6.04e-05,1000000,1,0
11,111,91,20,1.19,38,19,19,0.24,8416,4856,1400,624,4,10000000,51,5,4000,10000000,6.04e-05,1000000,1,0
12,105,87,18,1.86,47,21,26,0.19,9408,4896,1680,680,4,10000000,51,5,4000,10000000,6.04e-05,1000000,1,0
13,111,88,23,1.48,47,21,26,0.34,9872,5080,1520,688,4,10000000,51,5,4000,10000000,6.04e-05,1000000,1,0
14,112,89,23,2.09,47,21,26,0.23,12176,5768,1512,632,4,10000000,51,5,4000,10000000,6.04e-05,1000000,1,0
15,106,91,15,1.05,44,20,24,0.14,6464,4312,1416,648,4,10000000,51,5,4000,10000000,6.04e-05,1000000,1,0
16,110,88,22,1.71,47,20,27,0.3,10280,5096,1712,664,4,10000000,51,5,4000,10000000,6.04e-05,1000000,1,0
17,109,88,21,1.43,43,21,22,0.26,8328,4776,1376,624,4,10000000,51,5,4000,10000000,6.04e-05,1000000,1,0
18,111,89,22,1.18,45,21,24,0.24,7616,4296,1600,664,4,10000000,51,5,4000,10000000,6.04e-05,1000000,1,0
19,108,86,22,1.59,44,20,24,0.32,8808,5112,1592,656,4,10000000,51,5,4000,10000000,6.04e-05,1000000,1,0
20,114,90,24,1.68,48,20,28,0.15,9008,4968,1488,592,4,10000000,51,5,4000,10000000,6.04e-05,1000000,1,0
