RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,71,23,48,20.58,26,8,18,18.92,64488,23440,26704,7816,7,2000000,51,5,4800,2000000,2.9800000000000003e-05,20000000,1,0
2,66,22,44,19.73,25,10,15,15.72,44608,18176,21000,7424,7,2000000,51,5,4800,2000000,2.9800000000000003e-05,20000000,1,0
3,69,23,46,17.84,23,11,12,15.83,46488,19544,15888,7920,7,2000000,51,5,4800,2000000,2.9800000000000003e-05,20000000,1,0
4,68,22,46,18.26,20,8,12,16.15,52280,21672,19800,7744,7,2000000,51,5,4800,2000000,2.9800000000000003e-05,20000000,1,0
5,72,22,50,19.49,20,9,11,15.85,48280,18240,20856,7264,7,2000000,51,5,4800,2000000,2.9800000000000003e-05,20000000,1,0
6,72,23,49,19.39,20,8,12,14.95,50328,20656,10400,5888,7,2000000,51,5,4800,2000000,2.9800000000000003e-05,20000000,1,0
7,68,21,47,19.66,25,8,17,15.36,41912,16552,18088,5656,7,2000000,51,5,4800,2000000,2.9800000000000003e-05,20000000,1,0
8,72,23,49,18.29,21,8,13,14.14,47864,19936,15920,5680,7,2000000,51,5,4800,2000000,2.9800000000000003e-05,20000000,1,0
9,72,23,49,18.82,23,8,15,13.96,54168,21360,17808,5640,7,2000000,51,5,4800,2000000,2.9800000000000003e-05,20000000,1,0
10,71,22,49,18.18,22,9,13,15.77,50096,19608,8456,5720,7,2000000,51,5,4800,2000000,2.9800000000000003e-05,20000000,1,0
11,64,21,43,19.14,27,8,19,14.59,49176,20456,19248,5656,7,2000000,51,5,4800,2000000,2.9800000000000003e-05,20000000,1,0
12,68,22,46,19.22,19,9,10,12.58,52024,21032,11928,5144,7,2000000,51,5,4800,2000000,2.9800000000000003e-05,20000000,1,0
13,68,22,46,17.4,24,9,15,12.21,47480,19696,10616,5448,7,2000000,51,5,4800,2000000,2.9800000000000003e-05,20000000,1,0
14,72,23,49,18.5,21,6,15,16.48,48120,19968,22128,6616,7,2000000,51,5,4800,2000000,2.9800000000000003e-05,20000000,1,0
15,70,22,48,19.99,24,8,16,13.54,46520,18728,15896,6704,7,2000000,51,5,4800,2000000,2.9800000000000003e-05,20000000,1,0
16,66,21,45,21.97,25,8,17,17.36,44376,18056,22264,6704,7,2000000,51,5,4800,2000000,2.9800000000000003e-05,20000000,1,0
17,62,20,42,18.98,20,8,12,11.8,47144,18800,11032,6376,7,2000000,51,5,4800,2000000,2.9800000000000003e-05,20000000,1,0
18,71,23,48,18.69,23,9,14,16.74,55016,20560,22192,6800,7,2000000,51,5,4800,2000000,2.9800000000000003e-05,20000000,1,0
19,69,22,47,19.49,23,8,15,12.7,49592,18040,18632,6232,7,2000000,51,5,4800,2000000,2.9800000000000003e-05,20000000,1,0
20,70,23,47,19.3,25,8,17,17.16,57824,21888,22480,6776,7,2000000,51,5,4800,2000000,2.9800000000000003e-05,20000000,1,0
