RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,93,26,67,16.16,25,7,18,18.04,0,0,0,0,14,1000000,51,10,5000,1000000,1.4099999999999999e-05,20000000,1,0
2,93,26,67,14.1,20,5,15,17.35,0,0,0,0,14,1000000,51,10,5000,1000000,1.4099999999999999e-05,20000000,1,0
3,102,28,74,14.75,25,7,18,15.68,0,0,0,0,14,1000000,51,10,5000,1000000,1.4099999999999999e-05,20000000,1,0
4,90,24,66,15.88,21,6,15,16.33,0,0,0,0,14,1000000,51,10,5000,1000000,1.4099999999999999e-05,20000000,1,0
5,95,25,70,14.98,25,7,18,13.72,0,0,0,0,14,1000000,51,10,5000,1000000,1.4099999999999999e-05,20000000,1,0
6,86,24,62,15.03,25,7,18,15.88,0,0,0,0,14,1000000,51,10,5000,1000000,1.4099999999999999e-05,20000000,1,0
7,98,27,71,15.26,25,7,18,11.48,0,0,0,0,14,1000000,51,10,5000,1000000,1.4099999999999999e-05,20000000,1,0
8,96,26,70,14.68,25,7,18,11.48,0,0,0,0,14,1000000,51,10,5000,1000000,1.4099999999999999e-05,20000000,1,0
9,91,25,66,13.98,25,7,18,13.76,0,0,0,0,14,1000000,51,10,5000,1000000,1.4099999999999999e-05,20000000,1,0
10,92,27,65,16.15,21,6,15,12.48,0,0,0,0,14,1000000,51,10,5000,1000000,1.4099999999999999e-05,20000000,1,0
11,91,24,67,15.46,25,7,18,11.52,0,0,0,0,14,1000000,51,10,5000,1000000,1.4099999999999999e-05,20000000,1,0
12,90,26,64,15.99,25,7,18,11.72,0,0,0,0,14,1000000,51,10,5000,1000000,1.4099999999999999e-05,20000000,1,0
13,88,24,64,15.65,21,6,15,12.67,0,0,0,0,14,1000000,51,10,5000,1000000,1.4099999999999999e-05,20000000,1,0
14,83,23,60,15.18,24,7,17,13.88,0,0,0,0,14,1000000,51,10,5000,1000000,1.4099999999999999e-05,20000000,1,0
15,88,25,63,16.53,23,6,17,10.3,0,0,0,0,14,1000000,51,10,5000,1000000,1.4099999999999999e-05,20000000,1,0
16,93,25,68,16.26,24,7,17,12.29,0,0,0,0,14,1000000,51,10,5000,1000000,1.4099999999999999e-05,20000000,1,0
17,82,23,59,16.06,21,6,15,13.71,0,0,0,0,14,1000000,51,10,5000,1000000,1.4099999999999999e-05,20000000,1,0
18,93,26,67,15.38,26,7,19,13.19,0,0,0,0,14,1000000,51,10,5000,1000000,1.4099999999999999e-05,20000000,1,0
19,89,25,64,14.94,18,5,13,14.33,0,0,0,0,14,1000000,51,10,5000,1000000,1.4099999999999999e-05,20000000,1,0
20,92,25,67,16.21,21,6,15,16.38,0,0,0,0,14,1000000,51,10,5000,1000000,1.4099999999999999e-05,20000000,1,0
