RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,152,104,48,20.45,49,29,20,22.76,75952,48936,34600,19072,4,0,51,5,1280,0,8.82e-05,20000000,1,0
2,153,104,49,20.42,47,28,19,22.32,79608,52216,28968,16992,4,0,51,5,1280,0,8.82e-05,20000000,1,0
3,150,102,48,20.17,46,26,20,22.52,76272,49968,26560,16472,4,0,51,5,1280,0,8.82e-05,20000000,1,0
4,154,107,47,20.1,49,27,22,21.57,91616,56472,29232,16256,4,0,51,5,1280,0,8.82e-05,20000000,1,0
5,155,112,43,20.15,46,29,17,21.78,93640,65232,25752,17832,4,0,51,5,1280,0,8.82e-05,20000000,1,0
6,150,112,38,19.75,42,30,12,21.4,81416,57992,26472,18688,4,0,51,5,1280,0,8.82e-05,20000000,1,0
7,146,104,42,20.66,39,28,11,22.13,99072,62280,24240,17504,4,0,51,5,1280,0,8.82e-05,20000000,1,0
8,149,108,41,20.63,44,29,15,21.59,89544,63824,25624,18064,4,0,51,5,1280,0,8.82e-05,20000000,1,0
9,147,103,44,20.86,41,28,13,22.51,77160,50168,28104,19072,4,0,51,5,1280,0,8.82e-05,20000000,1,0
10,144,102,42,21.24,40,28,12,21.78,79912,52840,25360,17208,4,0,51,5,1280,0,8.82e-05,20000000,1,0
11,149,102,47,20.92,40,26,14,22.2,81496,52456,26328,17736,4,0,51,5,1280,0,8.82e-05,20000000,1,0
12,151,104,47,20.84,44,28,16,22.59,83576,53512,30912,18664,4,0,51,5,1280,0,8.82e-05,20000000,1,0
13,151,99,52,21.48,45,28,17,22.8,85920,51096,29136,17312,4,0,51,5,1280,0,8.82e-05,20000000,1,0
14,150,104,46,20.73,47,28,19,22.62,83928,55856,34056,17992,4,0,51,5,1280,0,8.82e-05,20000000,1,0
15,150,103,47,20.43,48,27,21,21.79,85152,54712,31080,15960,4,0,51,5,1280,0,8.82e-05,20000000,1,0
16,147,103,44,20.74,48,28,20,22.0,84704,54560,27392,15496,4,0,51,5,1280,0,8.82e-05,20000000,1,0
17,147,100,47,21.01,45,27,18,22.58,99184,54536,27104,16392,4,0,51,5,1280,0,8.82e-05,20000000,1,0
18,151,105,46,20.3,47,29,18,22.17,85184,52280,29272,17704,4,0,51,5,1280,0,8.82e-05,20000000,1,0
19,152,104,48,20.33,46,28,18,21.61,81504,52752,29824,17088,4,0,51,5,1280,0,8.82e-05,20000000,1,0
20,151,105,46,20.62,43,27,16,22.53,79584,51416,29288,17008,4,0,51,5,1280,0,8.82e-05,20000000,1,0
