RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,194,146,48,24.99,50,36,14,25.92,345472,258680,94408,67896,7,5000000,51,10,625,5000000,1.1e-05,1000000,1,0
2,200,146,54,24.94,46,37,9,25.87,360008,258496,88976,70376,7,5000000,51,10,625,5000000,1.1e-05,1000000,1,0
3,194,147,47,25.14,50,38,12,26.16,346920,261080,95688,70632,7,5000000,51,10,625,5000000,1.1e-05,1000000,1,0
4,189,144,45,25.49,47,35,12,26.4,344200,260848,90832,65392,7,5000000,51,10,625,5000000,1.1e-05,1000000,1,0
5,191,145,46,25.31,48,36,12,26.38,342024,261208,92864,67424,7,5000000,51,10,625,5000000,1.1e-05,1000000,1,0
6,182,148,34,25.21,54,36,18,26.19,335896,269000,106096,68512,7,5000000,51,10,625,5000000,1.1e-05,1000000,1,0
7,187,148,39,24.87,56,38,18,25.89,332792,262784,108256,71056,7,5000000,51,10,625,5000000,1.1e-05,1000000,1,0
8,183,150,33,25.05,55,37,18,26.31,331976,270536,108888,71304,7,5000000,51,10,625,5000000,1.1e-05,1000000,1,0
9,182,148,34,25.27,57,36,21,26.33,334672,269256,112360,69760,7,5000000,51,10,625,5000000,1.1e-05,1000000,1,0
10,184,148,36,25.32,54,36,18,26.35,334016,268584,107560,70840,7,5000000,51,10,625,5000000,1.1e-05,1000000,1,0
11,180,149,31,25.43,51,36,15,26.57,328576,272056,101816,71168,7,5000000,51,10,625,5000000,1.1e-05,1000000,1,0
12,178,147,31,25.12,50,38,12,26.08,321904,265056,98064,74640,7,5000000,51,10,625,5000000,1.1e-05,1000000,1,0
13,180,149,31,24.89,47,38,9,25.94,323880,266200,90488,71504,7,5000000,51,10,625,5000000,1.1e-05,1000000,1,0
14,185,150,35,25.18,45,36,9,26.33,332464,269704,90344,71360,7,5000000,51,10,625,5000000,1.1e-05,1000000,1,0
15,185,147,38,25.19,46,37,9,26.26,340912,266320,93736,74368,7,5000000,51,10,625,5000000,1.1e-05,1000000,1,0
16,186,145,41,25.17,45,36,9,26.2,337760,262248,91112,71744,7,5000000,51,10,625,5000000,1.1e-05,1000000,1,0
17,186,145,41,24.98,48,38,10,25.96,335984,258504,94016,74128,7,5000000,51,10,625,5000000,1.1e-05,1000000,1,0
18,190,148,42,25.25,47,37,10,26.23,348184,267120,87792,69088,7,5000000,51,10,625,5000000,1.1e-05,1000000,1,0
19,194,149,45,25.41,43,37,6,26.3,355272,269872,83512,70600,7,5000000,51,10,625,5000000,1.1e-05,1000000,1,0
20,194,145,49,25.51,51,37,14,26.39,354856,262544,100944,71456,7,5000000,51,10,625,5000000,1.1e-05,1000000,1,0
