RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,145,69,76,23.14,44,22,22,22.82,94936,37880,31488,14840,4,10000000,51,5,3750,10000000,1.7000000000000003e-05,10000000,1,0
2,145,69,76,22.86,44,21,23,22.3,109048,40744,27680,12816,4,10000000,51,5,3750,10000000,1.7000000000000003e-05,10000000,1,0
3,143,68,75,23.11,42,22,20,22.4,103696,41568,28312,13512,4,10000000,51,5,3750,10000000,1.7000000000000003e-05,10000000,1,0
4,145,72,73,23.41,41,22,19,22.24,112728,50240,25792,12912,4,10000000,51,5,3750,10000000,1.7000000000000003e-05,10000000,1,0
5,144,68,76,23.63,42,22,20,22.88,95168,38312,24960,12248,4,10000000,51,5,3750,10000000,1.7000000000000003e-05,10000000,1,0
6,143,72,71,22.91,46,22,24,22.33,94536,42736,26160,12312,4,10000000,51,5,3750,10000000,1.7000000000000003e-05,10000000,1,0
7,147,73,74,23.1,38,20,18,23.39,119056,50848,24256,12880,4,10000000,51,5,3750,10000000,1.7000000000000003e-05,10000000,1,0
8,143,79,64,22.06,41,21,20,21.76,121520,55800,25480,13480,4,10000000,51,5,3750,10000000,1.7000000000000003e-05,10000000,1,0
9,146,67,79,23.1,37,19,18,23.08,97512,41952,28392,12688,4,10000000,51,5,3750,10000000,1.7000000000000003e-05,10000000,1,0
10,143,65,78,23.92,40,20,20,23.2,93096,41704,27912,12824,4,10000000,51,5,3750,10000000,1.7000000000000003e-05,10000000,1,0
11,147,70,77,22.21,45,21,24,23.24,100576,47744,28248,12904,4,10000000,51,5,3750,10000000,1.7000000000000003e-05,10000000,1,0
12,148,69,79,23.31,43,19,24,23.19,88584,39944,25920,11064,4,10000000,51,5,3750,10000000,1.7000000000000003e-05,10000000,1,0
13,143,68,75,23.41,40,20,20,23.1,90392,40400,26296,11400,4,10000000,51,5,3750,10000000,1.7000000000000003e-05,10000000,1,0
14,145,71,74,23.08,43,18,25,23.95,93792,43192,29208,10232,4,10000000,51,5,3750,10000000,1.7000000000000003e-05,10000000,1,0
15,142,74,68,22.7,49,19,30,24.37,98664,45904,37352,12864,4,10000000,51,5,3750,10000000,1.7000000000000003e-05,10000000,1,0
16,140,71,69,23.32,49,19,30,23.9,102368,46400,34736,12128,4,10000000,51,5,3750,10000000,1.7000000000000003e-05,10000000,1,0
17,144,71,73,22.87,46,18,28,23.22,90432,40384,33032,11768,4,10000000,51,5,3750,10000000,1.7000000000000003e-05,10000000,1,0
18,149,72,77,22.92,52,18,34,24.04,97576,42272,38192,11712,4,10000000,51,5,3750,10000000,1.7000000000000003e-05,10000000,1,0
19,148,72,76,22.45,47,20,27,22.89,91032,41416,34856,12512,4,10000000,51,5,3750,10000000,1.7000000000000003e-05,10000000,1,0
20,144,72,72,23.05,48,19,29,22.88,91816,40816,33520,11008,4,10000000,51,5,3750,10000000,1.7000000000000003e-05,10000000,1,0
