RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput (bits),DL_goodput (bits),UL_throughput (bits),UL_goodput (bits),TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,45,18,27,22.33,9,3,6,24.0,0,0,0,0,14,5000000,51,5,2560,5000000,2.1500000000000004e-05,2000000,1,0
2,45,18,27,22.13,9,3,6,23.44,0,0,0,0,14,5000000,51,5,2560,5000000,2.1500000000000004e-05,2000000,1,0
3,48,19,29,21.48,13,4,9,24.15,0,0,0,0,14,5000000,51,5,2560,5000000,2.1500000000000004e-05,2000000,1,0
4,47,20,27,21.32,12,4,8,23.92,0,0,0,0,14,5000000,51,5,2560,5000000,2.1500000000000004e-05,2000000,1,0
5,48,18,30,22.62,13,4,9,24.0,0,0,0,0,14,5000000,51,5,2560,5000000,2.1500000000000004e-05,2000000,1,0
6,48,17,31,22.21,12,3,9,23.42,0,0,0,0,14,5000000,51,5,2560,5000000,2.1500000000000004e-05,2000000,1,0
7,49,18,31,22.92,12,3,9,24.25,0,0,0,0,14,5000000,51,5,2560,5000000,2.1500000000000004e-05,2000000,1,0
8,49,19,30,22.43,8,2,6,23.12,0,0,0,0,14,5000000,51,5,2560,5000000,2.1500000000000004e-05,2000000,1,0
9,45,18,27,22.27,12,3,9,23.92,0,0,0,0,14,5000000,51,5,2560,5000000,2.1500000000000004e-05,2000000,1,0
10,49,19,30,22.2,11,3,8,23.82,0,0,0,0,14,5000000,51,5,2560,5000000,2.1500000000000004e-05,2000000,1,0
11,49,19,30,21.8,8,2,6,22.38,0,0,0,0,14,5000000,51,5,2560,5000000,2.1500000000000004e-05,2000000,1,0
12,49,18,31,22.65,11,3,8,24.27,0,0,0,0,14,5000000,51,5,2560,5000000,2.1500000000000004e-05,2000000,1,0
13,46,18,28,21.8,12,3,9,22.08,0,0,0,0,14,5000000,51,5,2560,5000000,2.1500000000000004e-05,2000000,1,0
14,43,20,23,20.79,8,2,6,22.88,0,0,0,0,14,5000000,51,5,2560,5000000,2.1500000000000004e-05,2000000,1,0
15,45,19,26,21.67,11,3,8,21.36,0,0,0,0,14,5000000,51,5,2560,5000000,2.1500000000000004e-05,2000000,1,0
16,46,20,26,22.35,9,3,6,20.78,0,0,0,0,14,5000000,51,5,2560,5000000,2.1500000000000004e-05,2000000,1,0
17,42,18,24,21.33,8,2,6,23.12,0,0,0,0,14,5000000,51,5,2560,5000000,2.1500000000000004e-05,2000000,1,0
18,50,19,31,22.28,9,3,6,23.33,0,0,0,0,14,5000000,51,5,2560,5000000,2.1500000000000004e-05,2000000,1,0
19,54,19,35,22.48,8,2,6,23.12,0,0,0,0,14,5000000,51,5,2560,5000000,2.1500000000000004e-05,2000000,1,0
20,46,18,28,22.46,10,3,7,23.7,0,0,0,0,14,5000000,51,5,2560,5000000,2.1500000000000004e-05,2000000,1,0
