RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,88,28,60,24.8,21,6,15,26.05,0,0,0,0,14,0,51,10,2000,0,1.59e-05,1000000,1,0
2,101,31,70,24.98,21,6,15,26.14,0,0,0,0,14,0,51,10,2000,0,1.59e-05,1000000,1,0
3,84,27,57,24.67,21,6,15,26.24,0,0,0,0,14,0,51,10,2000,0,1.59e-05,1000000,1,0
4,95,29,66,24.89,21,6,15,26.14,0,0,0,0,14,0,51,10,2000,0,1.59e-05,1000000,1,0
5,90,27,63,25.36,25,7,18,26.36,0,0,0,0,14,0,51,10,2000,0,1.59e-05,1000000,1,0
6,90,29,61,25.36,17,5,12,26.06,0,0,0,0,14,0,51,10,2000,0,1.59e-05,1000000,1,0
7,93,27,66,25.19,25,7,18,26.12,0,0,0,0,14,0,51,10,2000,0,1.59e-05,1000000,1,0
8,97,28,69,25.49,25,7,18,26.52,0,0,0,0,14,0,51,10,2000,0,1.59e-05,1000000,1,0
9,99,28,71,25.32,17,5,12,26.29,0,0,0,0,14,0,51,10,2000,0,1.59e-05,1000000,1,0
10,93,27,66,25.39,21,6,15,26.24,0,0,0,0,14,0,51,10,2000,0,1.59e-05,1000000,1,0
11,96,27,69,25.33,19,5,14,26.47,0,0,0,0,14,0,51,10,2000,0,1.59e-05,1000000,1,0
12,89,25,64,25.13,16,4,12,26.0,0,0,0,0,14,0,51,10,2000,0,1.59e-05,1000000,1,0
13,88,26,62,25.08,19,5,14,26.05,0,0,0,0,14,0,51,10,2000,0,1.59e-05,1000000,1,0
14,93,28,65,25.03,20,5,15,26.1,0,0,0,0,14,0,51,10,2000,0,1.59e-05,1000000,1,0
15,92,27,65,25.59,19,5,14,26.68,0,0,0,0,14,0,51,10,2000,0,1.59e-05,1000000,1,0
16,98,27,71,25.16,17,5,12,26.24,0,0,0,0,14,0,51,10,2000,0,1.59e-05,1000000,1,0
17,100,28,72,25.04,21,6,15,25.95,0,0,0,0,14,0,51,10,2000,0,1.59e-05,1000000,1,0
18,91,28,63,24.96,17,5,12,25.82,0,0,0,0,14,0,51,10,2000,0,1.59e-05,1000000,1,0
19,92,27,65,24.8,21,6,15,25.86,0,0,0,0,14,0,51,10,2000,0,1.59e-05,1000000,1,0
20,95,28,67,25.21,21,6,15,26.24,0,0,0,0,14,0,51,10,2000,0,1.59e-05,1000000,1,0
