RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput (bits),DL_goodput (bits),UL_throughput (bits),UL_goodput (bits),TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,50,24,26,24.28,11,7,4,26.45,0,0,0,0,14,2000000,51,5,1500,2000000,4.7000000000000004e-05,5000000,1,0
2,51,24,27,23.98,11,7,4,25.91,0,0,0,0,14,2000000,51,5,1500,2000000,4.7000000000000004e-05,5000000,1,0
3,48,24,24,23.29,11,7,4,25.73,0,0,0,0,14,2000000,51,5,1500,2000000,4.7000000000000004e-05,5000000,1,0
4,45,23,22,23.53,11,7,4,26.27,0,0,0,0,14,2000000,51,5,1500,2000000,4.7000000000000004e-05,5000000,1,0
5,42,23,19,24.29,13,6,7,26.54,0,0,0,0,14,2000000,51,5,1500,2000000,4.7000000000000004e-05,5000000,1,0
6,40,24,16,23.25,14,6,8,25.57,0,0,0,0,14,2000000,51,5,1500,2000000,4.7000000000000004e-05,5000000,1,0
7,47,24,23,24.62,13,5,8,26.69,0,0,0,0,14,2000000,51,5,1500,2000000,4.7000000000000004e-05,5000000,1,0
8,48,24,24,24.17,12,5,7,26.0,0,0,0,0,14,2000000,51,5,1500,2000000,4.7000000000000004e-05,5000000,1,0
9,47,25,22,24.36,11,5,6,26.45,0,0,0,0,14,2000000,51,5,1500,2000000,4.7000000000000004e-05,5000000,1,0
10,47,23,24,23.89,11,4,7,26.09,0,0,0,0,14,2000000,51,5,1500,2000000,4.7000000000000004e-05,5000000,1,0
11,46,24,22,24.65,13,6,7,26.69,0,0,0,0,14,2000000,51,5,1500,2000000,4.7000000000000004e-05,5000000,1,0
12,54,24,30,24.41,10,6,4,25.8,0,0,0,0,14,2000000,51,5,1500,2000000,4.7000000000000004e-05,5000000,1,0
13,46,23,23,24.17,12,6,6,26.17,0,0,0,0,14,2000000,51,5,1500,2000000,4.7000000000000004e-05,5000000,1,0
14,44,23,21,24.02,9,6,3,26.56,0,0,0,0,14,2000000,51,5,1500,2000000,4.7000000000000004e-05,5000000,1,0
15,49,24,25,23.98,7,6,1,26.14,0,0,0,0,14,2000000,51,5,1500,2000000,4.7000000000000004e-05,5000000,1,0
16,52,24,28,24.23,8,6,2,26.0,0,0,0,0,14,2000000,51,5,1500,2000000,4.7000000000000004e-05,5000000,1,0
17,53,23,30,24.47,8,6,2,26.5,0,0,0,0,14,2000000,51,5,1500,2000000,4.7000000000000004e-05,5000000,1,0
18,51,23,28,24.18,6,6,0,26.33,0,0,0,0,14,2000000,51,5,1500,2000000,4.7000000000000004e-05,5000000,1,0
19,50,22,28,24.52,7,6,1,26.43,0,0,0,0,14,2000000,51,5,1500,2000000,4.7000000000000004e-05,5000000,1,0
20,51,22,29,24.37,7,6,1,26.14,0,0,0,0,14,2000000,51,5,1500,2000000,4.7000000000000004e-05,5000000,1,0
