RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,86,36,50,24.07,21,9,12,26.14,129272,53904,42376,17352,7,2000000,51,5,3000,2000000,1.94e-05,10000000,1,0
2,88,34,54,23.98,22,10,12,26.0,121272,48744,41552,18672,7,2000000,51,5,3000,2000000,1.94e-05,10000000,1,0
3,85,34,51,23.89,18,10,8,26.22,113072,47512,37008,20048,7,2000000,51,5,3000,2000000,1.94e-05,10000000,1,0
4,82,34,48,24.27,18,10,8,26.56,116024,49416,37520,20304,7,2000000,51,5,3000,2000000,1.94e-05,10000000,1,0
5,88,36,52,23.98,18,10,8,26.44,127288,52432,36048,19088,7,2000000,51,5,3000,2000000,1.94e-05,10000000,1,0
6,89,37,52,24.37,23,9,14,26.48,135128,54128,43800,16936,7,2000000,51,5,3000,2000000,1.94e-05,10000000,1,0
7,83,32,51,24.28,24,10,14,26.58,122960,45600,45984,18960,7,2000000,51,5,3000,2000000,1.94e-05,10000000,1,0
8,92,34,58,24.39,19,10,9,26.58,139728,49384,37144,18160,7,2000000,51,5,3000,2000000,1.94e-05,10000000,1,0
9,86,32,54,23.98,19,10,9,26.16,121216,44552,38232,19248,7,2000000,51,5,3000,2000000,1.94e-05,10000000,1,0
10,98,36,62,24.04,21,9,12,25.67,144472,53096,39688,16072,7,2000000,51,5,3000,2000000,1.94e-05,10000000,1,0
11,85,30,55,24.29,21,9,12,26.57,109248,40000,38472,14856,7,2000000,51,5,3000,2000000,1.94e-05,10000000,1,0
12,90,30,60,24.27,17,8,9,26.41,128072,42488,31168,13816,7,2000000,51,5,3000,2000000,1.94e-05,10000000,1,0
13,90,31,59,23.96,18,9,9,26.11,123520,41800,33904,16552,7,2000000,51,5,3000,2000000,1.94e-05,10000000,1,0
14,87,34,53,24.09,23,9,14,26.3,134264,49448,46488,17960,7,2000000,51,5,3000,2000000,1.94e-05,10000000,1,0
15,96,34,62,23.81,17,8,9,26.06,132472,44960,34792,15808,7,2000000,51,5,3000,2000000,1.94e-05,10000000,1,0
16,89,35,54,24.69,22,8,14,26.36,128376,50672,46320,16832,7,2000000,51,5,3000,2000000,1.94e-05,10000000,1,0
17,89,33,56,24.15,21,9,12,25.95,122416,45920,41352,18120,7,2000000,51,5,3000,2000000,1.94e-05,10000000,1,0
18,86,35,51,24.21,20,9,11,26.3,125672,49632,42528,19112,7,2000000,51,5,3000,2000000,1.94e-05,10000000,1,0
19,89,35,54,24.15,21,10,11,26.24,131288,51072,42248,20592,7,2000000,51,5,3000,2000000,1.94e-05,10000000,1,0
20,86,36,50,24.12,20,9,11,26.3,122880,50920,41440,18152,7,2000000,51,5,3000,2000000,1.94e-05,10000000,1,0
