RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,320,291,29,23.83,185,159,26,24.4,48920,44424,58232,49912,2,10000000,51,10,640,10000000,4.01e-05,1000000,1,0
2,320,292,28,23.9,187,154,33,24.71,50256,45232,58688,48464,2,10000000,51,10,640,10000000,4.01e-05,1000000,1,0
3,320,295,25,23.73,185,155,30,24.77,49976,45552,58744,49128,2,10000000,51,10,640,10000000,4.01e-05,1000000,1,0
4,320,297,23,23.68,182,155,27,24.45,50696,46328,57600,48896,2,10000000,51,10,640,10000000,4.01e-05,1000000,1,0
5,320,298,22,23.95,190,156,34,24.97,52832,48640,60920,49960,2,10000000,51,10,640,10000000,4.01e-05,1000000,1,0
6,320,299,21,23.74,186,158,28,24.6,51864,48176,59680,50336,2,10000000,51,10,640,10000000,4.01e-05,1000000,1,0
7,320,298,22,23.81,195,156,39,24.74,50616,46968,62832,49696,2,10000000,51,10,640,10000000,4.01e-05,1000000,1,0
8,320,301,19,23.67,189,155,34,24.52,50680,47328,59624,48712,2,10000000,51,10,640,10000000,4.01e-05,1000000,1,0
9,320,299,21,24.01,196,153,43,24.91,49992,46376,62144,48528,2,10000000,51,10,640,10000000,4.01e-05,1000000,1,0
10,320,293,27,23.96,192,151,41,24.9,51008,46080,61080,47928,2,10000000,51,10,640,10000000,4.01e-05,1000000,1,0
11,320,296,24,24.21,191,150,41,24.97,50944,46456,61440,47872,2,10000000,51,10,640,10000000,4.01e-05,1000000,1,0
12,320,295,25,24.28,194,155,39,24.98,52504,47096,62624,49680,2,10000000,51,10,640,10000000,4.01e-05,1000000,1,0
13,320,294,26,24.23,189,151,38,25.19,52824,46960,60904,48600,2,10000000,51,10,640,10000000,4.01e-05,1000000,1,0
14,320,292,28,23.95,192,156,36,24.64,50200,44792,60736,49232,2,10000000,51,10,640,10000000,4.01e-05,1000000,1,0
15,320,292,28,23.94,187,152,35,24.78,50168,44776,58928,47984,2,10000000,51,10,640,10000000,4.01e-05,1000000,1,0
16,320,288,32,24.15,188,156,32,24.94,50936,44552,60128,49808,2,10000000,51,10,640,10000000,4.01e-05,1000000,1,0
17,320,287,33,23.49,183,154,29,24.28,49824,43808,57424,48224,2,10000000,51,10,640,10000000,4.01e-05,1000000,1,0
18,320,285,35,23.97,189,157,32,24.88,49784,43432,59856,49984,2,10000000,51,10,640,10000000,4.01e-05,1000000,1,0
19,320,286,34,24.15,183,154,29,24.92,49912,43936,59040,49520,2,10000000,51,10,640,10000000,4.01e-05,1000000,1,0
20,320,291,29,24.16,184,154,30,25.02,51184,46024,59080,49416,2,10000000,51,10,640,10000000,4.01e-05,1000000,1,0
