RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,39,16,23,14.33,11,5,6,9.82,0,0,0,0,14,25000000,51,5,3750,25000000,9.85e-05,20000000,1,0
2,40,16,24,13.65,12,4,8,11.25,0,0,0,0,14,25000000,51,5,3750,25000000,9.85e-05,20000000,1,0
3,36,16,20,15.19,12,5,7,11.25,0,0,0,0,14,25000000,51,5,3750,25000000,9.85e-05,20000000,1,0
4,43,15,28,11.14,14,5,9,9.79,0,0,0,0,14,25000000,51,5,3750,25000000,9.85e-05,20000000,1,0
5,42,14,28,12.17,11,4,7,11.64,0,0,0,0,14,25000000,51,5,3750,25000000,9.85e-05,20000000,1,0
6,39,14,25,13.77,9,4,5,11.89,0,0,0,0,14,25000000,51,5,3750,25000000,9.85e-05,20000000,1,0
7,36,15,21,13.92,10,4,6,8.1,0,0,0,0,14,25000000,51,5,3750,25000000,9.85e-05,20000000,1,0
8,38,16,22,12.92,11,4,7,5.09,0,0,0,0,14,25000000,51,5,3750,25000000,9.85e-05,20000000,1,0
9,35,15,20,11.46,11,3,8,7.27,0,0,0,0,14,25000000,51,5,3750,25000000,9.85e-05,20000000,1,0
10,37,14,23,10.81,12,4,8,6.58,0,0,0,0,14,25000000,51,5,3750,25000000,9.85e-05,20000000,1,0
11,37,13,24,11.57,11,5,6,7.18,0,0,0,0,14,25000000,51,5,3750,25000000,9.85e-05,20000000,1,0
12,38,13,25,13.42,14,4,10,11.71,0,0,0,0,14,25000000,51,5,3750,25000000,9.85e-05,20000000,1,0
13,44,16,28,13.43,9,4,5,8.67,0,0,0,0,14,25000000,51,5,3750,25000000,9.85e-05,20000000,1,0
14,38,15,23,12.03,12,4,8,8.83,0,0,0,0,14,25000000,51,5,3750,25000000,9.85e-05,20000000,1,0
15,40,15,25,11.05,13,4,9,7.85,0,0,0,0,14,25000000,51,5,3750,25000000,9.85e-05,20000000,1,0
16,38,16,22,12.13,8,4,4,3.25,0,0,0,0,14,25000000,51,5,3750,25000000,9.85e-05,20000000,1,0
17,37,14,23,12.43,8,3,5,13.5,0,0,0,0,14,25000000,51,5,3750,25000000,9.85e-05,20000000,1,0
18,39,14,25,12.26,13,5,8,8.08,0,0,0,0,14,25000000,51,5,3750,25000000,9.85e-05,20000000,1,0
19,34,15,19,11.03,11,4,7,7.18,0,0,0,0,14,25000000,51,5,3750,25000000,9.85e-05,20000000,1,0
20,42,16,26,11.55,12,4,8,9.0,0,0,0,0,14,25000000,51,5,3750,25000000,9.85e-05,20000000,1,0
