RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,45,19,26,20.16,13,4,9,18.08,0,0,0,0,14,5000000,51,5,1500,5000000,9.12e-05,10000000,1,0
2,50,20,30,19.48,11,4,7,18.73,0,0,0,0,14,5000000,51,5,1500,5000000,9.12e-05,10000000,1,0
3,53,22,31,20.28,14,4,10,19.0,0,0,0,0,14,5000000,51,5,1500,5000000,9.12e-05,10000000,1,0
4,48,21,27,19.21,10,4,6,21.3,0,0,0,0,14,5000000,51,5,1500,5000000,9.12e-05,10000000,1,0
5,46,20,26,18.96,10,4,6,20.6,0,0,0,0,14,5000000,51,5,1500,5000000,9.12e-05,10000000,1,0
6,47,19,28,19.06,13,4,9,20.15,0,0,0,0,14,5000000,51,5,1500,5000000,9.12e-05,10000000,1,0
7,48,20,28,20.35,12,4,8,20.08,0,0,0,0,14,5000000,51,5,1500,5000000,9.12e-05,10000000,1,0
8,46,20,26,20.24,13,4,9,20.15,0,0,0,0,14,5000000,51,5,1500,5000000,9.12e-05,10000000,1,0
9,41,19,22,18.49,12,4,8,19.42,0,0,0,0,14,5000000,51,5,1500,5000000,9.12e-05,10000000,1,0
10,49,20,29,20.82,10,4,6,18.8,0,0,0,0,14,5000000,51,5,1500,5000000,9.12e-05,10000000,1,0
11,55,21,34,19.85,8,3,5,23.38,0,0,0,0,14,5000000,51,5,1500,5000000,9.12e-05,10000000,1,0
12,51,21,30,20.37,9,3,6,20.44,0,0,0,0,14,5000000,51,5,1500,5000000,9.12e-05,10000000,1,0
13,49,22,27,20.22,9,3,6,20.33,0,0,0,0,14,5000000,51,5,1500,5000000,9.12e-05,10000000,1,0
14,43,20,23,19.98,8,3,5,23.62,0,0,0,0,14,5000000,51,5,1500,5000000,9.12e-05,10000000,1,0
15,42,21,21,18.71,10,3,7,20.8,0,0,0,0,14,5000000,51,5,1500,5000000,9.12e-05,10000000,1,0
16,51,21,30,20.12,8,3,5,19.5,0,0,0,0,14,5000000,51,5,1500,5000000,9.12e-05,10000000,1,0
17,43,20,23,19.77,8,3,5,20.25,0,0,0,0,14,5000000,51,5,1500,5000000,9.12e-05,10000000,1,0
18,48,22,26,19.48,9,3,6,20.44,0,0,0,0,14,5000000,51,5,1500,5000000,9.12e-05,10000000,1,0
19,48,19,29,20.5,9,3,6,20.78,0,0,0,0,14,5000000,51,5,1500,5000000,9.12e-05,10000000,1,0
20,49,20,29,20.82,8,3,5,19.75,0,0,0,0,14,5000000,51,5,1500,5000000,9.12e-05,10000000,1,0
