RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,320,282,38,25.5,194,162,32,26.42,53408,46432,65712,55280,2,5000000,51,10,750,5000000,6.33e-05,5000000,1,0
2,320,286,34,25.01,188,160,28,26.01,51544,45944,62832,53888,2,5000000,51,10,750,5000000,6.33e-05,5000000,1,0
3,320,281,39,25.11,191,160,31,26.09,51216,44720,63728,53824,2,5000000,51,10,750,5000000,6.33e-05,5000000,1,0
4,320,279,41,25.34,189,159,30,26.31,51768,44824,62704,53536,2,5000000,51,10,750,5000000,6.33e-05,5000000,1,0
5,320,282,38,25.0,188,159,29,25.93,50824,44776,62688,53344,2,5000000,51,10,750,5000000,6.33e-05,5000000,1,0
6,320,285,35,25.07,182,159,23,26.02,50968,45696,60816,53520,2,5000000,51,10,750,5000000,6.33e-05,5000000,1,0
7,320,286,34,25.13,182,161,21,26.07,51600,46200,61040,54352,2,5000000,51,10,750,5000000,6.33e-05,5000000,1,0
8,320,288,32,25.54,188,159,29,26.48,52264,47224,63344,54144,2,5000000,51,10,750,5000000,6.33e-05,5000000,1,0
9,320,288,32,25.6,187,158,29,26.57,55184,49296,63120,54080,2,5000000,51,10,750,5000000,6.33e-05,5000000,1,0
10,320,288,32,25.43,192,161,31,26.35,52384,46888,64016,54304,2,5000000,51,10,750,5000000,6.33e-05,5000000,1,0
11,320,292,28,25.17,188,158,30,26.14,51496,47080,63024,53248,2,5000000,51,10,750,5000000,6.33e-05,5000000,1,0
12,320,293,27,25.29,190,159,31,26.16,52104,47632,64096,53888,2,5000000,51,10,750,5000000,6.33e-05,5000000,1,0
13,320,288,32,25.27,191,159,32,26.26,51592,46320,64352,53952,2,5000000,51,10,750,5000000,6.33e-05,5000000,1,0
14,320,289,31,25.28,191,159,32,26.25,52520,47504,64576,54128,2,5000000,51,10,750,5000000,6.33e-05,5000000,1,0
15,320,294,26,24.92,188,158,30,25.94,52496,48496,63184,53312,2,5000000,51,10,750,5000000,6.33e-05,5000000,1,0
16,320,295,25,25.32,193,158,35,26.28,52184,48224,65408,53808,2,5000000,51,10,750,5000000,6.33e-05,5000000,1,0
17,320,291,29,25.23,196,154,42,26.23,52336,47216,65168,51792,2,5000000,51,10,750,5000000,6.33e-05,5000000,1,0
18,320,292,28,25.13,192,158,34,26.14,51360,47040,64528,53328,2,5000000,51,10,750,5000000,6.33e-05,5000000,1,0
19,320,289,31,25.19,190,159,31,26.15,51704,46744,64208,53952,2,5000000,51,10,750,5000000,6.33e-05,5000000,1,0
20,320,283,37,25.66,198,160,38,26.55,53504,46848,66736,54736,2,5000000,51,10,750,5000000,6.33e-05,5000000,1,0
