RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput (bits),DL_goodput (bits),UL_throughput (bits),UL_goodput (bits),TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,93,72,21,24.25,27,20,7,26.11,156792,121584,49912,37216,7,0,51,5,1000,0,1.8500000000000002e-05,10000000,1,0
2,90,73,17,23.42,24,21,3,25.5,150024,121888,44768,38696,7,0,51,5,1000,0,1.8500000000000002e-05,10000000,1,0
3,90,71,19,24.38,24,21,3,26.71,152440,121312,48000,41544,7,0,51,5,1000,0,1.8500000000000002e-05,10000000,1,0
4,94,72,22,24.47,24,21,3,26.5,160752,122328,47072,40616,7,0,51,5,1000,0,1.8500000000000002e-05,10000000,1,0
5,96,73,23,23.94,24,21,3,25.92,161160,121144,46176,39720,7,0,51,5,1000,0,1.8500000000000002e-05,10000000,1,0
6,92,73,19,24.41,24,21,3,26.58,161888,125200,43808,38984,7,0,51,5,1000,0,1.8500000000000002e-05,10000000,1,0
7,96,73,23,24.29,21,21,0,26.43,165888,125128,39880,39880,7,0,51,5,1000,0,1.8500000000000002e-05,10000000,1,0
8,95,72,23,24.09,21,21,0,25.95,158864,121176,40960,40960,7,0,51,5,1000,0,1.8500000000000002e-05,10000000,1,0
9,92,71,21,24.02,24,21,3,26.17,157744,119520,48576,42120,7,0,51,5,1000,0,1.8500000000000002e-05,10000000,1,0
10,94,70,24,23.96,24,21,3,25.83,153616,116664,48640,42568,7,0,51,5,1000,0,1.8500000000000002e-05,10000000,1,0
11,94,71,23,24.4,24,21,3,26.42,159576,118592,48928,42856,7,0,51,5,1000,0,1.8500000000000002e-05,10000000,1,0
12,95,72,23,24.45,24,21,3,26.25,161376,119552,48640,42184,7,0,51,5,1000,0,1.8500000000000002e-05,10000000,1,0
13,102,71,31,24.39,24,21,3,26.33,169960,117632,48928,42472,7,0,51,5,1000,0,1.8500000000000002e-05,10000000,1,0
14,98,72,26,24.46,27,21,6,26.48,167096,122128,56312,43400,7,0,51,5,1000,0,1.8500000000000002e-05,10000000,1,0
15,96,71,25,24.21,27,21,6,26.33,161776,119240,55704,42792,7,0,51,5,1000,0,1.8500000000000002e-05,10000000,1,0
16,97,71,26,24.4,27,21,6,26.19,156872,119888,55032,42120,7,0,51,5,1000,0,1.8500000000000002e-05,10000000,1,0
17,90,71,19,23.89,27,21,6,25.96,145856,118552,53304,41160,7,0,51,5,1000,0,1.8500000000000002e-05,10000000,1,0
18,89,71,18,23.85,26,20,6,25.92,143400,117064,51728,39200,7,0,51,5,1000,0,1.8500000000000002e-05,10000000,1,0
19,88,71,17,24.59,26,20,6,26.69,150040,120744,50800,38272,7,0,51,5,1000,0,1.8500000000000002e-05,10000000,1,0
20,88,70,18,24.73,26,20,6,26.73,147672,122144,49232,36320,7,0,51,5,1000,0,1.8500000000000002e-05,10000000,1,0
