RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput (bits),DL_goodput (bits),UL_throughput (bits),UL_goodput (bits),TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,83,36,47,21.02,24,11,13,21.25,104688,44200,26960,13944,7,5000000,51,5,2500,5000000,4.5e-05,1000000,1,0
2,82,35,47,20.32,23,11,12,19.91,94960,39224,25616,12608,7,5000000,51,5,2500,5000000,4.5e-05,1000000,1,0
3,83,34,49,20.75,25,11,14,21.72,98376,39776,27896,13816,7,5000000,51,5,2500,5000000,4.5e-05,1000000,1,0
4,84,35,49,22.21,24,10,14,22.5,109744,44472,26376,12040,7,5000000,51,5,2500,5000000,4.5e-05,1000000,1,0
5,83,34,49,22.02,27,10,17,21.7,97224,41960,25552,11280,7,5000000,51,5,2500,5000000,4.5e-05,1000000,1,0
6,80,36,44,21.68,26,11,15,21.77,106552,47664,23504,11768,7,5000000,51,5,2500,5000000,4.5e-05,1000000,1,0
7,78,37,41,21.72,30,9,21,20.93,98944,45888,30976,9928,7,5000000,51,5,2500,5000000,4.5e-05,1000000,1,0
8,78,36,42,22.21,29,8,21,22.14,101672,47120,25896,7816,7,5000000,51,5,2500,5000000,4.5e-05,1000000,1,0
9,83,36,47,21.67,31,10,21,21.29,113880,46616,31552,11664,7,5000000,51,5,2500,5000000,4.5e-05,1000000,1,0
10,82,37,45,21.8,27,9,18,21.15,113112,46576,28792,12040,7,5000000,51,5,2500,5000000,4.5e-05,1000000,1,0
11,78,35,43,20.91,26,10,16,22.42,102000,43912,28760,11408,7,5000000,51,5,2500,5000000,4.5e-05,1000000,1,0
12,83,38,45,21.59,26,11,15,21.0,114080,47080,24856,12216,7,5000000,51,5,2500,5000000,4.5e-05,1000000,1,0
13,74,37,37,21.18,27,10,17,20.22,102280,43576,22888,9432,7,5000000,51,5,2500,5000000,4.5e-05,1000000,1,0
14,75,36,39,22.49,21,10,11,21.9,109584,42888,23832,12616,7,5000000,51,5,2500,5000000,4.5e-05,1000000,1,0
15,72,35,37,21.64,17,9,8,20.47,101776,42528,23128,12144,7,5000000,51,5,2500,5000000,4.5e-05,1000000,1,0
16,78,34,44,21.56,20,10,10,19.95,99744,41920,20496,12592,7,5000000,51,5,2500,5000000,4.5e-05,1000000,1,0
17,73,36,37,21.73,19,10,9,19.26,104512,43664,19400,12736,7,5000000,51,5,2500,5000000,4.5e-05,1000000,1,0
18,77,36,41,22.64,16,9,7,20.06,119024,48184,20824,12568,7,5000000,51,5,2500,5000000,4.5e-05,1000000,1,0
19,87,37,50,22.36,12,8,4,22.25,125408,45736,19120,12272,7,5000000,51,5,2500,5000000,4.5e-05,1000000,1,0
20,83,34,49,21.6,20,10,10,19.5,111992,43240,21744,12880,7,5000000,51,5,2500,5000000,4.5e-05,1000000,1,0
