RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput (bits),DL_goodput (bits),UL_throughput (bits),UL_goodput (bits),TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,160,130,30,20.11,91,64,27,21.75,20416,16384,23176,16848,2,1000000,51,5,1280,1000000,7.56e-05,10000000,1,0
2,159,134,25,19.17,86,65,21,21.09,19920,16760,21472,16696,2,1000000,51,5,1280,1000000,7.56e-05,10000000,1,0
3,159,134,25,19.18,89,65,24,21.06,19856,16576,22232,16560,2,1000000,51,5,1280,1000000,7.56e-05,10000000,1,0
4,160,135,25,18.92,90,65,25,20.18,21400,17912,21424,15912,2,1000000,51,5,1280,1000000,7.56e-05,10000000,1,0
5,160,134,26,19.18,84,64,20,20.17,20288,16656,19888,15840,2,1000000,51,5,1280,1000000,7.56e-05,10000000,1,0
6,159,132,27,19.07,86,65,21,20.74,21592,17352,21360,16704,2,1000000,51,5,1280,1000000,7.56e-05,10000000,1,0
7,160,135,25,19.99,86,62,24,21.71,21952,18568,22888,16488,2,1000000,51,5,1280,1000000,7.56e-05,10000000,1,0
8,160,133,27,18.67,84,63,21,20.24,20160,17152,20736,15720,2,1000000,51,5,1280,1000000,7.56e-05,10000000,1,0
9,160,132,28,19.48,87,62,25,21.16,20656,17624,21528,16248,2,1000000,51,5,1280,1000000,7.56e-05,10000000,1,0
10,160,132,28,18.8,90,62,28,19.96,21040,17568,19840,15288,2,1000000,51,5,1280,1000000,7.56e-05,10000000,1,0
11,159,129,30,19.18,91,64,27,20.53,19512,15920,21424,16088,2,1000000,51,5,1280,1000000,7.56e-05,10000000,1,0
12,159,127,32,19.56,92,61,31,21.13,20776,15992,22200,15536,2,1000000,51,5,1280,1000000,7.56e-05,10000000,1,0
13,160,130,30,19.37,89,63,26,20.58,19608,15944,20840,16456,2,1000000,51,5,1280,1000000,7.56e-05,10000000,1,0
14,160,129,31,20.08,92,64,28,21.76,20432,16504,24096,16776,2,1000000,51,5,1280,1000000,7.56e-05,10000000,1,0
15,157,128,29,19.35,93,64,29,21.04,20832,16240,22872,15984,2,1000000,51,5,1280,1000000,7.56e-05,10000000,1,0
16,160,130,30,19.85,92,65,27,21.46,20224,16432,23744,16856,2,1000000,51,5,1280,1000000,7.56e-05,10000000,1,0
17,160,129,31,19.46,88,62,26,21.52,20528,16240,22240,15992,2,1000000,51,5,1280,1000000,7.56e-05,10000000,1,0
18,160,133,27,19.52,81,62,19,21.73,20336,16760,21656,16712,2,1000000,51,5,1280,1000000,7.56e-05,10000000,1,0
19,160,133,27,19.44,85,61,24,20.69,21280,17576,20248,15760,2,1000000,51,5,1280,1000000,7.56e-05,10000000,1,0
20,160,135,25,19.91,88,63,25,21.34,22040,18320,22720,16728,2,1000000,51,5,1280,1000000,7.56e-05,10000000,1,0
