RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,160,122,38,19.92,85,66,19,21.67,21040,14920,23496,18344,2,25000000,51,5,1250,25000000,9.429999999999999e-05,10000000,1,0
2,160,122,38,19.17,85,65,20,21.8,20192,14544,23352,17488,2,25000000,51,5,1250,25000000,9.429999999999999e-05,10000000,1,0
3,159,127,32,19.88,87,65,22,21.74,21344,15784,23408,17616,2,25000000,51,5,1250,25000000,9.429999999999999e-05,10000000,1,0
4,160,125,35,19.48,87,66,21,21.67,21384,15544,23528,18304,2,25000000,51,5,1250,25000000,9.429999999999999e-05,10000000,1,0
5,159,125,34,19.32,83,63,20,20.73,21120,15848,21592,17152,2,25000000,51,5,1250,25000000,9.429999999999999e-05,10000000,1,0
6,160,125,35,19.49,87,66,21,21.36,20656,16096,23280,18360,2,25000000,51,5,1250,25000000,9.429999999999999e-05,10000000,1,0
7,160,126,34,19.61,86,66,20,22.06,20528,15928,24136,18928,2,25000000,51,5,1250,25000000,9.429999999999999e-05,10000000,1,0
8,160,128,32,19.26,85,64,21,21.75,19624,15360,23616,17776,2,25000000,51,5,1250,25000000,9.429999999999999e-05,10000000,1,0
9,160,132,28,19.55,89,65,24,21.66,20504,16592,24000,17504,2,25000000,51,5,1250,25000000,9.429999999999999e-05,10000000,1,0
10,160,131,29,19.17,82,64,18,21.09,19672,15976,22344,17224,2,25000000,51,5,1250,25000000,9.429999999999999e-05,10000000,1,0
11,160,130,30,19.19,86,65,21,21.56,19104,15504,24112,17984,2,25000000,51,5,1250,25000000,9.429999999999999e-05,10000000,1,0
12,160,128,32,20.23,83,64,19,22.17,21296,17200,23888,18096,2,25000000,51,5,1250,25000000,9.429999999999999e-05,10000000,1,0
13,160,134,26,18.99,83,66,17,21.19,20920,17904,22816,18200,2,25000000,51,5,1250,25000000,9.429999999999999e-05,10000000,1,0
14,160,132,28,19.37,86,66,20,21.48,22040,19040,23368,18472,2,25000000,51,5,1250,25000000,9.429999999999999e-05,10000000,1,0
15,160,129,31,19.04,84,66,18,20.48,20144,16520,22072,17696,2,25000000,51,5,1250,25000000,9.429999999999999e-05,10000000,1,0
16,160,127,33,19.74,90,67,23,21.43,20856,16576,23848,18064,2,25000000,51,5,1250,25000000,9.429999999999999e-05,10000000,1,0
17,160,124,36,19.79,89,65,24,21.91,21328,16760,23688,17976,2,25000000,51,5,1250,25000000,9.429999999999999e-05,10000000,1,0
18,160,120,40,19.4,83,65,18,21.06,19984,14752,22120,17976,2,25000000,51,5,1250,25000000,9.429999999999999e-05,10000000,1,0
19,160,119,41,20.22,87,66,21,21.26,21520,15032,23560,18160,2,25000000,51,5,1250,25000000,9.429999999999999e-05,10000000,1,0
20,160,119,41,19.81,82,65,17,21.63,21496,14472,22576,18320,2,25000000,51,5,1250,25000000,9.429999999999999e-05,10000000,1,0
