RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,160,140,20,19.3,87,72,15,21.11,21400,19120,23856,19344,2,2000000,51,5,1500,2000000,8.06e-05,5000000,1,0
2,159,136,23,18.92,87,70,17,20.36,19560,16576,22088,18016,2,2000000,51,5,1500,2000000,8.06e-05,5000000,1,0
3,160,137,23,20.38,91,70,21,21.46,21800,18240,23920,18568,2,2000000,51,5,1500,2000000,8.06e-05,5000000,1,0
4,160,138,22,19.59,91,70,21,20.66,20008,17456,23064,17872,2,2000000,51,5,1500,2000000,8.06e-05,5000000,1,0
5,160,136,24,18.85,90,73,17,20.07,19592,16656,22952,18816,2,2000000,51,5,1500,2000000,8.06e-05,5000000,1,0
6,159,135,24,19.14,91,74,17,20.16,19328,16648,22976,18920,2,2000000,51,5,1500,2000000,8.06e-05,5000000,1,0
7,160,135,25,19.86,88,73,15,20.65,19824,16968,23416,19232,2,2000000,51,5,1500,2000000,8.06e-05,5000000,1,0
8,160,137,23,19.15,89,72,17,19.96,19760,17280,22616,18296,2,2000000,51,5,1500,2000000,8.06e-05,5000000,1,0
9,160,137,23,20.19,91,72,19,20.88,20376,17560,23472,18688,2,2000000,51,5,1500,2000000,8.06e-05,5000000,1,0
10,160,137,23,19.64,88,71,17,20.48,20512,17720,22488,17920,2,2000000,51,5,1500,2000000,8.06e-05,5000000,1,0
11,160,136,24,20.19,89,71,18,20.52,20928,17544,22536,17960,2,2000000,51,5,1500,2000000,8.06e-05,5000000,1,0
12,160,138,22,20.01,88,71,17,20.94,22480,19272,23408,18928,2,2000000,51,5,1500,2000000,8.06e-05,5000000,1,0
13,158,136,22,19.99,87,71,16,21.22,21000,18344,23440,19016,2,2000000,51,5,1500,2000000,8.06e-05,5000000,1,0
14,160,136,24,19.74,85,71,14,20.88,19680,17072,23232,18792,2,2000000,51,5,1500,2000000,8.06e-05,5000000,1,0
15,160,134,26,19.76,87,71,16,21.08,20624,17032,23112,18648,2,2000000,51,5,1500,2000000,8.06e-05,5000000,1,0
16,157,134,23,19.57,84,71,13,20.07,18968,16496,21656,18256,2,2000000,51,5,1500,2000000,8.06e-05,5000000,1,0
17,160,136,24,19.49,88,69,19,21.15,20408,17576,23296,17720,2,2000000,51,5,1500,2000000,8.06e-05,5000000,1,0
18,158,131,27,20.0,89,71,18,21.72,20568,16816,23976,18944,2,2000000,51,5,1500,2000000,8.06e-05,5000000,1,0
19,159,135,24,19.91,86,73,13,20.95,20048,16968,23568,19432,2,2000000,51,5,1500,2000000,8.06e-05,5000000,1,0
20,160,138,22,20.05,91,70,21,21.49,21296,18936,24008,19056,2,2000000,51,5,1500,2000000,8.06e-05,5000000,1,0
