,RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,DL_throughput_bps,DL_goodput_bps,UL_throughput_bps,UL_goodput_bps
1907,8,178,57,121,25.1,45,21,24,26.2,289424,89408,87752,39752,7,1000000,51,10,3000,1000000,3.99e-05,20000000,2894240.0,894080.0,877520.0,397520.0
1908,9,186,58,128,25.18,48,20,28,26.17,304256,92376,95296,39840,7,1000000,51,10,3000,1000000,3.99e-05,20000000,3042560.0,923760.0,952960.0,398400.0
1909,10,180,58,122,25.1,47,22,25,26.23,301176,94904,90840,42704,7,1000000,51,10,3000,1000000,3.99e-05,20000000,3011760.0,949040.0,908400.0,427040.0
1910,11,183,57,126,25.55,38,22,16,26.68,300832,93432,77264,44656,7,1000000,51,10,3000,1000000,3.99e-05,20000000,3008320.0,934320.0,772640.0,446560.0
1911,12,176,56,120,25.09,38,22,16,26.11,288880,91048,72272,43056,7,1000000,51,10,3000,1000000,3.99e-05,20000000,2888800.0,910480.0,722720.0,430560.0
1912,13,187,61,126,25.41,32,22,10,26.5,305360,99544,65920,44400,7,1000000,51,10,3000,1000000,3.99e-05,20000000,3053600.0,995440.0,659200.0,444000.0
1913,14,172,56,116,24.96,36,23,13,26.06,276240,88312,73120,45656,7,1000000,51,10,3000,1000000,3.99e-05,20000000,2762400.0,883120.0,731200.0,456560.0
1914,15,169,57,112,25.01,34,21,13,26.18,264624,88088,70224,43016,7,1000000,51,10,3000,1000000,3.99e-05,20000000,2646240.0,880880.0,702240.0,430160.0
1915,16,184,62,122,24.89,37,21,16,25.65,301392,99848,73592,39928,7,1000000,51,10,3000,1000000,3.99e-05,20000000,3013920.0,998480.0,735920.0,399280.0
1916,17,178,59,119,25.06,40,21,19,26.05,290352,95696,80864,42888,7,1000000,51,10,3000,1000000,3.99e-05,20000000,2903520.0,956960.0,808640.0,428880.0
1917,18,174,58,116,25.32,47,22,25,26.53,300408,95480,98200,44912,7,1000000,51,10,3000,1000000,3.99e-05,20000000,3004080.0,954800.0,982000.0,449120.0
1918,19,173,57,116,25.35,49,21,28,26.39,285896,92368,99720,42856,7,1000000,51,10,3000,1000000,3.99e-05,20000000,2858960.0,923680.0,997200.0,428560.0
1919,20,178,58,120,25.22,42,19,23,26.14,289920,93368,85424,39032,7,1000000,51,10,3000,1000000,3.99e-05,20000000,2899200.0,933680.0,854240.0,390320.0
1920,1,157,118,39,24.46,50,42,8,26.4,109688,84352,41192,35864,4,5000000,51,5,1200,5000000,4.94e-05,5000000,2193760.0,1687040.0,823840.0,717280.0
1921,2,156,123,33,23.78,47,41,6,25.68,113640,92128,40136,34640,4,5000000,51,5,1200,5000000,4.94e-05,5000000,2272800.0,1842560.0,802720.0,692800.0
1922,3,158,116,42,23.86,51,42,9,25.75,107656,76728,41408,34872,4,5000000,51,5,1200,5000000,4.94e-05,5000000,2153120.0,1534560.0,828160.0,697440.0
1923,4,156,114,42,23.79,50,40,10,25.64,128600,82352,42664,34336,4,5000000,51,5,1200,5000000,4.94e-05,5000000,2572000.0,1647040.0,853280.0,686720.0
1924,5,159,115,44,24.6,50,40,10,26.56,109000,77344,43824,34784,4,5000000,51,5,1200,5000000,4.94e-05,5000000,2180000.0,1546880.0,876480.0,695680.0
1925,6,158,116,42,23.89,47,39,8,25.85,110336,81400,40504,32816,4,5000000,51,5,1200,5000000,4.94e-05,5000000,2206720.0,1628000.0,810080.0,656320.0
1926,7,157,115,42,24.4,55,38,17,26.35,110912,79936,44776,32248,4,5000000,51,5,1200,5000000,4.94e-05,5000000,2218240.0,1598720.0,895520.0,644960.0
1927,8,157,116,41,23.79,51,41,10,25.67,107472,80216,43896,34968,4,5000000,51,5,1200,5000000,4.94e-05,5000000,2149440.0,1604320.0,877920.0,699360.0
1928,9,158,111,47,24.1,52,41,11,26.04,103592,69376,43104,34632,4,5000000,51,5,1200,5000000,4.94e-05,5000000,2071840.0,1387520.0,862080.0,692640.0
1929,10,158,114,44,24.1,50,41,9,26.0,100568,70856,43640,34888,4,5000000,51,5,1200,5000000,4.94e-05,5000000,2011360.0,1417120.0,872800.0,697760.0
1930,11,158,112,46,23.95,50,42,8,25.88,112360,75536,41912,34208,4,5000000,51,5,1200,5000000,4.94e-05,5000000,2247200.0,1510720.0,838240.0,684160.0
1931,12,157,113,44,24.5,51,42,9,26.31,120528,84392,42888,35168,4,5000000,51,5,1200,5000000,4.94e-05,5000000,2410560.0,1687840.0,857760.0,703360.0
1932,13,158,112,46,24.16,49,42,7,26.14,109696,75936,41248,34624,4,5000000,51,5,1200,5000000,4.94e-05,5000000,2193920.0,1518720.0,824960.0,692480.0
1933,14,160,107,53,24.39,47,40,7,26.28,108424,66096,38728,32104,4,5000000,51,5,1200,5000000,4.94e-05,5000000,2168480.0,1321920.0,774560.0,642080.0
1934,15,160,108,52,24.03,53,42,11,26.17,103648,65888,43312,33112,4,5000000,51,5,1200,5000000,4.94e-05,5000000,2072960.0,1317760.0,866240.0,662240.0
1935,16,160,106,54,24.41,50,40,10,26.28,102416,65208,41728,32776,4,5000000,51,5,1200,5000000,4.94e-05,5000000,2048320.0,1304160.0,834560.0,655520.0
1936,17,160,111,49,24.5,49,40,9,26.51,101080,68640,39552,32208,4,5000000,51,5,1200,5000000,4.94e-05,5000000,2021600.0,1372800.0,791040.0,644160.0
1937,18,160,115,45,24.27,50,40,10,26.32,104800,70904,40800,33056,4,5000000,51,5,1200,5000000,4.94e-05,5000000,2096000.0,1418080.0,816000.0,661120.0
1938,19,157,115,42,23.87,47,38,9,25.81,106176,76816,36720,30360,4,5000000,51,5,1200,5000000,4.94e-05,5000000,2123520.0,1536320.0,734400.0,607200.0
1939,20,156,122,34,23.77,49,40,9,25.49,110280,87352,38752,32328,4,5000000,51,5,1200,5000000,4.94e-05,5000000,2205600.0,1747040.0,775040.0,646560.0
1940,1,50,24,26,24.28,11,7,4,26.45,0,0,0,0,14,2000000,51,5,1500,2000000,4.7e-05,5000000,0.0,0.0,0.0,0.0
1941,2,51,24,27,23.98,11,7,4,25.91,0,0,0,0,14,2000000,51,5,1500,2000000,4.7e-05,5000000,0.0,0.0,0.0,0.0
1942,3,48,24,24,23.29,11,7,4,25.73,0,0,0,0,14,2000000,51,5,1500,2000000,4.7e-05,5000000,0.0,0.0,0.0,0.0
1943,4,45,23,22,23.53,11,7,4,26.27,0,0,0,0,14,2000000,51,5,1500,2000000,4.7e-05,5000000,0.0,0.0,0.0,0.0
1944,5,42,23,19,24.29,13,6,7,26.54,0,0,0,0,14,2000000,51,5,1500,2000000,4.7e-05,5000000,0.0,0.0,0.0,0.0
1945,6,40,24,16,23.25,14,6,8,25.57,0,0,0,0,14,2000000,51,5,1500,2000000,4.7e-05,5000000,0.0,0.0,0.0,0.0
1946,7,47,24,23,24.62,13,5,8,26.69,0,0,0,0,14,2000000,51,5,1500,2000000,4.7e-05,5000000,0.0,0.0,0.0,0.0
1947,8,48,24,24,24.17,12,5,7,26.0,0,0,0,0,14,2000000,51,5,1500,2000000,4.7e-05,5000000,0.0,0.0,0.0,0.0
1948,9,47,25,22,24.36,11,5,6,26.45,0,0,0,0,14,2000000,51,5,1500,2000000,4.7e-05,5000000,0.0,0.0,0.0,0.0
1949,10,47,23,24,23.89,11,4,7,26.09,0,0,0,0,14,2000000,51,5,1500,2000000,4.7e-05,5000000,0.0,0.0,0.0,0.0
1950,11,46,24,22,24.65,13,6,7,26.69,0,0,0,0,14,2000000,51,5,1500,2000000,4.7e-05,5000000,0.0,0.0,0.0,0.0
1951,12,54,24,30,24.41,10,6,4,25.8,0,0,0,0,14,2000000,51,5,1500,2000000,4.7e-05,5000000,0.0,0.0,0.0,0.0
1952,13,46,23,23,24.17,12,6,6,26.17,0,0,0,0,14,2000000,51,5,1500,2000000,4.7e-05,5000000,0.0,0.0,0.0,0.0
1953,14,44,23,21,24.02,9,6,3,26.56,0,0,0,0,14,2000000,51,5,1500,2000000,4.7e-05,5000000,0.0,0.0,0.0,0.0
1954,15,49,24,25,23.98,7,6,1,26.14,0,0,0,0,14,2000000,51,5,1500,2000000,4.7e-05,5000000,0.0,0.0,0.0,0.0
1955,16,52,24,28,24.23,8,6,2,26.0,0,0,0,0,14,2000000,51,5,1500,2000000,4.7e-05,5000000,0.0,0.0,0.0,0.0
1956,17,53,23,30,24.47,8,6,2,26.5,0,0,0,0,14,2000000,51,5,1500,2000000,4.7e-05,5000000,0.0,0.0,0.0,0.0
1957,18,51,23,28,24.18,6,6,0,26.33,0,0,0,0,14,2000000,51,5,1500,2000000,4.7e-05,5000000,0.0,0.0,0.0,0.0
1958,19,50,22,28,24.52,7,6,1,26.43,0,0,0,0,14,2000000,51,5,1500,2000000,4.7e-05,5000000,0.0,0.0,0.0,0.0
1959,20,51,22,29,24.37,7,6,1,26.14,0,0,0,0,14,2000000,51,5,1500,2000000,4.7e-05,5000000,0.0,0.0,0.0,0.0
1960,1,160,80,80,24.44,80,32,48,26.3,23728,12000,27008,10880,2,25000000,51,5,4000,25000000,8.19e-05,2000000,474560.0,240000.0,540160.0,217600.0
1961,2,160,76,84,24.02,80,32,48,25.8,23312,11464,25008,10128,2,25000000,51,5,4000,25000000,8.19e-05,2000000,466240.0,229280.0,500160.0,202560.0
1962,3,160,80,80,24.32,75,31,44,26.39,24584,12360,25248,10480,2,25000000,51,5,4000,25000000,8.19e-05,2000000,491680.0,247200.0,504960.0,209600.0
1963,4,160,76,84,24.65,73,30,43,26.48,23280,10952,24352,10096,2,25000000,51,5,4000,25000000,8.19e-05,2000000,465600.0,219040.0,487040.0,201920.0
1964,5,160,79,81,24.4,81,35,46,26.28,23352,11328,27232,11856,2,25000000,51,5,4000,25000000,8.19e-05,2000000,467040.0,226560.0,544640.0,237120.0
1965,6,160,78,82,23.86,73,36,37,25.66,23968,12264,24208,11888,2,25000000,51,5,4000,25000000,8.19e-05,2000000,479360.0,245280.0,484160.0,237760.0
1966,7,160,74,86,24.62,82,36,46,26.59,23328,10768,27632,12144,2,25000000,51,5,4000,25000000,8.19e-05,2000000,466560.0,215360.0,552640.0,242880.0
1967,8,160,77,83,24.15,78,34,44,25.85,23528,11776,25440,11168,2,25000000,51,5,4000,25000000,8.19e-05,2000000,470560.0,235520.0,508800.0,223360.0
1968,9,160,80,80,23.96,81,35,46,25.94,25136,14392,26048,11440,2,25000000,51,5,4000,25000000,8.19e-05,2000000,502720.0,287840.0,520960.0,228800.0
1969,10,160,73,87,23.65,86,35,51,25.4,21400,9792,27088,11120,2,25000000,51,5,4000,25000000,8.19e-05,2000000,428000.0,195840.0,541760.0,222400.0
1970,11,160,82,78,24.54,85,36,49,26.51,24640,13544,28672,12192,2,25000000,51,5,4000,25000000,8.19e-05,2000000,492800.0,270880.0,573440.0,243840.0
1971,12,160,84,76,24.58,77,33,44,26.3,26424,15848,25632,11056,2,25000000,51,5,4000,25000000,8.19e-05,2000000,528480.0,316960.0,512640.0,221120.0
1972,13,160,79,81,24.4,85,33,52,26.34,24144,11752,28256,11056,2,25000000,51,5,4000,25000000,8.19e-05,2000000,482880.0,235040.0,565120.0,221120.0
1973,14,160,79,81,24.18,73,34,39,26.01,24512,12648,24208,11264,2,25000000,51,5,4000,25000000,8.19e-05,2000000,490240.0,252960.0,484160.0,225280.0
1974,15,160,82,78,24.02,74,31,43,26.16,24080,12832,24336,10272,2,25000000,51,5,4000,25000000,8.19e-05,2000000,481600.0,256640.0,486720.0,205440.0
1975,16,160,73,87,24.42,86,34,52,26.44,23320,11056,28144,11168,2,25000000,51,5,4000,25000000,8.19e-05,2000000,466400.0,221120.0,562880.0,223360.0
1976,17,160,77,83,24.3,78,31,47,26.23,22608,11344,25216,10112,2,25000000,51,5,4000,25000000,8.19e-05,2000000,452160.0,226880.0,504320.0,202240.0
1977,18,160,82,78,24.47,82,32,50,26.59,23992,13200,26880,10576,2,25000000,51,5,4000,25000000,8.19e-05,2000000,479840.0,264000.0,537600.0,211520.0
1978,19,160,79,81,24.39,87,34,53,26.33,23792,11904,28976,11376,2,25000000,51,5,4000,25000000,8.19e-05,2000000,475840.0,238080.0,579520.0,227520.0
1979,20,160,76,84,24.94,89,35,54,26.82,24328,11416,29680,11728,2,25000000,51,5,4000,25000000,8.19e-05,2000000,486560.0,228320.0,593600.0,234560.0
1980,1,87,30,57,22.09,26,7,19,18.96,0,0,0,0,14,5000000,51,10,4800,5000000,6e-07,2000000,0.0,0.0,0.0,0.0
1981,2,82,30,52,21.73,21,6,15,21.19,0,0,0,0,14,5000000,51,10,4800,5000000,6e-07,2000000,0.0,0.0,0.0,0.0
1982,3,89,33,56,22.39,24,6,18,21.17,0,0,0,0,14,5000000,51,10,4800,5000000,6e-07,2000000,0.0,0.0,0.0,0.0
1983,4,87,33,54,22.28,26,7,19,21.35,0,0,0,0,14,5000000,51,10,4800,5000000,6e-07,2000000,0.0,0.0,0.0,0.0
1984,5,91,31,60,22.52,25,7,18,20.2,0,0,0,0,14,5000000,51,10,4800,5000000,6e-07,2000000,0.0,0.0,0.0,0.0
1985,6,93,33,60,22.59,24,7,17,19.92,0,0,0,0,14,5000000,51,10,4800,5000000,6e-07,2000000,0.0,0.0,0.0,0.0
1986,7,85,29,56,21.85,24,7,17,21.88,0,0,0,0,14,5000000,51,10,4800,5000000,6e-07,2000000,0.0,0.0,0.0,0.0
1987,8,85,30,55,21.58,19,5,14,19.47,0,0,0,0,14,5000000,51,10,4800,5000000,6e-07,2000000,0.0,0.0,0.0,0.0
1988,9,86,30,56,20.97,24,6,18,19.29,0,0,0,0,14,5000000,51,10,4800,5000000,6e-07,2000000,0.0,0.0,0.0,0.0
1989,10,86,32,54,22.07,27,7,20,21.81,0,0,0,0,14,5000000,51,10,4800,5000000,6e-07,2000000,0.0,0.0,0.0,0.0
1990,11,87,32,55,21.21,23,6,17,20.61,0,0,0,0,14,5000000,51,10,4800,5000000,6e-07,2000000,0.0,0.0,0.0,0.0
1991,12,89,30,59,22.63,23,6,17,19.48,0,0,0,0,14,5000000,51,10,4800,5000000,6e-07,2000000,0.0,0.0,0.0,0.0
1992,13,96,29,67,22.56,19,5,14,20.79,0,0,0,0,14,5000000,51,10,4800,5000000,6e-07,2000000,0.0,0.0,0.0,0.0
1993,14,94,34,60,22.4,19,5,14,20.79,0,0,0,0,14,5000000,51,10,4800,5000000,6e-07,2000000,0.0,0.0,0.0,0.0
1994,15,75,28,47,21.61,23,6,17,22.91,0,0,0,0,14,5000000,51,10,4800,5000000,6e-07,2000000,0.0,0.0,0.0,0.0
1995,16,81,29,52,21.67,20,5,15,20.55,0,0,0,0,14,5000000,51,10,4800,5000000,6e-07,2000000,0.0,0.0,0.0,0.0
1996,17,82,29,53,22.26,20,5,15,19.75,0,0,0,0,14,5000000,51,10,4800,5000000,6e-07,2000000,0.0,0.0,0.0,0.0
1997,18,89,31,58,21.99,23,6,17,20.61,0,0,0,0,14,5000000,51,10,4800,5000000,6e-07,2000000,0.0,0.0,0.0,0.0
1998,19,86,30,56,23.33,22,6,16,20.5,0,0,0,0,14,5000000,51,10,4800,5000000,6e-07,2000000,0.0,0.0,0.0,0.0
1999,20,87,29,58,22.68,22,6,16,20.41,0,0,0,0,14,5000000,51,10,4800,5000000,6e-07,2000000,0.0,0.0,0.0,0.0
2000,1,45,20,25,21.29,9,3,6,26.33,0,0,0,0,14,10000000,51,5,1500,10000000,8.259999999999999e-05,2000000,0.0,0.0,0.0,0.0
2001,2,50,21,29,21.56,13,4,9,22.08,0,0,0,0,14,10000000,51,5,1500,10000000,8.259999999999999e-05,2000000,0.0,0.0,0.0,0.0
2002,3,42,19,23,20.48,11,4,7,23.64,0,0,0,0,14,10000000,51,5,1500,10000000,8.259999999999999e-05,2000000,0.0,0.0,0.0,0.0
2003,4,46,20,26,20.93,11,4,7,23.82,0,0,0,0,14,10000000,51,5,1500,10000000,8.259999999999999e-05,2000000,0.0,0.0,0.0,0.0
2004,5,43,20,23,20.3,13,4,9,18.23,0,0,0,0,14,10000000,51,5,1500,10000000,8.259999999999999e-05,2000000,0.0,0.0,0.0,0.0
2005,6,47,20,27,21.68,14,4,10,19.14,0,0,0,0,14,10000000,51,5,1500,10000000,8.259999999999999e-05,2000000,0.0,0.0,0.0,0.0
2006,7,41,19,22,20.71,9,3,6,14.56,0,0,0,0,14,10000000,51,5,1500,10000000,8.259999999999999e-05,2000000,0.0,0.0,0.0,0.0
2007,8,47,20,27,21.36,12,4,8,17.83,0,0,0,0,14,10000000,51,5,1500,10000000,8.259999999999999e-05,2000000,0.0,0.0,0.0,0.0
2008,9,46,20,26,20.7,11,4,7,19.09,0,0,0,0,14,10000000,51,5,1500,10000000,8.259999999999999e-05,2000000,0.0,0.0,0.0,0.0
2009,10,43,19,24,20.12,10,4,6,18.1,0,0,0,0,14,10000000,51,5,1500,10000000,8.259999999999999e-05,2000000,0.0,0.0,0.0,0.0
2010,11,48,21,27,21.46,11,4,7,19.0,0,0,0,0,14,10000000,51,5,1500,10000000,8.259999999999999e-05,2000000,0.0,0.0,0.0,0.0
2011,12,41,19,22,20.63,10,3,7,21.5,0,0,0,0,14,10000000,51,5,1500,10000000,8.259999999999999e-05,2000000,0.0,0.0,0.0,0.0
2012,13,43,20,23,21.05,9,3,6,20.33,0,0,0,0,14,10000000,51,5,1500,10000000,8.259999999999999e-05,2000000,0.0,0.0,0.0,0.0
2013,14,43,20,23,21.0,11,4,7,19.55,0,0,0,0,14,10000000,51,5,1500,10000000,8.259999999999999e-05,2000000,0.0,0.0,0.0,0.0
2014,15,43,20,23,21.93,8,4,4,20.25,0,0,0,0,14,10000000,51,5,1500,10000000,8.259999999999999e-05,2000000,0.0,0.0,0.0,0.0
2015,16,42,19,23,21.14,9,4,5,17.33,0,0,0,0,14,10000000,51,5,1500,10000000,8.259999999999999e-05,2000000,0.0,0.0,0.0,0.0
2016,17,43,19,24,22.0,9,4,5,21.0,0,0,0,0,14,10000000,51,5,1500,10000000,8.259999999999999e-05,2000000,0.0,0.0,0.0,0.0
2017,18,46,20,26,20.87,8,4,4,19.5,0,0,0,0,14,10000000,51,5,1500,10000000,8.259999999999999e-05,2000000,0.0,0.0,0.0,0.0
2018,19,41,18,23,21.15,7,3,4,18.71,0,0,0,0,14,10000000,51,5,1500,10000000,8.259999999999999e-05,2000000,0.0,0.0,0.0,0.0
2019,20,42,19,23,20.02,9,4,5,20.56,0,0,0,0,14,10000000,51,5,1500,10000000,8.259999999999999e-05,2000000,0.0,0.0,0.0,0.0
2020,1,47,19,28,22.34,11,3,8,24.0,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,0.0,0.0,0.0,0.0
2021,2,42,17,25,21.36,12,3,9,23.25,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,0.0,0.0,0.0,0.0
2022,3,43,19,24,21.02,12,3,9,23.58,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,0.0,0.0,0.0,0.0
2023,4,44,19,25,21.84,12,3,9,24.25,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,0.0,0.0,0.0,0.0
2024,5,40,16,24,21.78,10,3,7,23.5,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,0.0,0.0,0.0,0.0
2025,6,47,17,30,23.04,8,2,6,26.5,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,0.0,0.0,0.0,0.0
2026,7,45,17,28,23.27,8,2,6,23.62,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,0.0,0.0,0.0,0.0
2027,8,52,16,36,23.35,8,2,6,23.12,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,0.0,0.0,0.0,0.0
2028,9,49,18,31,22.37,9,3,6,23.33,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,0.0,0.0,0.0,0.0
2029,10,43,16,27,22.63,12,3,9,23.75,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,0.0,0.0,0.0,0.0
2030,11,42,17,25,22.43,8,2,6,22.62,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,0.0,0.0,0.0,0.0
2031,12,50,17,33,23.56,9,3,6,23.33,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,0.0,0.0,0.0,0.0
2032,13,47,17,30,21.72,12,3,9,21.33,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,0.0,0.0,0.0,0.0
2033,14,47,16,31,22.81,11,3,8,21.55,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,0.0,0.0,0.0,0.0
2034,15,49,18,31,23.49,12,3,9,22.33,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,0.0,0.0,0.0,0.0
2035,16,49,17,32,22.94,12,3,9,22.0,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,0.0,0.0,0.0,0.0
2036,17,45,17,28,22.82,12,3,9,22.17,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,0.0,0.0,0.0,0.0
2037,18,45,17,28,22.51,9,3,6,22.89,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,0.0,0.0,0.0,0.0
2038,19,41,17,24,21.71,9,3,6,23.33,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,0.0,0.0,0.0,0.0
2039,20,46,17,29,23.11,8,2,6,23.38,0,0,0,0,14,25000000,51,5,2560,25000000,9e-06,2000000,0.0,0.0,0.0,0.0
2040,1,86,30,56,24.19,20,6,14,26.4,137344,42880,41568,11696,7,5000000,51,5,4000,5000000,6e-06,5000000,2746880.0,857600.0,831360.0,233920.0
2041,2,86,30,56,24.12,20,6,14,26.3,126624,39072,40384,11408,7,5000000,51,5,4000,5000000,6e-06,5000000,2532480.0,781440.0,807680.0,228160.0
2042,3,99,34,65,24.44,20,6,14,26.7,149632,45072,39520,11216,7,5000000,51,5,4000,5000000,6e-06,5000000,2992640.0,901440.0,790400.0,224320.0
2043,4,84,31,53,24.33,19,6,13,26.68,126344,40616,39800,11824,7,5000000,51,5,4000,5000000,6e-06,5000000,2526880.0,812320.0,796000.0,236480.0
2044,5,90,32,58,24.11,20,6,14,26.25,131792,42536,39776,11280,7,5000000,51,5,4000,5000000,6e-06,5000000,2635840.0,850720.0,795520.0,225600.0
2045,6,80,30,50,24.08,20,6,14,26.7,118792,38576,37600,10736,7,5000000,51,5,4000,5000000,6e-06,5000000,2375840.0,771520.0,752000.0,214720.0
2046,7,96,35,61,24.56,16,5,11,26.75,150952,49040,33344,9672,7,5000000,51,5,4000,5000000,6e-06,5000000,3019040.0,980800.0,666880.0,193440.0
2047,8,81,29,52,23.96,15,5,10,26.47,119768,38880,29592,9000,7,5000000,51,5,4000,5000000,6e-06,5000000,2395360.0,777600.0,591840.0,180000.0
2048,9,90,31,59,24.4,19,6,13,26.58,135120,43552,34104,10128,7,5000000,51,5,4000,5000000,6e-06,5000000,2702400.0,871040.0,682080.0,202560.0
2049,10,85,31,54,24.4,18,6,12,26.61,125296,42304,32624,10128,7,5000000,51,5,4000,5000000,6e-06,5000000,2505920.0,846080.0,652480.0,202560.0
2050,11,90,30,60,23.7,18,6,12,25.78,123896,39584,34960,11088,7,5000000,51,5,4000,5000000,6e-06,5000000,2477920.0,791680.0,699200.0,221760.0
2051,12,87,31,56,24.47,15,6,9,26.47,138392,43520,27632,9896,7,5000000,51,5,4000,5000000,6e-06,5000000,2767840.0,870400.0,552640.0,197920.0
2052,13,87,31,56,23.71,18,6,12,25.89,126096,41896,34960,10960,7,5000000,51,5,4000,5000000,6e-06,5000000,2521920.0,837920.0,699200.0,219200.0
2053,14,91,32,59,23.96,17,5,12,26.06,143888,45912,35944,10504,7,5000000,51,5,4000,5000000,6e-06,5000000,2877760.0,918240.0,718880.0,210080.0
2054,15,87,31,56,24.22,20,6,14,26.5,131552,42480,38688,11280,7,5000000,51,5,4000,5000000,6e-06,5000000,2631040.0,849600.0,773760.0,225600.0
2055,16,86,29,57,24.19,16,5,11,26.12,125768,41192,33088,9416,7,5000000,51,5,4000,5000000,6e-06,5000000,2515360.0,823840.0,661760.0,188320.0
2056,17,92,30,62,24.15,19,5,14,26.05,134752,40176,36920,9768,7,5000000,51,5,4000,5000000,6e-06,5000000,2695040.0,803520.0,738400.0,195360.0
2057,18,93,32,61,24.59,16,5,11,26.62,143216,45040,33888,10216,7,5000000,51,5,4000,5000000,6e-06,5000000,2864320.0,900800.0,677760.0,204320.0
2058,19,85,29,56,24.41,19,5,14,26.53,138008,41592,36152,9544,7,5000000,51,5,4000,5000000,6e-06,5000000,2760160.0,831840.0,723040.0,190880.0
2059,20,96,32,64,24.35,19,5,14,25.84,144840,46096,38072,10024,7,5000000,51,5,4000,5000000,6e-06,5000000,2896800.0,921920.0,761440.0,200480.0
2060,1,194,146,48,24.99,50,36,14,25.92,345472,258680,94408,67896,7,5000000,51,10,625,5000000,1.1e-05,1000000,3454720.0,2586800.0,944080.0,678960.0
2061,2,200,146,54,24.94,46,37,9,25.87,360008,258496,88976,70376,7,5000000,51,10,625,5000000,1.1e-05,1000000,3600080.0,2584960.0,889760.0,703760.0
2062,3,194,147,47,25.14,50,38,12,26.16,346920,261080,95688,70632,7,5000000,51,10,625,5000000,1.1e-05,1000000,3469200.0,2610800.0,956880.0,706320.0
2063,4,189,144,45,25.49,47,35,12,26.4,344200,260848,90832,65392,7,5000000,51,10,625,5000000,1.1e-05,1000000,3442000.0,2608480.0,908320.0,653920.0
2064,5,191,145,46,25.31,48,36,12,26.38,342024,261208,92864,67424,7,5000000,51,10,625,5000000,1.1e-05,1000000,3420240.0,2612080.0,928640.0,674240.0
2065,6,182,148,34,25.21,54,36,18,26.19,335896,269000,106096,68512,7,5000000,51,10,625,5000000,1.1e-05,1000000,3358960.0,2690000.0,1060960.0,685120.0
2066,7,187,148,39,24.87,56,38,18,25.89,332792,262784,108256,71056,7,5000000,51,10,625,5000000,1.1e-05,1000000,3327920.0,2627840.0,1082560.0,710560.0
2067,8,183,150,33,25.05,55,37,18,26.31,331976,270536,108888,71304,7,5000000,51,10,625,5000000,1.1e-05,1000000,3319760.0,2705360.0,1088880.0,713040.0
2068,9,182,148,34,25.27,57,36,21,26.33,334672,269256,112360,69760,7,5000000,51,10,625,5000000,1.1e-05,1000000,3346720.0,2692560.0,1123600.0,697600.0
2069,10,184,148,36,25.32,54,36,18,26.35,334016,268584,107560,70840,7,5000000,51,10,625,5000000,1.1e-05,1000000,3340160.0,2685840.0,1075600.0,708400.0
2070,11,180,149,31,25.43,51,36,15,26.57,328576,272056,101816,71168,7,5000000,51,10,625,5000000,1.1e-05,1000000,3285760.0,2720560.0,1018160.0,711680.0
2071,12,178,147,31,25.12,50,38,12,26.08,321904,265056,98064,74640,7,5000000,51,10,625,5000000,1.1e-05,1000000,3219040.0,2650560.0,980640.0,746400.0
2072,13,180,149,31,24.89,47,38,9,25.94,323880,266200,90488,71504,7,5000000,51,10,625,5000000,1.1e-05,1000000,3238800.0,2662000.0,904880.0,715040.0
2073,14,185,150,35,25.18,45,36,9,26.33,332464,269704,90344,71360,7,5000000,51,10,625,5000000,1.1e-05,1000000,3324640.0,2697040.0,903440.0,713600.0
2074,15,185,147,38,25.19,46,37,9,26.26,340912,266320,93736,74368,7,5000000,51,10,625,5000000,1.1e-05,1000000,3409120.0,2663200.0,937360.0,743680.0
2075,16,186,145,41,25.17,45,36,9,26.2,337760,262248,91112,71744,7,5000000,51,10,625,5000000,1.1e-05,1000000,3377600.0,2622480.0,911120.0,717440.0
