,RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,DL_throughput_bps,DL_goodput_bps,UL_throughput_bps,UL_goodput_bps
345,6,305,289,16,13.47,108,102,6,12.07,116408,106032,43736,43312,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1164080.0,1060320.0,437360.0,433120.0
346,7,312,293,19,13.66,107,101,6,12.92,122232,106640,48640,46384,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1222320.0,1066400.0,486400.0,463840.0
347,8,310,298,12,13.3,107,100,7,13.07,117056,108592,47960,44736,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1170560.0,1085920.0,479600.0,447360.0
348,9,312,289,23,13.62,110,100,10,13.71,119256,102664,52808,45264,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1192560.0,1026640.0,528080.0,452640.0
349,10,307,285,22,13.58,111,100,11,13.11,116560,99096,50176,43456,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1165600.0,990960.0,501760.0,434560.0
350,11,307,286,21,13.54,110,98,12,13.43,113944,100576,51304,42800,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1139440.0,1005760.0,513040.0,428000.0
351,12,305,285,20,13.66,111,98,13,13.92,113664,101568,52280,41768,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1136640.0,1015680.0,522800.0,417680.0
352,13,309,294,15,13.47,110,98,12,14.08,113032,102240,53200,42656,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1130320.0,1022400.0,532000.0,426560.0
353,14,306,283,23,13.84,112,100,12,13.38,117984,98936,50144,41600,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1179840.0,989360.0,501440.0,416000.0
354,15,307,296,11,13.37,110,98,12,13.76,115072,105752,52720,43184,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1150720.0,1057520.0,527200.0,431840.0
355,16,304,291,13,13.54,112,100,12,13.81,114000,104528,52800,44112,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1140000.0,1045280.0,528000.0,441120.0
356,17,309,295,14,13.22,113,101,12,13.58,112672,102720,54320,44784,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1126720.0,1027200.0,543200.0,447840.0
357,18,307,291,16,13.34,111,101,10,13.28,113128,102552,51328,43680,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1131280.0,1025520.0,513280.0,436800.0
358,19,311,296,15,13.39,109,99,10,13.59,115584,105552,52336,44352,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1155840.0,1055520.0,523360.0,443520.0
359,20,310,295,15,13.4,106,99,7,13.42,114472,105280,50048,44760,4,10000000,51,10,1000,10000000,9.12e-05,2000000,1144720.0,1052800.0,500480.0,447600.0
360,1,169,63,106,20.91,50,14,36,22.1,214040,59656,51800,15248,7,2000000,51,10,3840,2000000,4.37e-05,2000000,2140400.0,596560.0,518000.0,152480.0
361,2,173,59,114,21.55,49,13,36,21.43,209296,57696,50832,13800,7,2000000,51,10,3840,2000000,4.37e-05,2000000,2092960.0,576960.0,508320.0,138000.0
362,3,170,60,110,20.91,47,13,34,21.72,208208,57448,50728,14232,7,2000000,51,10,3840,2000000,4.37e-05,2000000,2082080.0,574480.0,507280.0,142320.0
363,4,178,63,115,21.41,49,13,36,21.84,216016,57568,52432,14200,7,2000000,51,10,3840,2000000,4.37e-05,2000000,2160160.0,575680.0,524320.0,142000.0
364,5,173,64,109,20.94,49,13,36,20.59,206360,57048,49424,13448,7,2000000,51,10,3840,2000000,4.37e-05,2000000,2063600.0,570480.0,494240.0,134480.0
365,6,180,63,117,21.64,44,12,32,22.25,222840,61472,48328,13576,7,2000000,51,10,3840,2000000,4.37e-05,2000000,2228400.0,614720.0,483280.0,135760.0
366,7,163,61,102,21.33,46,14,32,20.5,207648,58128,45432,13032,7,2000000,51,10,3840,2000000,4.37e-05,2000000,2076480.0,581280.0,454320.0,130320.0
367,8,172,60,112,21.09,46,13,33,19.83,199568,55472,43872,11776,7,2000000,51,10,3840,2000000,4.37e-05,2000000,1995680.0,554720.0,438720.0,117760.0
368,9,169,63,106,21.02,48,14,34,19.65,211688,58592,46520,14344,7,2000000,51,10,3840,2000000,4.37e-05,2000000,2116880.0,585920.0,465200.0,143440.0
369,10,165,62,103,20.93,45,14,31,20.47,203280,56888,42968,13320,7,2000000,51,10,3840,2000000,4.37e-05,2000000,2032800.0,568880.0,429680.0,133200.0
370,11,167,59,108,20.82,46,14,32,20.98,192912,53368,47416,14048,7,2000000,51,10,3840,2000000,4.37e-05,2000000,1929120.0,533680.0,474160.0,140480.0
371,12,168,58,110,21.54,42,12,30,21.0,203520,53200,41488,11616,7,2000000,51,10,3840,2000000,4.37e-05,2000000,2035200.0,532000.0,414880.0,116160.0
372,13,166,63,103,20.99,48,14,34,20.71,204472,55872,46752,14008,7,2000000,51,10,3840,2000000,4.37e-05,2000000,2044720.0,558720.0,467520.0,140080.0
373,14,181,63,118,21.02,44,13,31,20.61,211336,56320,43904,13040,7,2000000,51,10,3840,2000000,4.37e-05,2000000,2113360.0,563200.0,439040.0,130400.0
374,15,178,62,116,21.3,41,11,30,20.78,212416,55592,40080,11112,7,2000000,51,10,3840,2000000,4.37e-05,2000000,2124160.0,555920.0,400800.0,111120.0
375,16,168,63,105,20.42,44,13,31,22.2,197464,52600,51856,14784,7,2000000,51,10,3840,2000000,4.37e-05,2000000,1974640.0,526000.0,518560.0,147840.0
376,17,168,63,105,21.1,42,13,29,22.02,213240,58952,46416,14872,7,2000000,51,10,3840,2000000,4.37e-05,2000000,2132400.0,589520.0,464160.0,148720.0
377,18,169,63,106,20.92,46,14,32,22.46,208624,57104,54376,16856,7,2000000,51,10,3840,2000000,4.37e-05,2000000,2086240.0,571040.0,543760.0,168560.0
378,19,169,59,110,21.37,50,14,36,20.52,194816,53440,46584,14352,7,2000000,51,10,3840,2000000,4.37e-05,2000000,1948160.0,534400.0,465840.0,143520.0
379,20,174,61,113,21.13,41,11,30,21.51,216864,57904,47856,13056,7,2000000,51,10,3840,2000000,4.37e-05,2000000,2168640.0,579040.0,478560.0,130560.0
380,1,160,132,28,22.48,87,62,25,23.78,22272,18440,25584,18168,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,445440.0,368800.0,511680.0,363360.0
381,2,160,134,26,21.72,88,64,24,23.32,21600,18328,24696,18200,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,432000.0,366560.0,493920.0,364000.0
382,3,160,133,27,21.77,90,66,24,23.14,22168,18320,25464,19184,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,443360.0,366400.0,509280.0,383680.0
383,4,160,136,24,22.38,88,65,23,23.4,25880,19936,25520,19184,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,517600.0,398720.0,510400.0,383680.0
384,5,160,139,21,22.28,90,65,25,23.54,23208,20000,26160,19040,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,464160.0,400000.0,523200.0,380800.0
385,6,158,137,21,21.94,92,66,26,23.17,25224,20792,26112,18832,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,504480.0,415840.0,522240.0,376640.0
386,7,160,140,20,21.46,85,68,17,22.56,22368,19824,23840,19456,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,447360.0,396480.0,476800.0,389120.0
387,8,160,142,18,22.04,83,66,17,23.63,23856,21176,24832,19808,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,477120.0,423520.0,496640.0,396160.0
388,9,160,142,18,21.87,85,66,19,23.18,21616,19648,24752,19216,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,432320.0,392960.0,495040.0,384320.0
389,10,160,137,23,21.74,86,68,18,22.64,22824,19056,24768,19712,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,456480.0,381120.0,495360.0,394240.0
390,11,159,133,26,22.29,84,67,17,23.11,23992,19104,24752,19712,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,479840.0,382080.0,495040.0,394240.0
391,12,160,132,28,22.59,91,65,26,23.86,24608,19128,26704,19256,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,492160.0,382560.0,534080.0,385120.0
392,13,160,134,26,22.23,92,63,29,23.82,22256,18984,27144,18328,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,445120.0,379680.0,542880.0,366560.0
393,14,160,139,21,22.29,92,64,28,23.9,22896,20000,27480,18856,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,457920.0,400000.0,549600.0,377120.0
394,15,158,134,24,21.98,87,65,22,23.23,22944,18904,25096,18720,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,458880.0,378080.0,501920.0,374400.0
395,16,160,135,25,22.27,88,63,25,23.53,23912,20576,24640,18624,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,478240.0,411520.0,492800.0,372480.0
396,17,160,128,32,22.09,89,63,26,24.04,22136,18136,26744,19128,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,442720.0,362720.0,534880.0,382560.0
397,18,160,132,28,21.79,89,63,26,23.04,22280,18824,24256,18192,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,445600.0,376480.0,485120.0,363840.0
398,19,160,134,26,22.07,92,64,28,23.61,22712,19288,25648,18448,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,454240.0,385760.0,512960.0,368960.0
399,20,160,130,30,22.38,90,60,30,23.92,22840,18144,25560,17320,2,25000000,51,5,1280,25000000,7.659999999999999e-05,1000000,456800.0,362880.0,511200.0,346400.0
400,1,112,92,20,1.38,45,19,26,0.27,8856,5200,1520,640,4,10000000,51,5,4000,10000000,6.04e-05,1000000,177120.0,104000.0,30400.0,12800.0
401,2,112,92,20,1.39,45,20,25,0.16,9000,4984,1480,616,4,10000000,51,5,4000,10000000,6.04e-05,1000000,180000.0,99680.0,29600.0,12320.0
402,3,114,90,24,1.36,41,19,22,0.2,8256,4576,1496,624,4,10000000,51,5,4000,10000000,6.04e-05,1000000,165120.0,91520.0,29920.0,12480.0
403,4,112,90,22,1.5,45,21,24,0.27,8544,4736,1760,752,4,10000000,51,5,4000,10000000,6.04e-05,1000000,170880.0,94720.0,35200.0,15040.0
404,5,110,92,18,1.42,45,22,23,0.4,8112,4680,1424,656,4,10000000,51,5,4000,10000000,6.04e-05,1000000,162240.0,93600.0,28480.0,13120.0
405,6,118,89,29,1.32,51,21,30,0.2,8520,4600,1824,696,4,10000000,51,5,4000,10000000,6.04e-05,1000000,170400.0,92000.0,36480.0,13920.0
406,7,107,91,16,1.4,44,20,24,0.07,8544,5224,1360,592,4,10000000,51,5,4000,10000000,6.04e-05,1000000,170880.0,104480.0,27200.0,11840.0
407,8,110,92,18,1.41,46,20,26,0.28,7296,4544,1560,680,4,10000000,51,5,4000,10000000,6.04e-05,1000000,145920.0,90880.0,31200.0,13600.0
408,9,108,90,18,1.54,49,21,28,0.16,7632,4480,1584,640,4,10000000,51,5,4000,10000000,6.04e-05,1000000,152640.0,89600.0,31680.0,12800.0
409,10,106,92,14,1.38,45,21,24,0.2,7264,4656,1728,696,4,10000000,51,5,4000,10000000,6.04e-05,1000000,145280.0,93120.0,34560.0,13920.0
410,11,111,91,20,1.19,38,19,19,0.24,8416,4856,1400,624,4,10000000,51,5,4000,10000000,6.04e-05,1000000,168320.0,97120.0,28000.0,12480.0
411,12,105,87,18,1.86,47,21,26,0.19,9408,4896,1680,680,4,10000000,51,5,4000,10000000,6.04e-05,1000000,188160.0,97920.0,33600.0,13600.0
412,13,111,88,23,1.48,47,21,26,0.34,9872,5080,1520,688,4,10000000,51,5,4000,10000000,6.04e-05,1000000,197440.0,101600.0,30400.0,13760.0
413,14,112,89,23,2.09,47,21,26,0.23,12176,5768,1512,632,4,10000000,51,5,4000,10000000,6.04e-05,1000000,243520.0,115360.0,30240.0,12640.0
414,15,106,91,15,1.05,44,20,24,0.14,6464,4312,1416,648,4,10000000,51,5,4000,10000000,6.04e-05,1000000,129280.0,86240.0,28320.0,12960.0
415,16,110,88,22,1.71,47,20,27,0.3,10280,5096,1712,664,4,10000000,51,5,4000,10000000,6.04e-05,1000000,205600.0,101920.0,34240.0,13280.0
416,17,109,88,21,1.43,43,21,22,0.26,8328,4776,1376,624,4,10000000,51,5,4000,10000000,6.04e-05,1000000,166560.0,95520.0,27520.0,12480.0
417,18,111,89,22,1.18,45,21,24,0.24,7616,4296,1600,664,4,10000000,51,5,4000,10000000,6.04e-05,1000000,152320.0,85920.0,32000.0,13280.0
418,19,108,86,22,1.59,44,20,24,0.32,8808,5112,1592,656,4,10000000,51,5,4000,10000000,6.04e-05,1000000,176160.0,102240.0,31840.0,13120.0
419,20,114,90,24,1.68,48,20,28,0.15,9008,4968,1488,592,4,10000000,51,5,4000,10000000,6.04e-05,1000000,180160.0,99360.0,29760.0,11840.0
420,1,157,135,22,20.61,91,78,13,21.96,20632,17320,25240,21888,2,10000000,51,5,1200,10000000,5.67e-05,1000000,412640.0,346400.0,504800.0,437760.0
421,2,159,139,20,19.47,89,80,9,20.33,19816,17032,23520,21232,2,10000000,51,5,1200,10000000,5.67e-05,1000000,396320.0,340640.0,470400.0,424640.0
422,3,158,136,22,19.52,91,81,10,20.64,20336,16912,24576,21864,2,10000000,51,5,1200,10000000,5.67e-05,1000000,406720.0,338240.0,491520.0,437280.0
423,4,160,141,19,19.38,90,80,10,20.42,20152,17512,23912,21184,2,10000000,51,5,1200,10000000,5.67e-05,1000000,403040.0,350240.0,478240.0,423680.0
424,5,160,143,17,19.08,93,82,11,20.31,21136,18832,23872,21792,2,10000000,51,5,1200,10000000,5.67e-05,1000000,422720.0,376640.0,477440.0,435840.0
425,6,159,144,15,19.89,89,80,9,21.11,21192,19256,24040,21800,2,10000000,51,5,1200,10000000,5.67e-05,1000000,423840.0,385120.0,480800.0,436000.0
426,7,160,141,19,20.05,88,81,7,20.83,20904,18160,23424,21792,2,10000000,51,5,1200,10000000,5.67e-05,1000000,418080.0,363200.0,468480.0,435840.0
427,8,157,142,15,19.91,88,81,7,20.83,21136,19080,23392,21760,2,10000000,51,5,1200,10000000,5.67e-05,1000000,422720.0,381600.0,467840.0,435200.0
428,9,160,143,17,19.65,90,81,9,20.77,20160,17968,23832,21640,2,10000000,51,5,1200,10000000,5.67e-05,1000000,403200.0,359360.0,476640.0,432800.0
429,10,160,146,14,19.12,88,82,6,20.07,20048,18088,22760,21432,2,10000000,51,5,1200,10000000,5.67e-05,1000000,400960.0,361760.0,455200.0,428640.0
430,11,160,147,13,19.49,89,80,9,21.18,20704,18832,24208,21608,2,10000000,51,5,1200,10000000,5.67e-05,1000000,414080.0,376640.0,484160.0,432160.0
431,12,157,140,17,20.25,90,81,9,21.04,20832,18584,24608,21680,2,10000000,51,5,1200,10000000,5.67e-05,1000000,416640.0,371680.0,492160.0,433600.0
432,13,160,143,17,20.8,92,76,16,22.3,22680,20064,26416,21104,2,10000000,51,5,1200,10000000,5.67e-05,1000000,453600.0,401280.0,528320.0,422080.0
433,14,157,138,19,20.31,92,80,12,21.88,20800,17992,26024,22320,2,10000000,51,5,1200,10000000,5.67e-05,1000000,416000.0,359840.0,520480.0,446400.0
434,15,160,141,19,19.64,93,79,14,20.82,21616,18912,24264,21152,2,10000000,51,5,1200,10000000,5.67e-05,1000000,432320.0,378240.0,485280.0,423040.0
435,16,160,144,16,19.61,95,79,16,20.91,22040,19648,25592,21192,2,10000000,51,5,1200,10000000,5.67e-05,1000000,440800.0,392960.0,511840.0,423840.0
436,17,159,138,21,19.44,91,78,13,20.8,20072,17208,24160,21088,2,10000000,51,5,1200,10000000,5.67e-05,1000000,401440.0,344160.0,483200.0,421760.0
437,18,160,140,20,19.79,95,79,16,21.4,20664,17896,25216,21296,2,10000000,51,5,1200,10000000,5.67e-05,1000000,413280.0,357920.0,504320.0,425920.0
438,19,160,139,21,19.68,90,79,11,20.66,20168,17472,23920,20944,2,10000000,51,5,1200,10000000,5.67e-05,1000000,403360.0,349440.0,478400.0,418880.0
439,20,158,133,25,19.87,92,80,12,20.72,19808,16552,24376,21328,2,10000000,51,5,1200,10000000,5.67e-05,1000000,396160.0,331040.0,487520.0,426560.0
440,1,95,74,21,21.92,23,17,6,22.87,143696,108880,39472,27328,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,2873920.0,2177600.0,789440.0,546560.0
441,2,98,76,22,21.45,24,17,7,22.62,149232,111520,39400,25232,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,2984640.0,2230400.0,788000.0,504640.0
442,3,94,75,19,21.35,24,15,9,23.88,143952,109056,39600,22824,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,2879040.0,2181120.0,792000.0,456480.0
443,4,94,75,19,22.27,22,15,7,22.95,150120,114040,36184,22880,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,3002400.0,2280800.0,723680.0,457600.0
444,5,93,75,18,21.49,20,16,4,21.25,144360,109176,30608,22000,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,2887200.0,2183520.0,612160.0,440000.0
445,6,101,73,28,22.19,21,16,5,21.67,161968,106928,31256,21840,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,3239360.0,2138560.0,625120.0,436800.0
446,7,99,74,25,21.92,21,14,7,22.76,153008,109176,36048,20984,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,3060160.0,2183520.0,720960.0,419680.0
447,8,97,75,22,21.53,25,16,9,23.12,147424,110184,43104,24952,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,2948480.0,2203680.0,862080.0,499040.0
448,9,98,72,26,21.66,23,16,7,22.7,147432,104584,38464,23784,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,2948640.0,2091680.0,769280.0,475680.0
449,10,95,72,23,22.29,23,16,7,23.13,148160,107672,38176,24744,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,2963200.0,2153440.0,763520.0,494880.0
450,11,96,75,21,21.41,21,16,5,22.1,137136,106368,34984,24352,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,2742720.0,2127360.0,699680.0,487040.0
451,12,91,75,16,22.12,23,15,8,22.78,139896,111264,39328,23168,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,2797920.0,2225280.0,786560.0,463360.0
452,13,94,76,18,21.53,23,15,8,24.0,134848,109592,43432,26216,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,2696960.0,2191840.0,868640.0,524320.0
453,14,92,76,16,21.87,23,16,7,23.13,133112,111712,42304,27752,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,2662240.0,2234240.0,846080.0,555040.0
454,15,92,75,17,21.68,23,16,7,23.13,132880,111064,43064,28000,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,2657600.0,2221280.0,861280.0,560000.0
455,16,89,73,16,22.43,23,16,7,23.35,140744,112896,42600,27536,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,2814880.0,2257920.0,852000.0,550720.0
456,17,95,74,21,21.28,24,16,8,22.33,138112,107232,42640,26448,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,2762240.0,2144640.0,852800.0,528960.0
457,18,91,73,18,21.42,25,15,10,22.72,131736,105920,45104,24096,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,2634720.0,2118400.0,902080.0,481920.0
458,19,90,72,18,21.73,26,16,10,23.35,135312,105960,45688,25800,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,2706240.0,2119200.0,913760.0,516000.0
459,20,90,72,18,21.36,23,16,7,22.26,135096,105880,39904,25736,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,2701920.0,2117600.0,798080.0,514720.0
460,1,173,100,73,23.84,44,26,18,24.64,285784,158600,74952,46320,7,1000000,51,10,1280,1000000,3.41e-05,2000000,2857840.0,1586000.0,749520.0,463200.0
461,2,179,99,80,24.22,43,28,15,24.65,302024,160936,72760,48376,7,1000000,51,10,1280,1000000,3.41e-05,2000000,3020240.0,1609360.0,727600.0,483760.0
462,3,185,104,81,23.91,39,27,12,24.18,314912,164696,67752,48456,7,1000000,51,10,1280,1000000,3.41e-05,2000000,3149120.0,1646960.0,677520.0,484560.0
463,4,183,103,80,24.27,40,27,13,24.62,312264,165464,69552,47840,7,1000000,51,10,1280,1000000,3.41e-05,2000000,3122640.0,1654640.0,695520.0,478400.0
464,5,186,106,80,24.02,40,27,13,24.6,313176,167320,68552,47224,7,1000000,51,10,1280,1000000,3.41e-05,2000000,3131760.0,1673200.0,685520.0,472240.0
465,6,183,106,77,23.87,47,26,21,24.47,308976,169128,71664,42400,7,1000000,51,10,1280,1000000,3.41e-05,2000000,3089760.0,1691280.0,716640.0,424000.0
466,7,169,100,69,23.68,42,25,17,24.45,286896,160272,73536,43600,7,1000000,51,10,1280,1000000,3.41e-05,2000000,2868960.0,1602720.0,735360.0,436000.0
467,8,181,103,78,23.87,47,27,20,24.6,310128,164536,82592,46632,7,1000000,51,10,1280,1000000,3.41e-05,2000000,3101280.0,1645360.0,825920.0,466320.0
468,9,178,103,75,23.59,48,26,22,24.48,298024,158136,86064,45752,7,1000000,51,10,1280,1000000,3.41e-05,2000000,2980240.0,1581360.0,860640.0,457520.0
469,10,170,99,71,23.68,47,24,23,25.06,286984,153248,88272,45680,7,1000000,51,10,1280,1000000,3.41e-05,2000000,2869840.0,1532480.0,882720.0,456800.0
470,11,181,100,81,24.37,48,26,22,24.83,305688,160056,86264,46464,7,1000000,51,10,1280,1000000,3.41e-05,2000000,3056880.0,1600560.0,862640.0,464640.0
471,12,179,105,74,23.81,54,28,26,24.69,301816,164840,96816,49912,7,1000000,51,10,1280,1000000,3.41e-05,2000000,3018160.0,1648400.0,968160.0,499120.0
472,13,184,105,79,24.03,48,27,21,25.35,302600,164760,87032,49960,7,1000000,51,10,1280,1000000,3.41e-05,2000000,3026000.0,1647600.0,870320.0,499600.0
473,14,174,101,73,23.74,57,28,29,25.3,289824,157520,102688,52368,7,1000000,51,10,1280,1000000,3.41e-05,2000000,2898240.0,1575200.0,1026880.0,523680.0
474,15,175,104,71,24.33,48,25,23,24.98,302616,171320,89840,46992,7,1000000,51,10,1280,1000000,3.41e-05,2000000,3026160.0,1713200.0,898400.0,469920.0
475,16,181,101,80,23.93,52,26,26,24.6,290832,160152,95392,47720,7,1000000,51,10,1280,1000000,3.41e-05,2000000,2908320.0,1601520.0,953920.0,477200.0
476,17,186,100,86,23.73,52,26,26,24.21,300200,158448,87256,46136,7,1000000,51,10,1280,1000000,3.41e-05,2000000,3002000.0,1584480.0,872560.0,461360.0
477,18,179,101,78,23.7,51,25,26,24.39,292336,159088,86800,45744,7,1000000,51,10,1280,1000000,3.41e-05,2000000,2923360.0,1590880.0,868000.0,457440.0
478,19,183,99,84,23.84,51,26,25,24.67,300256,155664,83184,46568,7,1000000,51,10,1280,1000000,3.41e-05,2000000,3002560.0,1556640.0,831840.0,465680.0
479,20,179,103,76,23.77,39,26,13,24.95,299816,163912,71880,46656,7,1000000,51,10,1280,1000000,3.41e-05,2000000,2998160.0,1639120.0,718800.0,466560.0
480,1,47,15,32,23.6,13,4,9,26.08,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,0.0,0.0,0.0,0.0
481,2,52,15,37,23.92,11,3,8,25.73,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,0.0,0.0,0.0,0.0
482,3,47,15,32,23.36,12,3,9,26.0,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,0.0,0.0,0.0,0.0
483,4,54,16,38,23.78,8,2,6,26.25,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,0.0,0.0,0.0,0.0
484,5,51,16,35,23.78,8,2,6,25.5,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,0.0,0.0,0.0,0.0
485,6,50,16,34,24.48,12,3,9,26.17,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,0.0,0.0,0.0,0.0
486,7,48,15,33,24.25,8,2,6,26.0,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,0.0,0.0,0.0,0.0
487,8,47,15,32,24.4,7,2,5,26.14,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,0.0,0.0,0.0,0.0
488,9,45,14,31,23.98,9,3,6,26.33,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,0.0,0.0,0.0,0.0
489,10,45,14,31,24.24,10,3,7,26.2,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,0.0,0.0,0.0,0.0
490,11,49,15,34,24.1,9,3,6,26.33,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,0.0,0.0,0.0,0.0
491,12,48,14,34,25.0,8,2,6,27.0,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,0.0,0.0,0.0,0.0
492,13,47,14,33,23.89,8,2,6,25.5,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,0.0,0.0,0.0,0.0
493,14,49,16,33,24.65,10,3,7,26.8,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,0.0,0.0,0.0,0.0
494,15,42,15,27,24.0,10,3,7,26.4,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,0.0,0.0,0.0,0.0
495,16,51,16,35,24.06,10,3,7,25.8,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,0.0,0.0,0.0,0.0
496,17,53,17,36,24.85,10,3,7,27.0,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,0.0,0.0,0.0,0.0
497,18,43,14,29,23.6,8,2,6,25.75,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,0.0,0.0,0.0,0.0
498,19,51,17,34,23.9,8,3,5,25.75,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,0.0,0.0,0.0,0.0
499,20,49,15,34,24.8,8,2,6,26.5,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,0.0,0.0,0.0,0.0
500,1,145,69,76,23.14,44,22,22,22.82,94936,37880,31488,14840,4,10000000,51,5,3750,10000000,1.7000000000000003e-05,10000000,1898720.0,757600.0,629760.0,296800.0
501,2,145,69,76,22.86,44,21,23,22.3,109048,40744,27680,12816,4,10000000,51,5,3750,10000000,1.7000000000000003e-05,10000000,2180960.0,814880.0,553600.0,256320.0
502,3,143,68,75,23.11,42,22,20,22.4,103696,41568,28312,13512,4,10000000,51,5,3750,10000000,1.7000000000000003e-05,10000000,2073920.0,831360.0,566240.0,270240.0
503,4,145,72,73,23.41,41,22,19,22.24,112728,50240,25792,12912,4,10000000,51,5,3750,10000000,1.7000000000000003e-05,10000000,2254560.0,1004800.0,515840.0,258240.0
504,5,144,68,76,23.63,42,22,20,22.88,95168,38312,24960,12248,4,10000000,51,5,3750,10000000,1.7000000000000003e-05,10000000,1903360.0,766240.0,499200.0,244960.0
505,6,143,72,71,22.91,46,22,24,22.33,94536,42736,26160,12312,4,10000000,51,5,3750,10000000,1.7000000000000003e-05,10000000,1890720.0,854720.0,523200.0,246240.0
506,7,147,73,74,23.1,38,20,18,23.39,119056,50848,24256,12880,4,10000000,51,5,3750,10000000,1.7000000000000003e-05,10000000,2381120.0,1016960.0,485120.0,257600.0
