RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput (bits),DL_goodput (bits),UL_throughput (bits),UL_goodput (bits),TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,90,84,6,24.11,28,24,4,26.07,155728,144720,52128,44512,7,10000000,51,5,500,10000000,9.09e-05,5000000,1,0
2,92,82,10,23.85,28,25,3,25.86,156968,138824,52704,46248,7,10000000,51,5,500,10000000,9.09e-05,5000000,1,0
3,93,85,8,23.97,28,25,3,26.21,159016,142984,53016,46560,7,10000000,51,5,500,10000000,9.09e-05,5000000,1,0
4,91,83,8,24.1,28,25,3,26.21,155048,140648,53888,47432,7,10000000,51,5,500,10000000,9.09e-05,5000000,1,0
5,92,83,9,24.15,28,25,3,26.36,158728,140672,53376,46920,7,10000000,51,5,500,10000000,9.09e-05,5000000,1,0
6,98,81,17,24.37,28,25,3,26.25,170248,138408,49760,44936,7,10000000,51,5,500,10000000,9.09e-05,5000000,1,0
7,96,81,15,24.65,25,25,0,26.6,167440,139488,45768,45768,7,10000000,51,5,500,10000000,9.09e-05,5000000,1,0
8,96,80,16,24.29,25,25,0,26.28,165032,136240,46880,46880,7,10000000,51,5,500,10000000,9.09e-05,5000000,1,0
9,96,82,14,24.12,25,25,0,26.12,164280,139384,48680,48680,7,10000000,51,5,500,10000000,9.09e-05,5000000,1,0
10,95,81,14,24.49,25,25,0,26.44,166808,140272,48552,48552,7,10000000,51,5,500,10000000,9.09e-05,5000000,1,0
11,97,81,16,24.57,25,25,0,26.6,166592,140856,47720,47720,7,10000000,51,5,500,10000000,9.09e-05,5000000,1,0
12,96,82,14,24.38,25,25,0,26.2,170152,141976,47272,47272,7,10000000,51,5,500,10000000,9.09e-05,5000000,1,0
13,96,82,14,24.1,25,25,0,26.12,169104,140928,47720,47720,7,10000000,51,5,500,10000000,9.09e-05,5000000,1,0
14,97,81,16,23.98,28,25,3,26.0,168384,138400,55616,49160,7,10000000,51,5,500,10000000,9.09e-05,5000000,1,0
15,96,84,12,24.42,28,25,3,26.5,170744,146456,56928,50472,7,10000000,51,5,500,10000000,9.09e-05,5000000,1,0
16,96,82,14,24.35,28,25,3,26.14,170080,142384,54464,48392,7,10000000,51,5,500,10000000,9.09e-05,5000000,1,0
17,98,84,14,23.92,28,25,3,25.79,168176,142720,53696,47240,7,10000000,51,5,500,10000000,9.09e-05,5000000,1,0
18,94,82,12,24.6,28,25,3,26.57,164896,143872,54560,48104,7,10000000,51,5,500,10000000,9.09e-05,5000000,1,0
19,88,84,4,24.52,28,25,3,26.57,156424,149712,55232,48776,7,10000000,51,5,500,10000000,9.09e-05,5000000,1,0
20,89,83,6,24.1,28,25,3,26.07,153872,143016,53376,47304,7,10000000,51,5,500,10000000,9.09e-05,5000000,1,0
