RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,52,44,8,24.23,11,10,1,26.45,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,1,0
2,52,43,9,24.35,11,10,1,26.45,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,1,0
3,52,45,7,23.81,11,10,1,26.27,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,1,0
4,51,45,6,24.29,11,10,1,26.82,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,1,0
5,49,43,6,23.94,12,9,3,25.83,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,1,0
6,49,42,7,24.1,12,10,2,25.83,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,1,0
7,52,44,8,24.92,12,10,2,26.67,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,1,0
8,48,43,5,24.21,13,10,3,26.23,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,1,0
9,49,42,7,24.14,13,10,3,26.23,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,1,0
10,49,43,6,24.43,12,10,2,26.33,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,1,0
11,49,43,6,24.06,12,10,2,26.0,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,1,0
12,52,44,8,24.54,12,10,2,26.0,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,1,0
13,51,43,8,24.14,12,10,2,25.83,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,1,0
14,50,41,9,24.58,11,10,1,26.64,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,1,0
15,52,42,10,24.31,12,10,2,26.17,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,1,0
16,51,44,7,24.49,11,10,1,26.45,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,1,0
17,51,42,9,24.49,10,9,1,26.6,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,1,0
18,50,44,6,23.76,9,9,0,26.11,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,1,0
19,49,43,6,24.22,9,9,0,26.11,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,1,0
20,51,43,8,24.49,9,9,0,26.11,0,0,0,0,14,1000000,51,5,500,1000000,4.13e-05,20000000,1,0
