RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput (bits),DL_goodput (bits),UL_throughput (bits),UL_goodput (bits),TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,160,80,80,24.44,80,32,48,26.3,23728,12000,27008,10880,2,25000000,51,5,4000,25000000,8.19e-05,2000000,1,0
2,160,76,84,24.02,80,32,48,25.8,23312,11464,25008,10128,2,25000000,51,5,4000,25000000,8.19e-05,2000000,1,0
3,160,80,80,24.32,75,31,44,26.39,24584,12360,25248,10480,2,25000000,51,5,4000,25000000,8.19e-05,2000000,1,0
4,160,76,84,24.65,73,30,43,26.48,23280,10952,24352,10096,2,25000000,51,5,4000,25000000,8.19e-05,2000000,1,0
5,160,79,81,24.4,81,35,46,26.28,23352,11328,27232,11856,2,25000000,51,5,4000,25000000,8.19e-05,2000000,1,0
6,160,78,82,23.86,73,36,37,25.66,23968,12264,24208,11888,2,25000000,51,5,4000,25000000,8.19e-05,2000000,1,0
7,160,74,86,24.62,82,36,46,26.59,23328,10768,27632,12144,2,25000000,51,5,4000,25000000,8.19e-05,2000000,1,0
8,160,77,83,24.15,78,34,44,25.85,23528,11776,25440,11168,2,25000000,51,5,4000,25000000,8.19e-05,2000000,1,0
9,160,80,80,23.96,81,35,46,25.94,25136,14392,26048,11440,2,25000000,51,5,4000,25000000,8.19e-05,2000000,1,0
10,160,73,87,23.65,86,35,51,25.4,21400,9792,27088,11120,2,25000000,51,5,4000,25000000,8.19e-05,2000000,1,0
11,160,82,78,24.54,85,36,49,26.51,24640,13544,28672,12192,2,25000000,51,5,4000,25000000,8.19e-05,2000000,1,0
12,160,84,76,24.58,77,33,44,26.3,26424,15848,25632,11056,2,25000000,51,5,4000,25000000,8.19e-05,2000000,1,0
13,160,79,81,24.4,85,33,52,26.34,24144,11752,28256,11056,2,25000000,51,5,4000,25000000,8.19e-05,2000000,1,0
14,160,79,81,24.18,73,34,39,26.01,24512,12648,24208,11264,2,25000000,51,5,4000,25000000,8.19e-05,2000000,1,0
15,160,82,78,24.02,74,31,43,26.16,24080,12832,24336,10272,2,25000000,51,5,4000,25000000,8.19e-05,2000000,1,0
16,160,73,87,24.42,86,34,52,26.44,23320,11056,28144,11168,2,25000000,51,5,4000,25000000,8.19e-05,2000000,1,0
17,160,77,83,24.3,78,31,47,26.23,22608,11344,25216,10112,2,25000000,51,5,4000,25000000,8.19e-05,2000000,1,0
18,160,82,78,24.47,82,32,50,26.59,23992,13200,26880,10576,2,25000000,51,5,4000,25000000,8.19e-05,2000000,1,0
19,160,79,81,24.39,87,34,53,26.33,23792,11904,28976,11376,2,25000000,51,5,4000,25000000,8.19e-05,2000000,1,0
20,160,76,84,24.94,89,35,54,26.82,24328,11416,29680,11728,2,25000000,51,5,4000,25000000,8.19e-05,2000000,1,0
