RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,320,293,27,25.39,193,168,25,26.33,51864,47488,65680,57456,2,0,51,10,1000,0,8.03e-05,10000000,1,0
2,320,294,26,24.8,192,169,23,25.74,51008,46992,64016,56640,2,0,51,10,1000,0,8.03e-05,10000000,1,0
3,320,295,25,25.28,194,168,26,26.26,52224,48184,65168,56896,2,0,51,10,1000,0,8.03e-05,10000000,1,0
4,320,292,28,25.12,196,165,31,26.02,50992,46640,65008,55200,2,0,51,10,1000,0,8.03e-05,10000000,1,0
5,320,293,27,25.3,194,164,30,26.25,51984,47792,64832,55424,2,0,51,10,1000,0,8.03e-05,10000000,1,0
6,320,294,26,25.39,193,166,27,26.35,52688,48800,64784,56304,2,0,51,10,1000,0,8.03e-05,10000000,1,0
7,320,292,28,25.51,191,168,23,26.47,53000,48784,64704,57488,2,0,51,10,1000,0,8.03e-05,10000000,1,0
8,320,289,31,25.69,196,167,29,26.69,52320,47544,66752,57360,2,0,51,10,1000,0,8.03e-05,10000000,1,0
9,320,288,32,25.22,194,169,25,26.16,51264,46512,65376,57536,2,0,51,10,1000,0,8.03e-05,10000000,1,0
10,320,289,31,25.14,193,165,28,26.06,52056,47304,64480,55488,2,0,51,10,1000,0,8.03e-05,10000000,1,0
11,320,288,32,24.83,187,165,22,25.79,51152,46128,61984,55072,2,0,51,10,1000,0,8.03e-05,10000000,1,0
12,320,292,28,25.29,190,167,23,26.17,52216,47896,63408,56336,2,0,51,10,1000,0,8.03e-05,10000000,1,0
13,320,294,26,25.13,190,168,22,26.11,51696,47624,63472,56608,2,0,51,10,1000,0,8.03e-05,10000000,1,0
14,320,293,27,25.74,190,168,22,26.71,52792,48496,64960,57968,2,0,51,10,1000,0,8.03e-05,10000000,1,0
15,320,295,25,24.92,187,166,21,25.97,51472,47584,63024,56256,2,0,51,10,1000,0,8.03e-05,10000000,1,0
16,320,297,23,25.41,190,168,22,26.35,53280,49584,64688,57440,2,0,51,10,1000,0,8.03e-05,10000000,1,0
17,320,292,28,24.99,194,167,27,25.98,52088,47672,64272,55888,2,0,51,10,1000,0,8.03e-05,10000000,1,0
18,320,294,26,25.11,193,166,27,26.15,51928,47808,64320,55776,2,0,51,10,1000,0,8.03e-05,10000000,1,0
19,320,295,25,25.27,192,163,29,26.21,53672,49544,64304,55024,2,0,51,10,1000,0,8.03e-05,10000000,1,0
20,320,295,25,25.27,191,166,25,26.21,53128,48944,63776,56096,2,0,51,10,1000,0,8.03e-05,10000000,1,0
