RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,154,112,42,22.27,50,34,16,23.9,89904,60800,41064,25656,4,5000000,51,5,1250,5000000,3.2300000000000006e-05,10000000,1,0
2,153,108,45,22.39,48,32,16,24.4,90496,60816,39840,24592,4,5000000,51,5,1250,5000000,3.2300000000000006e-05,10000000,1,0
3,155,116,39,22.25,52,33,19,24.29,89032,65400,43592,24992,4,5000000,51,5,1250,5000000,3.2300000000000006e-05,10000000,1,0
4,154,114,40,22.23,52,32,20,24.04,95960,69992,42648,23872,4,5000000,51,5,1250,5000000,3.2300000000000006e-05,10000000,1,0
5,154,115,39,22.74,50,30,20,24.42,96360,69472,40584,21728,4,5000000,51,5,1250,5000000,3.2300000000000006e-05,10000000,1,0
6,153,120,33,22.02,48,31,17,24.23,89736,66896,39336,23136,4,5000000,51,5,1250,5000000,3.2300000000000006e-05,10000000,1,0
7,152,119,33,22.41,46,31,15,23.98,101168,77736,37264,23048,4,5000000,51,5,1250,5000000,3.2300000000000006e-05,10000000,1,0
8,151,117,34,22.73,49,31,18,24.86,89864,69040,41080,23960,4,5000000,51,5,1250,5000000,3.2300000000000006e-05,10000000,1,0
9,150,116,34,22.81,49,31,18,25.02,90056,69656,40008,23488,4,5000000,51,5,1250,5000000,3.2300000000000006e-05,10000000,1,0
10,152,117,35,22.72,51,33,18,24.71,86560,65416,42384,25072,4,5000000,51,5,1250,5000000,3.2300000000000006e-05,10000000,1,0
11,153,120,33,22.59,51,33,18,24.94,107696,77192,40872,24320,4,5000000,51,5,1250,5000000,3.2300000000000006e-05,10000000,1,0
12,153,122,31,22.01,50,32,18,24.88,93336,76552,36736,22656,4,5000000,51,5,1250,5000000,3.2300000000000006e-05,10000000,1,0
13,154,120,34,21.91,45,34,11,24.27,88640,70208,34952,25296,4,5000000,51,5,1250,5000000,3.2300000000000006e-05,10000000,1,0
14,153,120,33,21.93,37,33,4,23.92,104880,77096,28408,24920,4,5000000,51,5,1250,5000000,3.2300000000000006e-05,10000000,1,0
15,151,117,34,22.14,39,34,5,23.82,104512,77064,29536,25704,4,5000000,51,5,1250,5000000,3.2300000000000006e-05,10000000,1,0
16,152,118,34,21.8,38,34,4,23.16,102384,72800,28912,25432,4,5000000,51,5,1250,5000000,3.2300000000000006e-05,10000000,1,0
17,152,115,37,22.45,38,33,5,23.71,103216,71904,28280,24512,4,5000000,51,5,1250,5000000,3.2300000000000006e-05,10000000,1,0
18,155,120,35,21.98,37,32,5,23.84,91744,66776,26576,23096,4,5000000,51,5,1250,5000000,3.2300000000000006e-05,10000000,1,0
19,156,118,38,22.66,41,33,8,23.95,96144,71984,31256,25072,4,5000000,51,5,1250,5000000,3.2300000000000006e-05,10000000,1,0
20,152,113,39,22.26,44,31,13,23.41,95000,67688,35152,23784,4,5000000,51,5,1250,5000000,3.2300000000000006e-05,10000000,1,0
