RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,94,61,33,21.76,21,15,6,23.95,132128,80736,32736,26088,7,10000000,51,5,1280,10000000,4.8400000000000004e-05,5000000,1,0
2,94,56,38,21.78,21,15,6,23.38,137344,73760,32064,25416,7,10000000,51,5,1280,10000000,4.8400000000000004e-05,5000000,1,0
3,96,57,39,21.29,21,15,6,22.29,136504,74512,29752,23488,7,10000000,51,5,1280,10000000,4.8400000000000004e-05,5000000,1,0
4,93,54,39,22.32,20,14,6,23.0,145256,73592,28864,22216,7,10000000,51,5,1280,10000000,4.8400000000000004e-05,5000000,1,0
5,95,58,37,21.72,23,14,9,22.83,137672,79168,28528,21688,7,10000000,51,5,1280,10000000,4.8400000000000004e-05,5000000,1,0
6,90,56,34,21.67,24,14,10,22.54,129848,76488,27704,20184,7,10000000,51,5,1280,10000000,4.8400000000000004e-05,5000000,1,0
7,93,58,35,22.28,27,12,15,24.0,149048,79296,38192,18440,7,10000000,51,5,1280,10000000,4.8400000000000004e-05,5000000,1,0
8,91,52,39,22.04,23,12,11,23.22,145600,70608,33784,19144,7,10000000,51,5,1280,10000000,4.8400000000000004e-05,5000000,1,0
9,97,57,40,21.86,28,13,15,23.32,144048,76480,37016,19472,7,10000000,51,5,1280,10000000,4.8400000000000004e-05,5000000,1,0
10,97,58,39,21.87,23,13,10,23.87,149360,79672,35920,21272,7,10000000,51,5,1280,10000000,4.8400000000000004e-05,5000000,1,0
11,94,59,35,21.83,25,13,12,24.36,148704,81272,37376,21272,7,10000000,51,5,1280,10000000,4.8400000000000004e-05,5000000,1,0
12,99,60,39,22.18,22,13,9,24.18,154384,83480,34248,21144,7,10000000,51,5,1280,10000000,4.8400000000000004e-05,5000000,1,0
13,97,61,36,22.45,22,13,9,24.32,153656,86728,34352,21632,7,10000000,51,5,1280,10000000,4.8400000000000004e-05,5000000,1,0
14,93,61,32,21.33,23,14,9,23.61,132736,82560,37552,24832,7,10000000,51,5,1280,10000000,4.8400000000000004e-05,5000000,1,0
15,87,61,26,21.29,21,13,8,23.81,127736,85232,34368,23416,7,10000000,51,5,1280,10000000,4.8400000000000004e-05,5000000,1,0
16,80,58,22,21.24,24,13,11,23.71,112304,80352,37784,22200,7,10000000,51,5,1280,10000000,4.8400000000000004e-05,5000000,1,0
17,83,60,23,21.11,23,12,11,23.57,115920,81384,36848,20160,7,10000000,51,5,1280,10000000,4.8400000000000004e-05,5000000,1,0
18,85,60,25,21.21,24,13,11,23.92,113616,79368,40568,23160,7,10000000,51,5,1280,10000000,4.8400000000000004e-05,5000000,1,0
19,78,59,19,20.68,25,14,11,23.56,109320,77968,39776,24640,7,10000000,51,5,1280,10000000,4.8400000000000004e-05,5000000,1,0
20,90,58,32,21.6,22,14,8,23.64,120112,76408,33512,24032,7,10000000,51,5,1280,10000000,4.8400000000000004e-05,5000000,1,0
