RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,200,116,84,5,171,117,54,5
2,200,116,84,5,171,117,54,5
3,200,116,84,5,171,117,54,5
4,200,116,84,5,171,117,54,5
5,200,116,84,5,171,117,54,5
6,200,116,84,5,171,117,54,5
7,200,116,84,5,171,117,54,5
8,200,116,84,5,171,117,54,5
9,200,116,84,5,171,117,54,5
10,200,116,84,5,171,117,54,5
