RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,316,256,60,25.84,110,88,22,26.78,251248,190576,98024,75600,4,0,51,10,800,0,5.489999999999999e-05,1000000,1,0
2,314,262,52,25.04,106,85,21,26.0,249048,201696,87072,69544,4,0,51,10,800,0,5.489999999999999e-05,1000000,1,0
3,319,252,67,25.16,111,87,24,26.14,224928,170792,92552,71928,4,0,51,10,800,0,5.489999999999999e-05,1000000,1,0
4,316,255,61,25.21,105,86,19,26.18,232704,182272,90064,71472,4,0,51,10,800,0,5.489999999999999e-05,1000000,1,0
5,318,246,72,25.49,109,86,23,26.47,225624,167328,87608,70464,4,0,51,10,800,0,5.489999999999999e-05,1000000,1,0
6,317,245,72,25.33,106,87,19,26.3,245496,175040,92808,74352,4,0,51,10,800,0,5.489999999999999e-05,1000000,1,0
7,318,252,66,25.5,103,88,15,26.48,243064,178768,91424,75528,4,0,51,10,800,0,5.489999999999999e-05,1000000,1,0
8,320,242,78,25.01,103,89,14,25.89,218832,155440,89920,75544,4,0,51,10,800,0,5.489999999999999e-05,1000000,1,0
9,320,243,77,25.13,103,90,13,25.99,225760,161664,89056,76056,4,0,51,10,800,0,5.489999999999999e-05,1000000,1,0
10,320,243,77,25.32,100,87,13,26.32,225032,160056,85440,71800,4,0,51,10,800,0,5.489999999999999e-05,1000000,1,0
11,319,239,80,25.13,108,89,19,26.13,227920,160864,88608,71152,4,0,51,10,800,0,5.489999999999999e-05,1000000,1,0
12,319,239,80,25.18,107,88,19,26.03,228952,158584,88160,71280,4,0,51,10,800,0,5.489999999999999e-05,1000000,1,0
13,319,240,79,25.58,102,90,12,26.53,228672,158576,85048,72664,4,0,51,10,800,0,5.489999999999999e-05,1000000,1,0
14,319,238,81,25.77,107,88,19,26.7,236264,165040,86376,71008,4,0,51,10,800,0,5.489999999999999e-05,1000000,1,0
15,320,237,83,25.12,103,88,15,26.13,224336,155808,86944,72824,4,0,51,10,800,0,5.489999999999999e-05,1000000,1,0
16,320,244,76,25.21,105,88,17,26.18,225664,163840,88104,73352,4,0,51,10,800,0,5.489999999999999e-05,1000000,1,0
17,319,250,69,25.16,108,87,21,26.15,226000,170376,91272,73536,4,0,51,10,800,0,5.489999999999999e-05,1000000,1,0
18,315,254,61,25.32,100,84,16,26.38,234832,181944,89072,72048,4,0,51,10,800,0,5.489999999999999e-05,1000000,1,0
19,312,252,60,24.94,107,87,20,25.95,235176,187328,91744,72528,4,0,51,10,800,0,5.489999999999999e-05,1000000,1,0
20,316,254,62,24.65,109,87,22,25.5,226256,177096,95880,73176,4,0,51,10,800,0,5.489999999999999e-05,1000000,1,0
