RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,100,42,58,5,95,44,51,5
2,100,44,56,5,95,44,51,5
3,100,43,57,5,95,44,51,5
4,100,44,56,5,95,44,51,5
5,100,44,56,5,95,44,51,5
6,100,41,59,5,95,44,51,5
7,100,44,56,5,95,44,51,5
8,100,44,56,5,95,44,51,5
9,100,44,56,5,95,44,51,5
10,100,43,57,5,95,44,51,5
