RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput (bits),DL_goodput (bits),UL_throughput (bits),UL_goodput (bits),TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,94,84,10,23.66,29,26,3,25.48,155528,138536,54920,48848,7,1000000,51,5,500,1000000,2.1000000000000002e-05,10000000,1,0
2,93,85,8,24.08,29,26,3,26.1,158152,143576,55144,48688,7,1000000,51,5,500,1000000,2.1000000000000002e-05,10000000,1,0
3,92,84,8,24.11,28,25,3,26.36,156984,144064,53592,47136,7,1000000,51,5,500,1000000,2.1000000000000002e-05,10000000,1,0
4,90,83,7,24.67,28,25,3,26.79,152616,144232,54496,48040,7,1000000,51,5,500,1000000,2.1000000000000002e-05,10000000,1,0
5,91,85,6,24.45,29,25,4,26.66,155896,147184,55328,47264,7,1000000,51,5,500,1000000,2.1000000000000002e-05,10000000,1,0
6,87,84,3,24.1,29,26,3,26.31,150616,145832,51944,47312,7,1000000,51,5,500,1000000,2.1000000000000002e-05,10000000,1,0
7,90,84,6,24.2,25,25,0,26.28,156776,145920,46376,46376,7,1000000,51,5,500,1000000,2.1000000000000002e-05,10000000,1,0
8,98,84,14,24.18,25,25,0,26.2,164624,143288,47008,47008,7,1000000,51,5,500,1000000,2.1000000000000002e-05,10000000,1,0
9,97,82,15,24.33,25,25,0,26.52,168544,141464,47112,47112,7,1000000,51,5,500,1000000,2.1000000000000002e-05,10000000,1,0
10,94,82,12,24.83,25,25,0,26.92,167632,144984,48776,48776,7,1000000,51,5,500,1000000,2.1000000000000002e-05,10000000,1,0
11,98,81,17,23.94,25,25,0,26.04,168120,137208,45896,45896,7,1000000,51,5,500,1000000,2.1000000000000002e-05,10000000,1,0
12,97,80,17,24.22,25,25,0,26.12,172400,138312,46056,46056,7,1000000,51,5,500,1000000,2.1000000000000002e-05,10000000,1,0
13,100,81,19,24.6,25,25,0,26.52,177040,140024,46632,46632,7,1000000,51,5,500,1000000,2.1000000000000002e-05,10000000,1,0
14,103,83,20,24.39,28,25,3,26.29,182512,143216,54744,48672,7,1000000,51,5,500,1000000,2.1000000000000002e-05,10000000,1,0
15,96,80,16,24.42,27,24,3,26.63,170808,138424,55000,48544,7,1000000,51,5,500,1000000,2.1000000000000002e-05,10000000,1,0
16,98,79,19,24.61,28,25,3,26.29,173232,138040,53984,47912,7,1000000,51,5,500,1000000,2.1000000000000002e-05,10000000,1,0
17,99,83,16,24.11,28,25,3,25.93,172984,142104,54912,48456,7,1000000,51,5,500,1000000,2.1000000000000002e-05,10000000,1,0
18,97,82,15,24.53,28,25,3,26.39,172920,143520,55352,48896,7,1000000,51,5,500,1000000,2.1000000000000002e-05,10000000,1,0
19,99,83,16,24.66,28,25,3,26.5,174528,145640,55904,49832,7,1000000,51,5,500,1000000,2.1000000000000002e-05,10000000,1,0
20,95,82,13,24.45,28,25,3,26.21,164376,141464,55488,49416,7,1000000,51,5,500,1000000,2.1000000000000002e-05,10000000,1,0
