RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,178,112,66,19.89,54,42,12,20.41,205536,134816,81888,67392,7,25000000,51,10,1600,25000000,6.5e-06,20000000,1,0
2,180,110,70,19.41,52,43,9,20.33,211632,126992,82528,65920,7,25000000,51,10,1600,25000000,6.5e-06,20000000,1,0
3,182,110,72,20.26,53,44,9,21.21,223896,134640,87560,70440,7,25000000,51,10,1600,25000000,6.5e-06,20000000,1,0
4,175,113,62,19.51,54,44,10,21.3,218768,138144,87032,69992,7,25000000,51,10,1600,25000000,6.5e-06,20000000,1,0
5,185,111,74,19.99,49,40,9,21.47,228744,131816,77528,63600,7,25000000,51,10,1600,25000000,6.5e-06,20000000,1,0
6,177,111,66,19.89,54,44,10,21.56,213240,134568,83640,66872,7,25000000,51,10,1600,25000000,6.5e-06,20000000,1,0
7,179,114,65,19.2,56,43,13,21.54,214320,133112,90896,66480,7,25000000,51,10,1600,25000000,6.5e-06,20000000,1,0
8,171,108,63,19.73,55,42,13,22.31,229616,132664,91848,65504,7,25000000,51,10,1600,25000000,6.5e-06,20000000,1,0
9,188,110,78,20.75,57,40,17,21.07,253064,136232,89336,63272,7,25000000,51,10,1600,25000000,6.5e-06,20000000,1,0
10,186,110,76,20.49,54,42,12,20.5,236928,134296,79576,60432,7,25000000,51,10,1600,25000000,6.5e-06,20000000,1,0
11,180,109,71,19.92,51,40,11,21.51,238232,129880,78792,61896,7,25000000,51,10,1600,25000000,6.5e-06,20000000,1,0
12,184,110,74,20.39,51,39,12,21.43,230472,131392,75960,60152,7,25000000,51,10,1600,25000000,6.5e-06,20000000,1,0
13,184,106,78,20.26,52,43,9,20.25,239320,128080,74152,63712,7,25000000,51,10,1600,25000000,6.5e-06,20000000,1,0
14,198,109,89,20.34,49,42,7,19.71,249304,129128,68856,62176,7,25000000,51,10,1600,25000000,6.5e-06,20000000,1,0
15,189,110,79,20.17,50,42,8,20.82,229952,131808,78960,64248,7,25000000,51,10,1600,25000000,6.5e-06,20000000,1,0
16,197,106,91,20.95,52,41,11,20.17,238968,130976,76024,61120,7,25000000,51,10,1600,25000000,6.5e-06,20000000,1,0
17,189,110,79,20.37,54,42,12,20.26,233384,135376,77096,60968,7,25000000,51,10,1600,25000000,6.5e-06,20000000,1,0
18,182,110,72,19.95,53,42,11,19.98,221400,131728,78816,63656,7,25000000,51,10,1600,25000000,6.5e-06,20000000,1,0
19,186,102,84,20.56,59,42,17,19.95,239504,124560,82064,62368,7,25000000,51,10,1600,25000000,6.5e-06,20000000,1,0
20,182,108,74,20.38,54,41,13,19.96,223200,134560,80888,63928,7,25000000,51,10,1600,25000000,6.5e-06,20000000,1,0
