RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,229,82,147,21.87,78,24,54,20.53,138832,45448,44384,11792,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1,0
2,241,88,153,20.82,72,22,50,18.62,123736,42224,39280,10232,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1,0
3,249,90,159,20.25,81,26,55,16.52,122712,41016,42192,11464,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1,0
4,239,89,150,21.7,77,24,53,20.17,136576,45216,45080,11872,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1,0
5,236,91,145,21.08,81,26,55,19.51,138144,47416,39800,10752,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1,0
6,245,90,155,20.36,75,24,51,19.63,142968,46000,40768,10592,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1,0
7,244,87,157,21.33,78,23,55,19.82,154856,53672,46312,13088,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1,0
8,246,95,151,20.44,82,26,56,18.33,132904,45800,40936,11864,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1,0
9,253,92,161,20.03,92,26,66,19.89,136832,41848,48264,12896,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1,0
10,243,93,150,20.65,84,25,59,18.98,146112,48160,43496,12088,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1,0
11,252,89,163,21.31,81,24,57,19.32,158936,48184,36160,10336,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1,0
12,238,83,155,21.06,81,24,57,18.28,165960,52344,42224,11952,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1,0
13,234,86,148,20.9,78,24,54,17.44,144552,51848,35320,10384,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1,0
14,237,85,152,21.46,81,25,56,18.94,142352,44224,48016,13560,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1,0
15,243,89,154,21.52,75,26,49,19.01,165192,55080,43720,13000,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1,0
16,246,90,156,20.69,78,26,52,19.13,148200,45240,48840,14440,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1,0
17,245,85,160,20.87,64,21,43,20.73,141040,45056,47008,14008,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1,0
18,236,83,153,22.44,76,25,51,18.37,165352,50208,41440,12720,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1,0
19,228,80,148,22.29,65,23,42,21.45,154264,48200,36832,10776,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1,0
20,231,84,147,21.92,80,25,55,18.82,136488,47616,44440,12376,4,25000000,51,10,4800,25000000,4.92e-05,20000000,1,0
