RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput (bits),DL_goodput (bits),UL_throughput (bits),UL_goodput (bits),TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,95,74,21,21.92,23,17,6,22.87,143696,108880,39472,27328,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,1,0
2,98,76,22,21.45,24,17,7,22.62,149232,111520,39400,25232,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,1,0
3,94,75,19,21.35,24,15,9,23.88,143952,109056,39600,22824,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,1,0
4,94,75,19,22.27,22,15,7,22.95,150120,114040,36184,22880,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,1,0
5,93,75,18,21.49,20,16,4,21.25,144360,109176,30608,22000,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,1,0
6,101,73,28,22.19,21,16,5,21.67,161968,106928,31256,21840,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,1,0
7,99,74,25,21.92,21,14,7,22.76,153008,109176,36048,20984,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,1,0
8,97,75,22,21.53,25,16,9,23.12,147424,110184,43104,24952,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,1,0
9,98,72,26,21.66,23,16,7,22.7,147432,104584,38464,23784,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,1,0
10,95,72,23,22.29,23,16,7,23.13,148160,107672,38176,24744,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,1,0
11,96,75,21,21.41,21,16,5,22.1,137136,106368,34984,24352,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,1,0
12,91,75,16,22.12,23,15,8,22.78,139896,111264,39328,23168,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,1,0
13,94,76,18,21.53,23,15,8,24.0,134848,109592,43432,26216,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,1,0
14,92,76,16,21.87,23,16,7,23.13,133112,111712,42304,27752,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,1,0
15,92,75,17,21.68,23,16,7,23.13,132880,111064,43064,28000,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,1,0
16,89,73,16,22.43,23,16,7,23.35,140744,112896,42600,27536,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,1,0
17,95,74,21,21.28,24,16,8,22.33,138112,107232,42640,26448,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,1,0
18,91,73,18,21.42,25,15,10,22.72,131736,105920,45104,24096,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,1,0
19,90,72,18,21.73,26,16,10,23.35,135312,105960,45688,25800,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,1,0
20,90,72,18,21.36,23,16,7,22.26,135096,105880,39904,25736,7,25000000,51,5,640,25000000,5.929999999999999e-05,5000000,1,0
