RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,44,21,23,20.7,11,7,4,21.36,0,0,0,0,14,0,51,5,1500,0,3.26e-05,10000000,1,0
2,49,21,28,20.27,11,7,4,21.55,0,0,0,0,14,0,51,5,1500,0,3.26e-05,10000000,1,0
3,49,22,27,21.98,9,6,3,21.11,0,0,0,0,14,0,51,5,1500,0,3.26e-05,10000000,1,0
4,49,20,29,20.98,11,7,4,21.45,0,0,0,0,14,0,51,5,1500,0,3.26e-05,10000000,1,0
5,39,21,18,21.49,12,7,5,21.5,0,0,0,0,14,0,51,5,1500,0,3.26e-05,10000000,1,0
6,40,22,18,21.35,11,7,4,21.36,0,0,0,0,14,0,51,5,1500,0,3.26e-05,10000000,1,0
7,43,22,21,21.67,12,5,7,22.17,0,0,0,0,14,0,51,5,1500,0,3.26e-05,10000000,1,0
8,37,20,17,22.49,13,6,7,20.46,0,0,0,0,14,0,51,5,1500,0,3.26e-05,10000000,1,0
9,47,21,26,21.47,13,6,7,22.08,0,0,0,0,14,0,51,5,1500,0,3.26e-05,10000000,1,0
10,44,22,22,21.98,12,5,7,19.83,0,0,0,0,14,0,51,5,1500,0,3.26e-05,10000000,1,0
11,39,22,17,20.44,12,5,7,20.0,0,0,0,0,14,0,51,5,1500,0,3.26e-05,10000000,1,0
12,44,23,21,21.52,12,5,7,19.92,0,0,0,0,14,0,51,5,1500,0,3.26e-05,10000000,1,0
13,38,22,16,20.84,9,3,6,25.89,0,0,0,0,14,0,51,5,1500,0,3.26e-05,10000000,1,0
14,41,22,19,21.51,8,5,3,20.0,0,0,0,0,14,0,51,5,1500,0,3.26e-05,10000000,1,0
15,45,23,22,21.13,9,5,4,20.33,0,0,0,0,14,0,51,5,1500,0,3.26e-05,10000000,1,0
16,48,22,26,19.88,9,5,4,19.89,0,0,0,0,14,0,51,5,1500,0,3.26e-05,10000000,1,0
17,45,21,24,21.27,13,6,7,19.85,0,0,0,0,14,0,51,5,1500,0,3.26e-05,10000000,1,0
18,44,21,23,21.3,8,5,3,19.88,0,0,0,0,14,0,51,5,1500,0,3.26e-05,10000000,1,0
19,41,22,19,21.56,10,6,4,18.1,0,0,0,0,14,0,51,5,1500,0,3.26e-05,10000000,1,0
20,46,22,24,22.59,7,6,1,18.71,0,0,0,0,14,0,51,5,1500,0,3.26e-05,10000000,1,0
