RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,187,92,95,25.46,43,27,16,26.58,324256,157904,87384,53336,7,5000000,51,10,1280,5000000,3.5900000000000005e-05,1000000,1,0
2,183,96,87,25.08,41,25,16,26.17,324544,166136,82856,49704,7,5000000,51,10,1280,5000000,3.5900000000000005e-05,1000000,1,0
3,188,94,94,25.2,42,26,16,26.33,339584,164856,86032,51600,7,5000000,51,10,1280,5000000,3.5900000000000005e-05,1000000,1,0
4,187,98,89,25.57,48,27,21,26.62,347408,174024,96512,53592,7,5000000,51,10,1280,5000000,3.5900000000000005e-05,1000000,1,0
5,191,94,97,25.04,41,25,16,26.22,334208,158456,83464,50056,7,5000000,51,10,1280,5000000,3.5900000000000005e-05,1000000,1,0
6,185,95,90,25.4,46,24,22,26.39,345288,167768,90992,46144,7,5000000,51,10,1280,5000000,3.5900000000000005e-05,1000000,1,0
7,183,95,88,24.98,55,25,30,26.09,329168,162192,101496,47680,7,5000000,51,10,1280,5000000,3.5900000000000005e-05,1000000,1,0
8,183,97,86,25.42,48,24,24,26.56,332456,167480,96832,48160,7,5000000,51,10,1280,5000000,3.5900000000000005e-05,1000000,1,0
9,185,94,91,25.01,40,25,15,26.15,333768,161072,80640,49576,7,5000000,51,10,1280,5000000,3.5900000000000005e-05,1000000,1,0
10,178,93,85,25.27,44,25,19,26.41,323280,161672,90688,50184,7,5000000,51,10,1280,5000000,3.5900000000000005e-05,1000000,1,0
11,176,98,78,24.9,51,23,28,26.1,310296,168352,96856,43888,7,5000000,51,10,1280,5000000,3.5900000000000005e-05,1000000,1,0
12,176,99,77,24.93,42,21,21,25.9,307312,169760,81584,41384,7,5000000,51,10,1280,5000000,3.5900000000000005e-05,1000000,1,0
13,172,99,73,25.35,41,23,18,26.37,307960,173640,84200,46232,7,5000000,51,10,1280,5000000,3.5900000000000005e-05,1000000,1,0
14,158,100,58,24.91,45,24,21,26.07,281424,173176,88776,48192,7,5000000,51,10,1280,5000000,3.5900000000000005e-05,1000000,1,0
15,170,101,69,24.81,46,25,21,26.0,296240,171584,93680,50888,7,5000000,51,10,1280,5000000,3.5900000000000005e-05,1000000,1,0
16,157,98,59,25.0,44,26,18,26.0,278464,170416,88800,52848,7,5000000,51,10,1280,5000000,3.5900000000000005e-05,1000000,1,0
17,171,98,73,25.04,44,26,18,26.07,296416,169008,91616,53264,7,5000000,51,10,1280,5000000,3.5900000000000005e-05,1000000,1,0
18,170,95,75,25.07,44,26,18,26.14,295952,164264,87680,53296,7,5000000,51,10,1280,5000000,3.5900000000000005e-05,1000000,1,0
19,174,91,83,25.48,39,25,14,26.51,314392,161064,77592,51112,7,5000000,51,10,1280,5000000,3.5900000000000005e-05,1000000,1,0
20,181,94,87,25.44,44,26,18,26.52,324336,165888,92608,53872,7,5000000,51,10,1280,5000000,3.5900000000000005e-05,1000000,1,0
