RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,41,12,29,22.78,9,3,6,17.56,0,0,0,0,14,25000000,51,5,4800,25000000,6.799999999999999e-06,20000000,1,0
2,45,13,32,23.69,13,4,9,18.54,0,0,0,0,14,25000000,51,5,4800,25000000,6.799999999999999e-06,20000000,1,0
3,41,13,28,22.39,13,4,9,18.54,0,0,0,0,14,25000000,51,5,4800,25000000,6.799999999999999e-06,20000000,1,0
4,44,12,32,21.8,13,4,9,18.23,0,0,0,0,14,25000000,51,5,4800,25000000,6.799999999999999e-06,20000000,1,0
5,41,12,29,22.29,13,4,9,18.0,0,0,0,0,14,25000000,51,5,4800,25000000,6.799999999999999e-06,20000000,1,0
6,41,13,28,23.66,12,3,9,20.08,0,0,0,0,14,25000000,51,5,4800,25000000,6.799999999999999e-06,20000000,1,0
7,42,12,30,21.5,12,3,9,21.25,0,0,0,0,14,25000000,51,5,4800,25000000,6.799999999999999e-06,20000000,1,0
8,42,12,30,22.07,12,3,9,21.17,0,0,0,0,14,25000000,51,5,4800,25000000,6.799999999999999e-06,20000000,1,0
9,43,12,31,21.95,12,3,9,21.67,0,0,0,0,14,25000000,51,5,4800,25000000,6.799999999999999e-06,20000000,1,0
10,39,13,26,20.82,10,3,7,21.4,0,0,0,0,14,25000000,51,5,4800,25000000,6.799999999999999e-06,20000000,1,0
11,39,13,26,22.82,10,3,7,21.4,0,0,0,0,14,25000000,51,5,4800,25000000,6.799999999999999e-06,20000000,1,0
12,38,12,26,23.55,10,3,7,21.0,0,0,0,0,14,25000000,51,5,4800,25000000,6.799999999999999e-06,20000000,1,0
13,43,13,30,22.81,9,3,6,20.33,0,0,0,0,14,25000000,51,5,4800,25000000,6.799999999999999e-06,20000000,1,0
14,42,13,29,20.76,9,3,6,19.89,0,0,0,0,14,25000000,51,5,4800,25000000,6.799999999999999e-06,20000000,1,0
15,40,13,27,21.2,9,3,6,20.56,0,0,0,0,14,25000000,51,5,4800,25000000,6.799999999999999e-06,20000000,1,0
16,44,14,30,22.27,9,3,6,20.33,0,0,0,0,14,25000000,51,5,4800,25000000,6.799999999999999e-06,20000000,1,0
17,38,12,26,22.29,9,3,6,20.56,0,0,0,0,14,25000000,51,5,4800,25000000,6.799999999999999e-06,20000000,1,0
18,38,10,28,21.26,9,3,6,20.22,0,0,0,0,14,25000000,51,5,4800,25000000,6.799999999999999e-06,20000000,1,0
19,41,12,29,22.12,9,3,6,23.33,0,0,0,0,14,25000000,51,5,4800,25000000,6.799999999999999e-06,20000000,1,0
20,44,13,31,22.0,9,3,6,20.67,0,0,0,0,14,25000000,51,5,4800,25000000,6.799999999999999e-06,20000000,1,0
