RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput (bits),DL_goodput (bits),UL_throughput (bits),UL_goodput (bits),TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,137,71,66,22.17,47,30,17,21.51,80072,40496,33816,18928,4,0,51,5,3200,0,6.5e-06,10000000,1,0
2,137,75,62,22.23,45,31,14,20.91,78336,40896,29200,18536,4,0,51,5,3200,0,6.5e-06,10000000,1,0
3,136,77,59,21.81,45,31,14,20.76,79144,42848,29472,17984,4,0,51,5,3200,0,6.5e-06,10000000,1,0
4,138,71,67,22.41,46,31,15,20.98,89456,42824,29376,17744,4,0,51,5,3200,0,6.5e-06,10000000,1,0
5,139,74,65,22.49,48,29,19,20.96,83880,43496,30160,16448,4,0,51,5,3200,0,6.5e-06,10000000,1,0
6,136,76,60,22.23,46,28,18,20.39,89808,45824,28408,15352,4,0,51,5,3200,0,6.5e-06,10000000,1,0
7,143,85,58,21.3,48,27,21,20.75,88816,47520,31784,15600,4,0,51,5,3200,0,6.5e-06,10000000,1,0
8,145,83,62,20.96,44,27,17,20.16,99752,51064,29176,15536,4,0,51,5,3200,0,6.5e-06,10000000,1,0
9,144,79,65,22.32,52,28,24,21.75,85168,40480,36640,18152,4,0,51,5,3200,0,6.5e-06,10000000,1,0
10,144,80,64,21.84,51,28,23,21.25,82920,40144,36896,17776,4,0,51,5,3200,0,6.5e-06,10000000,1,0
11,145,79,66,21.68,50,27,23,21.16,91184,43648,33752,17040,4,0,51,5,3200,0,6.5e-06,10000000,1,0
12,145,86,59,21.17,44,27,17,19.66,85192,45256,27312,15608,4,0,51,5,3200,0,6.5e-06,10000000,1,0
13,150,87,63,20.67,45,28,17,21.69,86536,42024,27888,17152,4,0,51,5,3200,0,6.5e-06,10000000,1,0
14,146,83,63,21.47,49,28,21,21.37,75312,38056,29216,16880,4,0,51,5,3200,0,6.5e-06,10000000,1,0
15,146,83,63,20.92,47,27,20,21.04,88312,41936,28336,16896,4,0,51,5,3200,0,6.5e-06,10000000,1,0
16,151,87,64,21.05,49,30,19,19.92,78056,38864,27704,17104,4,0,51,5,3200,0,6.5e-06,10000000,1,0
17,145,86,59,21.28,50,29,21,21.16,75032,40016,28552,16688,4,0,51,5,3200,0,6.5e-06,10000000,1,0
18,147,85,62,21.2,47,27,20,21.87,74880,39592,31664,16320,4,0,51,5,3200,0,6.5e-06,10000000,1,0
19,140,80,60,20.9,47,28,19,21.02,89296,45520,29904,16264,4,0,51,5,3200,0,6.5e-06,10000000,1,0
20,134,71,63,21.73,45,29,16,19.67,80504,40992,27936,15216,4,0,51,5,3200,0,6.5e-06,10000000,1,0
