RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput (bits),DL_goodput (bits),UL_throughput (bits),UL_goodput (bits),TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,160,123,37,22.43,85,65,20,23.62,22832,16944,25856,19400,2,5000000,51,5,1250,5000000,5.2199999999999995e-05,2000000,1,0
2,160,127,33,21.93,86,64,22,23.7,23232,18064,26224,19040,2,5000000,51,5,1250,5000000,5.2199999999999995e-05,2000000,1,0
3,160,126,34,21.76,87,64,23,23.05,25240,17800,25560,18368,2,5000000,51,5,1250,5000000,5.2199999999999995e-05,2000000,1,0
4,160,126,34,22.01,88,60,28,23.6,25184,17848,26432,17368,2,5000000,51,5,1250,5000000,5.2199999999999995e-05,2000000,1,0
5,160,126,34,21.67,94,63,31,23.5,21720,16888,28272,18248,2,5000000,51,5,1250,5000000,5.2199999999999995e-05,2000000,1,0
6,160,129,31,21.8,92,66,26,23.13,22784,17968,27520,18944,2,5000000,51,5,1250,5000000,5.2199999999999995e-05,2000000,1,0
7,160,125,35,22.29,94,63,31,23.87,21984,17240,28800,18384,2,5000000,51,5,1250,5000000,5.2199999999999995e-05,2000000,1,0
8,160,130,30,21.67,90,64,26,22.81,21536,17616,26856,18152,2,5000000,51,5,1250,5000000,5.2199999999999995e-05,2000000,1,0
9,160,127,33,21.71,86,63,23,23.36,21824,17632,26216,18456,2,5000000,51,5,1250,5000000,5.2199999999999995e-05,2000000,1,0
10,160,128,32,21.92,89,65,24,23.49,21256,17448,26592,18832,2,5000000,51,5,1250,5000000,5.2199999999999995e-05,2000000,1,0
11,160,131,29,21.71,89,63,26,23.31,22200,18736,26592,17872,2,5000000,51,5,1250,5000000,5.2199999999999995e-05,2000000,1,0
12,160,130,30,21.87,88,62,26,23.07,22008,18592,26128,17584,2,5000000,51,5,1250,5000000,5.2199999999999995e-05,2000000,1,0
13,160,131,29,22.44,86,62,24,23.92,27584,22992,25664,18184,2,5000000,51,5,1250,5000000,5.2199999999999995e-05,2000000,1,0
14,160,129,31,22.58,90,64,26,24.23,24824,20424,27152,19048,2,5000000,51,5,1250,5000000,5.2199999999999995e-05,2000000,1,0
15,160,126,34,21.24,85,65,20,22.51,21784,17048,24552,18480,2,5000000,51,5,1250,5000000,5.2199999999999995e-05,2000000,1,0
16,160,126,34,21.84,83,65,18,22.88,22488,18024,24200,18832,2,5000000,51,5,1250,5000000,5.2199999999999995e-05,2000000,1,0
17,160,128,32,21.95,85,66,19,23.48,21800,17584,25168,19352,2,5000000,51,5,1250,5000000,5.2199999999999995e-05,2000000,1,0
18,160,124,36,22.11,87,63,24,23.72,25440,18256,25648,18264,2,5000000,51,5,1250,5000000,5.2199999999999995e-05,2000000,1,0
19,160,127,33,21.99,88,65,23,23.07,22928,17600,25688,18592,2,5000000,51,5,1250,5000000,5.2199999999999995e-05,2000000,1,0
20,160,127,33,22.24,81,64,17,23.26,23280,17992,24288,18968,2,5000000,51,5,1250,5000000,5.2199999999999995e-05,2000000,1,0
