RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput (bits),DL_goodput (bits),UL_throughput (bits),UL_goodput (bits),TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,47,15,32,23.6,13,4,9,26.08,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,1,0
2,52,15,37,23.92,11,3,8,25.73,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,1,0
3,47,15,32,23.36,12,3,9,26.0,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,1,0
4,54,16,38,23.78,8,2,6,26.25,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,1,0
5,51,16,35,23.78,8,2,6,25.5,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,1,0
6,50,16,34,24.48,12,3,9,26.17,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,1,0
7,48,15,33,24.25,8,2,6,26.0,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,1,0
8,47,15,32,24.4,7,2,5,26.14,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,1,0
9,45,14,31,23.98,9,3,6,26.33,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,1,0
10,45,14,31,24.24,10,3,7,26.2,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,1,0
11,49,15,34,24.1,9,3,6,26.33,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,1,0
12,48,14,34,25.0,8,2,6,27.0,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,1,0
13,47,14,33,23.89,8,2,6,25.5,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,1,0
14,49,16,33,24.65,10,3,7,26.8,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,1,0
15,42,15,27,24.0,10,3,7,26.4,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,1,0
16,51,16,35,24.06,10,3,7,25.8,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,1,0
17,53,17,36,24.85,10,3,7,27.0,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,1,0
18,43,14,29,23.6,8,2,6,25.75,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,1,0
19,51,17,34,23.9,8,3,5,25.75,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,1,0
20,49,15,34,24.8,8,2,6,26.5,0,0,0,0,14,2000000,51,5,2000,2000000,2.36e-05,1000000,1,0
