RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,90,39,51,17.66,28,7,21,17.07,0,0,0,0,14,10000000,51,10,3840,10000000,7.359999999999999e-05,10000000,1,0
2,94,37,57,18.82,20,5,15,18.55,0,0,0,0,14,10000000,51,10,3840,10000000,7.359999999999999e-05,10000000,1,0
3,86,37,49,16.27,24,7,17,16.79,0,0,0,0,14,10000000,51,10,3840,10000000,7.359999999999999e-05,10000000,1,0
4,89,37,52,17.61,26,7,19,17.42,0,0,0,0,14,10000000,51,10,3840,10000000,7.359999999999999e-05,10000000,1,0
5,93,35,58,17.62,24,6,18,17.25,0,0,0,0,14,10000000,51,10,3840,10000000,7.359999999999999e-05,10000000,1,0
6,92,35,57,17.7,16,4,12,23.12,0,0,0,0,14,10000000,51,10,3840,10000000,7.359999999999999e-05,10000000,1,0
7,98,36,62,18.2,26,7,19,16.31,0,0,0,0,14,10000000,51,10,3840,10000000,7.359999999999999e-05,10000000,1,0
8,94,35,59,17.89,24,6,18,19.58,0,0,0,0,14,10000000,51,10,3840,10000000,7.359999999999999e-05,10000000,1,0
9,94,33,61,17.73,28,7,21,17.04,0,0,0,0,14,10000000,51,10,3840,10000000,7.359999999999999e-05,10000000,1,0
10,83,30,53,18.53,20,5,15,17.3,0,0,0,0,14,10000000,51,10,3840,10000000,7.359999999999999e-05,10000000,1,0
11,91,36,55,18.55,20,6,14,18.55,0,0,0,0,14,10000000,51,10,3840,10000000,7.359999999999999e-05,10000000,1,0
12,86,32,54,18.23,23,6,17,14.91,0,0,0,0,14,10000000,51,10,3840,10000000,7.359999999999999e-05,10000000,1,0
13,94,36,58,18.87,19,5,14,16.63,0,0,0,0,14,10000000,51,10,3840,10000000,7.359999999999999e-05,10000000,1,0
14,86,35,51,18.03,19,5,14,16.58,0,0,0,0,14,10000000,51,10,3840,10000000,7.359999999999999e-05,10000000,1,0
15,90,36,54,18.3,19,5,14,16.68,0,0,0,0,14,10000000,51,10,3840,10000000,7.359999999999999e-05,10000000,1,0
16,86,35,51,18.92,24,6,18,17.92,0,0,0,0,14,10000000,51,10,3840,10000000,7.359999999999999e-05,10000000,1,0
17,90,37,53,17.17,22,6,16,15.59,0,0,0,0,14,10000000,51,10,3840,10000000,7.359999999999999e-05,10000000,1,0
18,82,32,50,17.96,26,7,19,14.42,0,0,0,0,14,10000000,51,10,3840,10000000,7.359999999999999e-05,10000000,1,0
19,84,32,52,17.56,25,7,18,14.6,0,0,0,0,14,10000000,51,10,3840,10000000,7.359999999999999e-05,10000000,1,0
20,90,34,56,18.09,19,5,14,15.58,0,0,0,0,14,10000000,51,10,3840,10000000,7.359999999999999e-05,10000000,1,0
